Tf,Tg,Tf_age,Tg_age
YDR207C,YHR153C,Saccharomyceta,Saccharomyces
YDR207C,YHR154W,Saccharomyceta,Ascomycota
YDR207C,YIL015W,Saccharomyceta,Saccharomyceta
YDR207C,YIL031W,Saccharomyceta,Saccharomyceta
YDR207C,YIL032C,Saccharomyceta,Saccharomyces
YDR207C,YIL033C,Saccharomyceta,Saccharomyceta
YDR207C,YIL072W,Saccharomyceta,Dikarya
YDR207C,YIL090W,Saccharomyceta,Fungi
YDR207C,YIL091C,Saccharomyceta,Fungi
YDR207C,YIL144W,Saccharomyceta,Eukaryota
YDR207C,YIL145C,Saccharomyceta,Eukaryota
YDR207C,YIL160C,Saccharomyceta,Saccharomyces
YDR207C,YIR013C,Saccharomyceta,Saccharomyces
YDR207C,YIR014W,Saccharomyceta,Opisthokonta
YDR207C,YJL045W,Saccharomyceta,Ascomycota
YDR207C,YJL051W,Saccharomyceta,> Eukaryota
YDR207C,YJL089W,Saccharomyceta,Ascomycota
YDR207C,YJL090C,Saccharomyceta,Saccharomyceta
YDR207C,YJL102W,Saccharomyceta,Dikarya
YDR207C,YJL103C,Saccharomyceta,Saccharomycetaceae
YDR207C,YJL106W,Saccharomyceta,> Eukaryota
YDR207C,YJL152W,Saccharomyceta,Saccharomyces
YDR207C,YJL153C,Saccharomyceta,Saccharomyceta
YDR207C,YJR044C,Saccharomyceta,Eukaryota
YDR207C,YJR052W,Saccharomyceta,Ascomycota
YDR207C,YJR073C,Saccharomyceta,> Eukaryota
YDR207C,YJR094C,Saccharomyceta,Ascomycota
YDR207C,YJR095W,Saccharomyceta,Eukaryota
YDR207C,YJR119C,Saccharomyceta,Eukaryota
YDR207C,YJR120W,Saccharomyceta,Saccharomyces
YDR207C,YKL078W,Saccharomyceta,Ascomycota
YDR207C,YKR009C,Saccharomyceta,Opisthokonta
YDR207C,YLL019C,Saccharomyceta,Ascomycota
YDR207C,YLL020C,Saccharomyceta,Saccharomyces
YDR207C,YLL029W,Saccharomyceta,Eukaryota
YDR207C,YLL030C,Saccharomyceta,Saccharomyces
YDR207C,YLL037W,Saccharomyceta,Saccharomyces
YDR207C,YLL039C,Saccharomyceta,Ascomycota
YDR207C,YLL044W,Saccharomyceta,Saccharomyces
YDR207C,YLL046C,Saccharomyceta,Saccharomyces
YDR207C,YLR012C,Saccharomyceta,Dikarya
YDR207C,YLR013W,Saccharomyceta,Saccharomyces
YDR207C,YLR051C,Saccharomyceta,Ascomycota
YDR207C,YLR052W,Saccharomyceta,Ascomycota
YDR207C,YLR095C,Saccharomyceta,Fungi
YDR207C,YLR096W,Saccharomyceta,Opisthokonta
YDR207C,YLR112W,Saccharomyceta,Saccharomyces
YDR207C,YLR114C,Saccharomyceta,Fungi
YDR207C,YLR115W,Saccharomyceta,Eukaryota
YDR207C,YLR259C,Saccharomyceta,Eukaryota
YDR207C,YLR260W,Saccharomyceta,Eukaryota
YDR207C,YLR263W,Saccharomyceta,Dikarya
YDR207C,YLR286C,Saccharomyceta,Ascomycota
YDR207C,YLR297W,Saccharomyceta,Saccharomyces
YDR207C,YLR314C,Saccharomyceta,Opisthokonta
YDR207C,YLR315W,Saccharomyceta,Opisthokonta
YDR207C,YLR317W,Saccharomyceta,Saccharomyces
YDR207C,YLR329W,Saccharomyceta,Eukaryota
YDR207C,YLR437C,Saccharomyceta,Ascomycota
YDR207C,YLR438W,Saccharomyceta,Eukaryota
YDR207C,YML042W,Saccharomyceta,Opisthokonta
YDR207C,YML043C,Saccharomyceta,Ascomycota
YDR207C,YML054C,Saccharomyceta,Saccharomyceta
YDR207C,YML121W,Saccharomyceta,Eukaryota
YDR207C,YML122C,Saccharomyceta,Saccharomyces
YDR207C,YMR039C,Saccharomyceta,Saccharomyceta
YDR207C,YMR040W,Saccharomyceta,Eukaryota
YDR207C,YMR069W,Saccharomyceta,Ascomycota
YDR207C,YMR076C,Saccharomyceta,Saccharomycetaceae
YDR207C,YMR101C,Saccharomyceta,> Eukaryota
YDR207C,YMR108W,Saccharomyceta,Fungi
YDR207C,YMR133W,Saccharomyceta,Ascomycota
YDR207C,YMR186W,Saccharomyceta,Dikarya
YDR207C,YMR195W,Saccharomyceta,Saccharomyces
YDR207C,YMR280C,Saccharomyceta,Ascomycota
YDR207C,YMR281W,Saccharomyceta,Ascomycota
YDR207C,YMR290C,Saccharomyceta,> Eukaryota
YDR207C,YMR291W,Saccharomyceta,> Eukaryota
YDR207C,YMR296C,Saccharomyceta,Eukaryota
YDR207C,YMR297W,Saccharomyceta,Fungi
YDR207C,YNL149C,Saccharomyceta,Saccharomyceta
YDR207C,YNL186W,Saccharomyceta,Dikarya
YDR207C,YNL191W,Saccharomyceta,Fungi
YDR207C,YNL210W,Saccharomyceta,Saccharomycetaceae
YDR207C,YOL006C,Saccharomyceta,Dikarya
YDR207C,YOL052CA,Saccharomyceta,
YDR207C,YOL092W,Saccharomyceta,Saccharomyceta
YDR207C,YOL100W,Saccharomyceta,Dikarya
YDR207C,YOL101C,Saccharomyceta,Dikarya
YDR207C,YOL103WA,Saccharomyceta,
YDR207C,YOL103WB,Saccharomyceta,
YDR207C,YOL104C,Saccharomyceta,Saccharomyceta
YDR207C,YOL123W,Saccharomyceta,Fungi
YDR207C,YOL124C,Saccharomyceta,Saccharomycetaceae
YDR207C,YOL131W,Saccharomyceta,Saccharomyces
YDR207C,YOR078W,Saccharomyceta,Saccharomyces
YDR207C,YOR100C,Saccharomyceta,Dikarya
YDR207C,YOR101W,Saccharomyceta,Fungi
YDR207C,YOR290C,Saccharomyceta,Eukaryota
YDR207C,YOR291W,Saccharomyceta,Eukaryota
YDR207C,YOR338W,Saccharomyceta,Ascomycota
YDR207C,YOR351C,Saccharomyceta,Saccharomycetaceae
YDR207C,YOR354C,Saccharomyceta,Saccharomycetaceae
YDR207C,YOR386W,Saccharomyceta,Saccharomycetaceae
YDR207C,YPL016W,Saccharomyceta,Saccharomyces
YDR207C,YPL017C,Saccharomyceta,Saccharomyces
YDR207C,YPL034W,Saccharomyceta,Ascomycota
YDR207C,YPL111W,Saccharomyceta,Saccharomycetaceae
YDR207C,YPL153C,Saccharomyceta,Dikarya
YDR207C,YPL160W,Saccharomyceta,Eukaryota
YDR207C,YPL161C,Saccharomyceta,Eukaryota
YDR207C,YPL200W,Saccharomyceta,Saccharomyces
YDR207C,YPL201C,Saccharomyceta,Saccharomycetaceae
YDR207C,YPL240C,Saccharomyceta,Dikarya
YDR207C,YPR006C,Saccharomyceta,Saccharomycetaceae
YDR207C,YPR029C,Saccharomyceta,> Eukaryota
YDR207C,YPR030W,Saccharomyceta,Saccharomyceta
YDR207C,YPR151C,Saccharomyceta,Ascomycota
YDR207C,YPR163C,Saccharomyceta,Saccharomyceta
YDR207C,YPR164W,Saccharomyceta,Saccharomyceta
YDR213W,YBR109C,Saccharomyceta,Fungi
YDR213W,YBR110W,Saccharomyceta,Fungi
YDR213W,YBR159W,Saccharomyceta,Saccharomyceta
YDR213W,YCL002C,Saccharomyceta,Fungi
YDR213W,YCL006C,Saccharomyceta,
YDR213W,YCL007C,Saccharomyceta,Saccharomyces
YDR213W,YCL008C,Saccharomyceta,Fungi
YDR213W,YCL009C,Saccharomyceta,Fungi
YDR213W,YCL010C,Saccharomyceta,Fungi
YDR213W,YCR002C,Saccharomyceta,Dikarya
YDR213W,YCR004C,Saccharomyceta,Fungi
YDR213W,YCR005C,Saccharomyceta,Dikarya
YDR213W,YCR006C,Saccharomyceta,Saccharomyces
YDR213W,YCR008W,Saccharomyceta,Saccharomycetaceae
YDR213W,YCR012W,Saccharomyceta,Eukaryota
YDR213W,YDL092W,Saccharomyceta,Fungi
YDR213W,YDL094C,Saccharomyceta,Saccharomyces
YDR213W,YDR179C,Saccharomyceta,Ascomycota
YDR213W,YDR179WA,Saccharomyceta,
YDR213W,YDR210WD,Saccharomyceta,
YDR213W,YDR282C,Saccharomyceta,Saccharomyceta
YDR213W,YDR372C,Saccharomyceta,Dikarya
YDR213W,YDR373W,Saccharomyceta,Eukaryota
YDR213W,YER138C,Saccharomyceta,
YDR213W,YFR007W,Saccharomyceta,Saccharomyceta
YDR213W,YHR171W,Saccharomyceta,> Eukaryota
YDR213W,YIL014W,Saccharomyceta,Saccharomycetaceae
YDR213W,YJR088C,Saccharomyceta,Eukaryota
YDR213W,YJR089W,Saccharomyceta,Eukaryota
YDR213W,YJR100C,Saccharomyceta,Eukaryota
YDR213W,YLR097C,Saccharomyceta,Opisthokonta
YDR213W,YMR202W,Saccharomyceta,Dikarya
YDR213W,YNL284C,Saccharomyceta,Fungi
YDR213W,YNR054C,Saccharomyceta,> Eukaryota
YDR213W,YOR115C,Saccharomyceta,Fungi
YDR213W,YOR365C,Saccharomyceta,Saccharomyces
YDR213W,YOR367W,Saccharomyceta,Saccharomyces
YDR213W,YPL113C,Saccharomyceta,Saccharomycetaceae
YDR216W,YAL022C,Saccharomyceta,Ascomycota
YDR216W,YAL054C,Saccharomyceta,Fungi
YDR216W,YAR050W,Saccharomyceta,Saccharomycetaceae
YDR216W,YBR223C,Saccharomyceta,Ascomycota
YDR216W,YBR226C,Saccharomyceta,Saccharomyces
YDR216W,YBR227C,Saccharomyceta,Ascomycota
YDR216W,YBR228W,Saccharomyceta,Ascomycota
YDR216W,YBR256C,Saccharomyceta,Ascomycota
YDR216W,YBR257W,Saccharomyceta,Ascomycota
YDR216W,YDL017W,Saccharomyceta,Eukaryota
YDR216W,YDL018C,Saccharomyceta,Opisthokonta
YDR216W,YDL073W,Saccharomyceta,Ascomycota
YDR216W,YDL074C,Saccharomyceta,Ascomycota
YDR216W,YDL091C,Saccharomyceta,Ascomycota
YDR216W,YDL117W,Saccharomyceta,Fungi
YDR216W,YDL119C,Saccharomyceta,Fungi
YDR216W,YDL159W,Saccharomyceta,Fungi
YDR216W,YDL159WA,Saccharomyceta,
YDR216W,YDL160C,Saccharomyceta,> Eukaryota
YDR216W,YDL240W,Saccharomyceta,Saccharomyces
YDR216W,YDR028C,Saccharomyceta,Fungi
YDR216W,YDR071C,Saccharomyceta,Dikarya
YDR216W,YDR084C,Saccharomyceta,Saccharomyceta
YDR216W,YDR210WD,Saccharomyceta,
YDR216W,YDR256C,Saccharomyceta,Ascomycota
YDR216W,YER133W,Saccharomyceta,Ascomycota
YDR216W,YFR007W,Saccharomyceta,Saccharomyceta
YDR216W,YFR044C,Saccharomyceta,Ascomycota
YDR216W,YFR045W,Saccharomyceta,Ascomycota
YDR216W,YGR098C,Saccharomyceta,Fungi
YDR216W,YGR099W,Saccharomyceta,Fungi
YDR216W,YHL032C,Saccharomyceta,Ascomycota
YDR216W,YHR028C,Saccharomyceta,Ascomycota
YDR216W,YHR155W,Saccharomyceta,Ascomycota
YDR216W,YIL146C,Saccharomyceta,Eukaryota
YDR216W,YIL160C,Saccharomyceta,Saccharomyces
YDR216W,YJL023C,Saccharomyceta,Ascomycota
YDR216W,YJL203W,Saccharomyceta,Eukaryota
YDR216W,YJL204C,Saccharomyceta,Eukaryota
YDR216W,YJR140C,Saccharomyceta,Ascomycota
YDR216W,YJR141W,Saccharomyceta,Ascomycota
YDR216W,YKL015W,Saccharomyceta,> Eukaryota
YDR216W,YKL016C,Saccharomyceta,> Eukaryota
YDR216W,YKL071W,Saccharomyceta,Fungi
YDR216W,YKL197C,Saccharomyceta,Eukaryota
YDR216W,YKR009C,Saccharomyceta,Opisthokonta
YDR216W,YLR064W,Saccharomyceta,> Eukaryota
YDR216W,YLR121C,Saccharomyceta,Saccharomyceta
YDR216W,YLR125W,Saccharomyceta,Saccharomyces
YDR216W,YLR330W,Saccharomyceta,Eukaryota
YDR216W,YLR365W,Saccharomyceta,Saccharomyces
YDR216W,YLR366W,Saccharomyceta,Saccharomyces
YDR216W,YLR367W,Saccharomyceta,Ascomycota
YDR216W,YMR303C,Saccharomyceta,Dikarya
YDR216W,YNL100W,Saccharomyceta,Saccharomycetaceae
YDR216W,YNL122C,Saccharomyceta,Ascomycota
YDR216W,YNR006W,Saccharomyceta,Eukaryota
YDR216W,YOL086C,Saccharomyceta,Dikarya
YDR216W,YOL164WA,Saccharomyceta,
YDR216W,YOL165C,Saccharomyceta,Saccharomyces
YDR216W,YOR056C,Saccharomyceta,Ascomycota
YDR216W,YOR057W,Saccharomyceta,Ascomycota
YDR216W,YOR368W,Saccharomyceta,Saccharomyces
YDR216W,YPL147W,Saccharomyceta,Eukaryota
YDR216W,YPL148C,Saccharomyceta,Eukaryota
YDR216W,YPR118W,Saccharomyceta,Ascomycota
YDR253C,YAL012W,Saccharomyceta,Ascomycota
YDR253C,YAL016W,Saccharomyceta,Fungi
YDR253C,YAL034WA,Saccharomyceta,
YDR253C,YAL035W,Saccharomyceta,> Eukaryota
YDR253C,YAL036C,Saccharomyceta,> Eukaryota
YDR253C,YBL087C,Saccharomyceta,Ascomycota
YDR253C,YBR019C,Saccharomyceta,Saccharomycetaceae
YDR253C,YBR020W,Saccharomyceta,Fungi
YDR253C,YBR048W,Saccharomyceta,Ascomycota
YDR253C,YBR127C,Saccharomyceta,Ascomycota
YDR253C,YBR213W,Saccharomyceta,Fungi
YDR253C,YBR214W,Saccharomyceta,Fungi
YDR253C,YCR081W,Saccharomyceta,Ascomycota
YDR253C,YCR086W,Saccharomyceta,Saccharomyceta
YDR253C,YCR087W,Saccharomyceta,Saccharomyces
YDR253C,YDL058W,Saccharomyceta,> Eukaryota
YDR253C,YDL059C,Saccharomyceta,> Eukaryota
YDR253C,YDR077W,Saccharomyceta,Saccharomyceta
YDR253C,YDR207C,Saccharomyceta,Saccharomyceta
YDR253C,YDR208W,Saccharomyceta,Saccharomyceta
YDR253C,YDR256C,Saccharomyceta,Ascomycota
YDR253C,YDR544C,Saccharomyceta,Saccharomyces
YDR253C,YDR545W,Saccharomyceta,Saccharomycetaceae
YDR253C,YEL072W,Saccharomyceta,Saccharomyces
YDR253C,YER007CA,Saccharomyceta,
YDR253C,YER015W,Saccharomyceta,Saccharomyceta
YDR253C,YER049W,Saccharomyceta,Fungi
YDR253C,YER091C,Saccharomyceta,Dikarya
YDR253C,YER092W,Saccharomyceta,Dikarya
YDR253C,YER134C,Saccharomyceta,Ascomycota
YDR253C,YER189W,Saccharomyceta,Saccharomyces
YDR253C,YER190W,Saccharomyceta,Saccharomycetaceae
YDR253C,YFR030W,Saccharomyceta,Ascomycota
YDR253C,YGL143C,Saccharomyceta,Ascomycota
YDR253C,YGL184C,Saccharomyceta,Saccharomyces
YDR253C,YGL201C,Saccharomyceta,> Eukaryota
YDR253C,YGL235W,Saccharomyceta,Saccharomyces
YDR253C,YGL237C,Saccharomyceta,> Eukaryota
YDR253C,YGL254W,Saccharomyceta,Saccharomycetaceae
YDR253C,YGL255W,Saccharomyceta,Saccharomyces
YDR253C,YGR055W,Saccharomyceta,Ascomycota
YDR253C,YGR188C,Saccharomyceta,Fungi
YDR253C,YGR204W,Saccharomyceta,Ascomycota
YDR253C,YGR206W,Saccharomyceta,Ascomycota
YDR253C,YHR117W,Saccharomyceta,Saccharomyces
YDR253C,YIL014W,Saccharomyceta,Saccharomycetaceae
YDR253C,YIR017C,Saccharomyceta,Opisthokonta
YDR253C,YJL060W,Saccharomyceta,Fungi
YDR253C,YJL148W,Saccharomyceta,Saccharomycetaceae
YDR253C,YJR010W,Saccharomyceta,Fungi
YDR253C,YJR137C,Saccharomyceta,Ascomycota
YDR253C,YJR138W,Saccharomyceta,Ascomycota
YDR253C,YKL001C,Saccharomyceta,Ascomycota
YDR253C,YLL006W,Saccharomyceta,> Eukaryota
YDR253C,YLL007C,Saccharomyceta,> Eukaryota
YDR253C,YLR089C,Saccharomyceta,Ascomycota
YDR253C,YLR090W,Saccharomyceta,Saccharomycetaceae
YDR253C,YLR092W,Saccharomyceta,Fungi
YDR253C,YLR174W,Saccharomyceta,Ascomycota
YDR253C,YLR179C,Saccharomyceta,Ascomycota
YDR253C,YLR180W,Saccharomyceta,Ascomycota
YDR253C,YLR301W,Saccharomyceta,Ascomycota
YDR253C,YLR303W,Saccharomyceta,Ascomycota
YDR253C,YLR373C,Saccharomyceta,Saccharomycetaceae
YDR253C,YLR375W,Saccharomyceta,Saccharomyceta
YDR253C,YLR428C,Saccharomyceta,Saccharomyces
YDR253C,YLR430W,Saccharomyceta,Eukaryota
YDR253C,YML072C,Saccharomyceta,Eukaryota
YDR253C,YMR144W,Saccharomyceta,Ascomycota
YDR253C,YNL277W,Saccharomyceta,Ascomycota
YDR253C,YOL064C,Saccharomyceta,> Eukaryota
YDR253C,YOL083W,Saccharomyceta,Saccharomyces
YDR253C,YPR158WA,Saccharomyceta,
YDR253C,YPR158WB,Saccharomyceta,
YDR253C,YPR167C,Saccharomyceta,Dikarya
YDR253C,YPR168W,Saccharomyceta,Dikarya
YDR259C,YAL063C,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YAR050W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YBL029CA,Saccharomycetaceae,
YDR259C,YBL029W,Saccharomycetaceae,Ascomycota
YDR259C,YBL030C,Saccharomycetaceae,Ascomycota
YDR259C,YBL087C,Saccharomycetaceae,Ascomycota
YDR259C,YBL109W,Saccharomycetaceae,Saccharomyces
YDR259C,YBL111C,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YBL112C,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YBL113C,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YBR025C,Saccharomycetaceae,Ascomycota
YDR259C,YCR018CA,Saccharomycetaceae,
YDR259C,YCR019W,Saccharomycetaceae,Eukaryota
YDR259C,YCR021C,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YCR102C,Saccharomycetaceae,Ascomycota
YDR259C,YCR105W,Saccharomycetaceae,Ascomycota
YDR259C,YCR106W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YCR107W,Saccharomycetaceae,Saccharomyces
YDR259C,YDL037C,Saccharomycetaceae,Saccharomyces
YDR259C,YDL114W,Saccharomycetaceae,Fungi
YDR259C,YDL115C,Saccharomycetaceae,Fungi
YDR259C,YDL155W,Saccharomycetaceae,Dikarya
YDR259C,YDL245C,Saccharomycetaceae,Saccharomyces
YDR259C,YDL246C,Saccharomycetaceae,Saccharomyces
YDR259C,YDR040C,Saccharomycetaceae,Saccharomyces
YDR259C,YDR041W,Saccharomycetaceae,Saccharomyces
YDR259C,YDR042C,Saccharomycetaceae,Saccharomyces
YDR259C,YDR077W,Saccharomycetaceae,Saccharomyceta
YDR259C,YDR084C,Saccharomycetaceae,Saccharomyceta
YDR259C,YDR089W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YDR441C,Saccharomycetaceae,Saccharomyces
YDR259C,YDR442W,Saccharomycetaceae,Saccharomyces
YDR259C,YDR543C,Saccharomycetaceae,Saccharomyces
YDR259C,YDR544C,Saccharomycetaceae,Saccharomyces
YDR259C,YDR545W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YEL007W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YEL009C,Saccharomycetaceae,Eukaryota
YDR259C,YEL040W,Saccharomycetaceae,Ascomycota
YDR259C,YEL044W,Saccharomycetaceae,Ascomycota
YDR259C,YEL045C,Saccharomycetaceae,Saccharomyces
YDR259C,YEL046C,Saccharomycetaceae,Ascomycota
YDR259C,YEL047C,Saccharomycetaceae,Ascomycota
YDR259C,YEL070W,Saccharomycetaceae,Saccharomyces
YDR259C,YER045C,Saccharomycetaceae,Saccharomyceta
YDR259C,YER046W,Saccharomycetaceae,Saccharomyceta
YDR259C,YER158C,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YFL004W,Saccharomycetaceae,Eukaryota
YDR259C,YGL001C,Saccharomycetaceae,Ascomycota
YDR259C,YGL157W,Saccharomycetaceae,Saccharomyceta
YDR259C,YGR146C,Saccharomycetaceae,Ascomycota
YDR259C,YGR175C,Saccharomycetaceae,> Eukaryota
YDR259C,YGR176W,Saccharomycetaceae,Saccharomyces
YDR259C,YGR233C,Saccharomycetaceae,Eukaryota
YDR259C,YGR238C,Saccharomycetaceae,Fungi
YDR259C,YGR249W,Saccharomycetaceae,Saccharomyces
YDR259C,YHL034C,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YHR047C,Saccharomycetaceae,Ascomycota
YDR259C,YHR048W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YHR091C,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YHR092C,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YHR093W,Saccharomycetaceae,Saccharomyces
YDR259C,YHR179W,Saccharomycetaceae,Saccharomyceta
YDR259C,YIL030C,Saccharomycetaceae,Saccharomyceta
YDR259C,YIL099W,Saccharomycetaceae,Saccharomyces
YDR259C,YIL101C,Saccharomycetaceae,Saccharomyces
YDR259C,YIL118W,Saccharomycetaceae,Ascomycota
YDR259C,YIL119C,Saccharomycetaceae,Saccharomyceta
YDR259C,YIL122W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YIL170W,Saccharomycetaceae,
YDR259C,YIL171W,Saccharomycetaceae,
YDR259C,YIL172C,Saccharomycetaceae,Saccharomyces
YDR259C,YIR013C,Saccharomycetaceae,Saccharomyces
YDR259C,YIR014W,Saccharomycetaceae,Opisthokonta
YDR259C,YIR018CA,Saccharomycetaceae,
YDR259C,YIR019C,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YIR020C,Saccharomycetaceae,Saccharomyces
YDR259C,YIR020WB,Saccharomycetaceae,
YDR259C,YIR021W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YIR021WA,Saccharomycetaceae,
YDR259C,YIR022W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YIR023W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YIR035C,Saccharomycetaceae,Eukaryota
YDR259C,YIR038C,Saccharomycetaceae,Fungi
YDR259C,YJL030W,Saccharomycetaceae,> Eukaryota
YDR259C,YJL031C,Saccharomycetaceae,> Eukaryota
YDR259C,YJL148W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YJL171C,Saccharomycetaceae,Ascomycota
YDR259C,YJL214W,Saccharomycetaceae,Saccharomyces
YDR259C,YJL216C,Saccharomycetaceae,Saccharomyces
YDR259C,YJL217W,Saccharomycetaceae,Saccharomyces
YDR259C,YJL218W,Saccharomycetaceae,Saccharomyces
YDR259C,YJL219W,Saccharomycetaceae,Saccharomyceta
YDR259C,YJL221C,Saccharomycetaceae,Eukaryota
YDR259C,YJR011C,Saccharomycetaceae,Fungi
YDR259C,YJR094C,Saccharomycetaceae,Ascomycota
YDR259C,YJR094WA,Saccharomycetaceae,
YDR259C,YJR095W,Saccharomycetaceae,Eukaryota
YDR259C,YJR145C,Saccharomycetaceae,Ascomycota
YDR259C,YJR146W,Saccharomycetaceae,Saccharomyces
YDR259C,YJR147W,Saccharomycetaceae,Ascomycota
YDR259C,YJR158W,Saccharomycetaceae,Saccharomyces
YDR259C,YJR159W,Saccharomycetaceae,Saccharomyces
YDR259C,YKL043W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YKL044W,Saccharomycetaceae,Saccharomyces
YDR259C,YKL109W,Saccharomycetaceae,Saccharomyces
YDR259C,YKL110C,Saccharomycetaceae,> Eukaryota
YDR259C,YKR102W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YLL052C,Saccharomycetaceae,Ascomycota
YDR259C,YLL053C,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YLL065W,Saccharomycetaceae,Saccharomyces
YDR259C,YLR023C,Saccharomycetaceae,Eukaryota
YDR259C,YLR047C,Saccharomycetaceae,Saccharomyceta
YDR259C,YLR048W,Saccharomycetaceae,Ascomycota
YDR259C,YLR074C,Saccharomycetaceae,Fungi
YDR259C,YLR075W,Saccharomycetaceae,Fungi
YDR259C,YLR081W,Saccharomycetaceae,Saccharomyceta
YDR259C,YLR105C,Saccharomycetaceae,Saccharomyceta
YDR259C,YLR121C,Saccharomycetaceae,Saccharomyceta
YDR259C,YLR125W,Saccharomycetaceae,Saccharomyces
YDR259C,YLR294C,Saccharomycetaceae,Saccharomyces
YDR259C,YLR295C,Saccharomycetaceae,Ascomycota
YDR259C,YLR296W,Saccharomycetaceae,Saccharomyces
YDR259C,YLR297W,Saccharomycetaceae,Saccharomyces
YDR259C,YLR412CA,Saccharomycetaceae,
YDR259C,YLR413W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YLR460C,Saccharomycetaceae,Ascomycota
YDR259C,YLR463C,Saccharomycetaceae,Saccharomyces
YDR259C,YLR465C,Saccharomycetaceae,Saccharomyces
YDR259C,YLR467W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YML115C,Saccharomycetaceae,Saccharomyceta
YDR259C,YML116W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YML131W,Saccharomycetaceae,Saccharomyces
YDR259C,YMR013WA,Saccharomycetaceae,
YDR259C,YMR014W,Saccharomycetaceae,Saccharomyceta
YDR259C,YMR016C,Saccharomycetaceae,Fungi
YDR259C,YMR017W,Saccharomycetaceae,Saccharomyces
YDR259C,YMR103C,Saccharomycetaceae,Saccharomyces
YDR259C,YMR135C,Saccharomycetaceae,Ascomycota
YDR259C,YMR136W,Saccharomycetaceae,Ascomycota
YDR259C,YMR150C,Saccharomycetaceae,Ascomycota
YDR259C,YMR151W,Saccharomycetaceae,Saccharomyces
YDR259C,YMR152W,Saccharomycetaceae,Ascomycota
YDR259C,YMR172CA,Saccharomycetaceae,
YDR259C,YMR173W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YMR173WA,Saccharomycetaceae,
YDR259C,YMR177W,Saccharomycetaceae,Fungi
YDR259C,YMR193W,Saccharomycetaceae,Dikarya
YDR259C,YMR239C,Saccharomycetaceae,Ascomycota
YDR259C,YMR258C,Saccharomycetaceae,Fungi
YDR259C,YMR315W,Saccharomycetaceae,Fungi
YDR259C,YMR319C,Saccharomycetaceae,Ascomycota
YDR259C,YMR320W,Saccharomycetaceae,Saccharomyces
YDR259C,YNL066W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YNL070W,Saccharomycetaceae,Eukaryota
YDR259C,YNL087W,Saccharomycetaceae,Eukaryota
YDR259C,YNL134C,Saccharomycetaceae,Ascomycota
YDR259C,YNL145W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YNL146CA,Saccharomycetaceae,
YDR259C,YNL178W,Saccharomycetaceae,Saccharomyceta
YDR259C,YNL180C,Saccharomycetaceae,Saccharomyceta
YDR259C,YNL241C,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YNL288W,Saccharomycetaceae,Fungi
YDR259C,YNL337W,Saccharomycetaceae,Saccharomyces
YDR259C,YNL338W,Saccharomycetaceae,Saccharomyces
YDR259C,YNL339C,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YNR060W,Saccharomycetaceae,Saccharomyces
YDR259C,YNR067C,Saccharomycetaceae,Saccharomyces
YDR259C,YOL121C,Saccharomycetaceae,Ascomycota
YDR259C,YOL151W,Saccharomycetaceae,Saccharomyceta
YDR259C,YOL156W,Saccharomycetaceae,Saccharomyceta
YDR259C,YOL157C,Saccharomycetaceae,Saccharomyces
YDR259C,YOL158C,Saccharomycetaceae,Saccharomyces
YDR259C,YOL159C,Saccharomycetaceae,Saccharomyces
YDR259C,YOR028C,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YOR029W,Saccharomycetaceae,Saccharomyces
YDR259C,YOR030W,Saccharomycetaceae,Saccharomycetaceae
YDR259C,YOR047C,Saccharomycetaceae,Saccharomyceta
YDR259C,YOR049C,Saccharomycetaceae,Ascomycota
YDR259C,YOR050C,Saccharomycetaceae,Saccharomyces
YDR259C,YOR178C,Saccharomycetaceae,Saccharomycetaceae
