Tf,Tg,Tf_age,Tg_age
YNL216W,YJL178C,Saccharomycetaceae,Saccharomycetaceae
YNL216W,YJL189W,Saccharomycetaceae,Ascomycota
YNL216W,YJL190C,Saccharomycetaceae,Ascomycota
YNL216W,YJL191W,Saccharomycetaceae,Saccharomyceta
YNL216W,YJL192C,Saccharomycetaceae,Opisthokonta
YNL216W,YJR058C,Saccharomycetaceae,> Eukaryota
YNL216W,YJR059W,Saccharomycetaceae,Opisthokonta
YNL216W,YJR073C,Saccharomycetaceae,> Eukaryota
YNL216W,YKL006CA,Saccharomycetaceae,
YNL216W,YKL006W,Saccharomycetaceae,> Eukaryota
YNL216W,YKL062W,Saccharomycetaceae,Saccharomyceta
YNL216W,YKL063C,Saccharomycetaceae,Fungi
YNL216W,YKL180W,Saccharomycetaceae,Ascomycota
YNL216W,YKL182W,Saccharomycetaceae,Saccharomycetaceae
YNL216W,YLL037W,Saccharomycetaceae,Saccharomyces
YNL216W,YLL039C,Saccharomycetaceae,Ascomycota
YNL216W,YLR044C,Saccharomycetaceae,Ascomycota
YNL216W,YLR047C,Saccharomycetaceae,Saccharomyceta
YNL216W,YLR048W,Saccharomycetaceae,Ascomycota
YNL216W,YLR287CA,Saccharomycetaceae,
YNL216W,YLR333C,Saccharomycetaceae,Dikarya
YNL216W,YLR344W,Saccharomycetaceae,Ascomycota
YNL216W,YLR387C,Saccharomycetaceae,Dikarya
YNL216W,YLR388W,Saccharomycetaceae,Eukaryota
YNL216W,YLR399C,Saccharomycetaceae,Eukaryota
YNL216W,YLR400W,Saccharomycetaceae,Saccharomyces
YNL216W,YLR442C,Saccharomycetaceae,Saccharomycetaceae
YNL216W,YLR447C,Saccharomycetaceae,Saccharomycetaceae
YNL216W,YLR448W,Saccharomycetaceae,Ascomycota
YNL216W,YLR463C,Saccharomycetaceae,Saccharomyces
YNL216W,YLR465C,Saccharomycetaceae,Saccharomyces
YNL216W,YLR467W,Saccharomycetaceae,Saccharomycetaceae
YNL216W,YML024W,Saccharomycetaceae,Ascomycota
YNL216W,YML025C,Saccharomycetaceae,Dikarya
YNL216W,YML026C,Saccharomycetaceae,Dikarya
YNL216W,YML063W,Saccharomycetaceae,Ascomycota
YNL216W,YML064C,Saccharomycetaceae,Saccharomycetaceae
YNL216W,YML073C,Saccharomycetaceae,Ascomycota
YNL216W,YMR015C,Saccharomycetaceae,Dikarya
YNL216W,YMR142C,Saccharomycetaceae,Ascomycota
YNL216W,YMR143W,Saccharomycetaceae,Ascomycota
YNL216W,YMR242C,Saccharomycetaceae,Saccharomyceta
YNL216W,YMR242WA,Saccharomycetaceae,
YNL216W,YNL069C,Saccharomycetaceae,Ascomycota
YNL216W,YNL096C,Saccharomycetaceae,Ascomycota
YNL216W,YNL142W,Saccharomycetaceae,Saccharomyceta
YNL216W,YNL144C,Saccharomycetaceae,Saccharomyceta
YNL216W,YNL162W,Saccharomycetaceae,Ascomycota
YNL216W,YNL162WA,Saccharomycetaceae,
YNL216W,YNL163C,Saccharomycetaceae,Ascomycota
YNL216W,YNL302C,Saccharomycetaceae,Ascomycota
YNL216W,YNL329C,Saccharomycetaceae,Eukaryota
YNL216W,YNL338W,Saccharomycetaceae,Saccharomyces
YNL216W,YNL339C,Saccharomycetaceae,Saccharomycetaceae
YNL216W,YOL039W,Saccharomycetaceae,Fungi
YNL216W,YOL040C,Saccharomycetaceae,Saccharomyceta
YNL216W,YOL052CA,Saccharomycetaceae,
YNL216W,YOL059W,Saccharomycetaceae,Ascomycota
YNL216W,YOL060C,Saccharomycetaceae,> Eukaryota
YNL216W,YOL082W,Saccharomycetaceae,Saccharomyces
YNL216W,YOL086C,Saccharomycetaceae,Dikarya
YNL216W,YOL109W,Saccharomycetaceae,Saccharomyces
YNL216W,YOL127W,Saccharomycetaceae,Saccharomyces
YNL216W,YOL128C,Saccharomycetaceae,Saccharomyces
YNL216W,YOL136C,Saccharomycetaceae,Eukaryota
YNL216W,YOR095C,Saccharomycetaceae,Fungi
YNL216W,YOR096W,Saccharomycetaceae,Ascomycota
YNL216W,YOR179C,Saccharomycetaceae,Saccharomycetaceae
YNL216W,YOR234C,Saccharomycetaceae,Ascomycota
YNL216W,YOR235W,Saccharomycetaceae,Saccharomyces
YNL216W,YOR292C,Saccharomycetaceae,Fungi
YNL216W,YOR293W,Saccharomycetaceae,Ascomycota
YNL216W,YOR302W,Saccharomycetaceae,Ascomycota
YNL216W,YOR303W,Saccharomycetaceae,Ascomycota
YNL216W,YOR312C,Saccharomycetaceae,Saccharomyceta
YNL216W,YOR338W,Saccharomycetaceae,Ascomycota
YNL216W,YOR342C,Saccharomycetaceae,Saccharomycetaceae
YNL216W,YOR343C,Saccharomycetaceae,Saccharomyces
YNL216W,YOR343WA,Saccharomycetaceae,
YNL216W,YOR343WB,Saccharomycetaceae,
YNL216W,YOR344C,Saccharomycetaceae,Saccharomycetaceae
YNL216W,YOR365C,Saccharomycetaceae,Saccharomyces
YNL216W,YOR367W,Saccharomycetaceae,Saccharomyces
YNL216W,YPL016W,Saccharomycetaceae,Saccharomyces
YNL216W,YPL017C,Saccharomycetaceae,Saccharomyces
YNL216W,YPL131W,Saccharomycetaceae,Fungi
YNL216W,YPL143W,Saccharomycetaceae,Ascomycota
YNL216W,YPL144W,Saccharomycetaceae,Ascomycota
YNL216W,YPL145C,Saccharomycetaceae,Ascomycota
YNL216W,YPL249CA,Saccharomycetaceae,
YNL216W,YPR029C,Saccharomycetaceae,> Eukaryota
YNL216W,YPR030W,Saccharomycetaceae,Saccharomyceta
YNL216W,YPR080W,Saccharomycetaceae,Ascomycota
YNL216W,YPR102C,Saccharomycetaceae,> Eukaryota
YNL216W,YPR103W,Saccharomycetaceae,> Eukaryota
YNL216W,YPR131C,Saccharomycetaceae,> Eukaryota
YNL216W,YPR132W,Saccharomycetaceae,Ascomycota
YOL028C,YAL012W,Saccharomycetaceae,Ascomycota
YOL028C,YBL027W,Saccharomycetaceae,Ascomycota
YOL028C,YBL028C,Saccharomycetaceae,Ascomycota
YOL028C,YBR008C,Saccharomycetaceae,Saccharomyceta
YOL028C,YBR046C,Saccharomycetaceae,Saccharomyces
YOL028C,YBR047W,Saccharomycetaceae,Saccharomyces
YOL028C,YBR068C,Saccharomycetaceae,Saccharomyceta
YOL028C,YBR174C,Saccharomycetaceae,Saccharomyces
YOL028C,YBR176W,Saccharomycetaceae,> Eukaryota
YOL028C,YBR179C,Saccharomycetaceae,> Eukaryota
YOL028C,YBR180W,Saccharomycetaceae,Saccharomycetaceae
YOL028C,YBR254C,Saccharomycetaceae,Ascomycota
YOL028C,YBR255W,Saccharomycetaceae,Ascomycota
YOL028C,YCR018CA,Saccharomycetaceae,
YOL028C,YCR019W,Saccharomycetaceae,Eukaryota
YOL028C,YCR102C,Saccharomycetaceae,Ascomycota
YOL028C,YDL020C,Saccharomycetaceae,Saccharomyceta
YOL028C,YDL120W,Saccharomycetaceae,Eukaryota
YOL028C,YDL121C,Saccharomycetaceae,Eukaryota
YOL028C,YDL124W,Saccharomycetaceae,Fungi
YOL028C,YDL125C,Saccharomycetaceae,Fungi
YOL028C,YDL204W,Saccharomycetaceae,Ascomycota
YOL028C,YDL205C,Saccharomycetaceae,Opisthokonta
YOL028C,YDL218W,Saccharomycetaceae,Ascomycota
YOL028C,YDL233W,Saccharomycetaceae,Eukaryota
YOL028C,YDL234C,Saccharomycetaceae,Eukaryota
YOL028C,YDL239C,Saccharomycetaceae,Saccharomycetaceae
YOL028C,YDL242W,Saccharomycetaceae,Saccharomyces
YOL028C,YDL243C,Saccharomycetaceae,Saccharomyces
YOL028C,YDR010C,Saccharomycetaceae,Saccharomyces
YOL028C,YDR011W,Saccharomycetaceae,Saccharomyceta
YOL028C,YDR040C,Saccharomycetaceae,Saccharomyces
YOL028C,YDR041W,Saccharomycetaceae,Saccharomyces
YOL028C,YDR042C,Saccharomycetaceae,Saccharomyces
YOL028C,YDR084C,Saccharomycetaceae,Saccharomyceta
YOL028C,YDR132C,Saccharomycetaceae,Ascomycota
YOL028C,YDR135C,Saccharomycetaceae,Saccharomycetaceae
YOL028C,YDR137W,Saccharomycetaceae,Saccharomycetaceae
YOL028C,YDR181C,Saccharomycetaceae,Ascomycota
YOL028C,YDR182W,Saccharomycetaceae,Saccharomyceta
YOL028C,YDR278C,Saccharomycetaceae,Saccharomyces
YOL028C,YDR317W,Saccharomycetaceae,Saccharomycetaceae
YOL028C,YDR341C,Saccharomycetaceae,Ascomycota
YOL028C,YDR361C,Saccharomycetaceae,Opisthokonta
YOL028C,YDR486C,Saccharomycetaceae,Saccharomycetaceae
YOL028C,YDR533C,Saccharomycetaceae,Fungi
YOL028C,YEL050C,Saccharomycetaceae,Fungi
YOL028C,YER089C,Saccharomycetaceae,Saccharomycetaceae
YOL028C,YER090W,Saccharomycetaceae,Dikarya
YOL028C,YER141W,Saccharomycetaceae,Saccharomyceta
YOL028C,YER147C,Saccharomycetaceae,Saccharomyceta
YOL028C,YER148W,Saccharomycetaceae,Saccharomyceta
YOL028C,YER184C,Saccharomycetaceae,Saccharomyces
YOL028C,YER185W,Saccharomycetaceae,Saccharomyces
YOL028C,YFL056C,Saccharomycetaceae,
YOL028C,YFL057C,Saccharomycetaceae,
YOL028C,YFR033C,Saccharomycetaceae,Ascomycota
YOL028C,YGL114W,Saccharomycetaceae,Eukaryota
YOL028C,YGL252C,Saccharomycetaceae,Ascomycota
YOL028C,YGR009C,Saccharomycetaceae,Saccharomycetaceae
YOL028C,YGR010W,Saccharomycetaceae,Eukaryota
YOL028C,YGR011W,Saccharomycetaceae,Saccharomyces
YOL028C,YGR039W,Saccharomycetaceae,Saccharomyces
YOL028C,YGR144W,Saccharomycetaceae,Ascomycota
YOL028C,YGR209C,Saccharomycetaceae,Eukaryota
YOL028C,YGR223C,Saccharomycetaceae,Saccharomycetaceae
YOL028C,YGR224W,Saccharomycetaceae,Saccharomyceta
YOL028C,YGR234W,Saccharomycetaceae,Eukaryota
YOL028C,YHR007C,Saccharomycetaceae,Eukaryota
YOL028C,YHR008C,Saccharomycetaceae,Eukaryota
YOL028C,YHR029C,Saccharomycetaceae,Ascomycota
YOL028C,YHR048W,Saccharomycetaceae,Saccharomycetaceae
YOL028C,YHR049W,Saccharomycetaceae,Eukaryota
YOL028C,YHR053C,Saccharomycetaceae,Saccharomyces
YOL028C,YHR055C,Saccharomycetaceae,Saccharomyces
YOL028C,YHR111W,Saccharomycetaceae,Ascomycota
YOL028C,YHR133C,Saccharomycetaceae,Saccharomycetaceae
YOL028C,YHR134W,Saccharomycetaceae,Saccharomycetaceae
YOL028C,YHR179W,Saccharomycetaceae,Saccharomyceta
YOL028C,YHR191C,Saccharomycetaceae,Dikarya
YOL028C,YHR192W,Saccharomycetaceae,Dikarya
YOL028C,YHR199C,Saccharomycetaceae,Fungi
YOL028C,YHR200W,Saccharomycetaceae,Fungi
YOL028C,YIR005W,Saccharomycetaceae,Fungi
YOL028C,YIR031C,Saccharomycetaceae,Ascomycota
YOL028C,YJL030W,Saccharomycetaceae,> Eukaryota
