TF,Target,Mode,PMID,Tf_age,Tg_age
Snai2,Bbc3,Repression,24998847,Vertebrata,Opisthokonta
Snai2,Bbc3,Unknown,21339993,Vertebrata,Eukaryota
Snai2,Cdh1,Repression,15790452;17655524;18794357;19288218;19448627;21470622,Vertebrata,
Snai2,Cdx2,Repression,17599044,Vertebrata,
Snai2,Col2a1,Repression,12917416,Vertebrata,Opisthokonta
Snai2,Ctnnb1,Repression,15790452,Vertebrata,Vertebrata
Snai2,Dsg2,Repression,15790452,Vertebrata,Eukaryota
Snai2,Lpar2,Repression,17671192,Vertebrata,Eukaryota
Snai2,H19,Activation,24703882,Vertebrata,> Eukaryota
Snai2,Ocln,Repression,15790452,Vertebrata,Eumetazoa
Snai2,Tjp1,Repression,15790452,Vertebrata,Vertebrata
Snd1,E2f1,Activation,25627688,Vertebrata,Vertebrata
Sox10,Aatk,Unknown,22064487,Vertebrata,Amniota
Sox10,Dct,Activation,15250937;16857183,Vertebrata,Opisthokonta
Sox10,Dct,Unknown,14706856,Vertebrata,Vertebrata
Sox10,Dhh,Activation,22514309,Vertebrata,Vertebrata
Sox10,Egr2,Activation,23575864,Vertebrata,Opisthokonta
Sox10,Hes5,Unknown,17006542,Vertebrata,Vertebrata
Sox10,L1cam,Unknown,20696247,Vertebrata,Rodentia
Sox10,Mitf,Activation,10942418,Vertebrata,Rodentia
Sox10,Mitf,Unknown,10938265,Vertebrata,Eumetazoa
Sox10,Mpz,Activation,10757804;17325040,Vertebrata,Vertebrata
Sox10,Mpz,Unknown,10931919,Vertebrata,Vertebrata
Sox10,Olig2,Unknown,17098222,Vertebrata,Eumetazoa
Sox10,Ret,Activation,20696247;20977903,Vertebrata,Vertebrata
Sox10,Sufu,Unknown,21098272,Vertebrata,Mammalia
Sox10,Tyr,Activation,17516925,Vertebrata,
Sox11,Gdf5,Activation,23356643,Vertebrata,Eukaryota
Sox11,Tank,Activation,23201825,Vertebrata,Vertebrata
Sox11,Wnt4,Unknown,22465478,Eukaryota,Eukaryota
Sox14,Calb2,Unknown,24929424,Eukaryota,Vertebrata
Sox15,Casp3,Unknown,26122848,Eukaryota,Eumetazoa
Sox15,Hrc,Activation,15863505,Eukaryota,Eumetazoa
Sox17,Macc1,Repression,24407731,Eukaryota,Eumetazoa
Sox17,Ccnd1,Repression,21957254,Eukaryota,Vertebrata
Sox17,Ccnd1,Unknown,19479035,Vertebrata,Opisthokonta
Sox17,Cer1,Activation,24585688,Vertebrata,Vertebrata
Sox17,Ctnnb1,Repression,21957254,Vertebrata,Opisthokonta
Sox17,Foxa2,Activation,23033340,Vertebrata,Opisthokonta
Sox17,Foxj1,Activation,16574095,Vertebrata,Vertebrata
Sox17,Lama1,Activation,15220343,Vertebrata,Vertebrata
Sox17,Lef1,Activation,20802155,Vertebrata,Eumetazoa
Sox17,Lef1,Repression,20802155,Vertebrata,Rodentia
Sox17,Mbp,Unknown,16988043,Vertebrata,Vertebrata
Sox17,Nepn,Activation,25209250,Vertebrata,Eumetazoa
Sox17,Sftpc,Repression,16574095,Vertebrata,Vertebrata
Sox18,Oprm1,Activation,11353810,Vertebrata,Eumetazoa
Sox18,Oprm1,Unknown,21198637,Vertebrata,Opisthokonta
Sox18,Prox1,Activation,20360386,Eukaryota,Opisthokonta
Sox2,Atoh1,Activation,22340499,Eukaryota,Opisthokonta
Sox2,Birc5,Activation,23301561,Eukaryota,Vertebrata
Sox2,Ccnd1,Repression,25482558,Opisthokonta,Eumetazoa
Sox2,Cdkn1b,Activation,22855803,Opisthokonta,> Eukaryota
Sox2,Egfr,Activation,19882665,Opisthokonta,> Eukaryota
Sox2,Fgf4,Activation,23939864;7590241,Opisthokonta,Vertebrata
Sox2,Fgf4,Repression,15349837,Opisthokonta,Eumetazoa
Sox2,Fgf4,Unknown,14988001,Opisthokonta,Eumetazoa
Sox2,Gli3,Unknown,21532573,Opisthokonta,Vertebrata
Sox2,Jag1,Unknown,21532573,Opisthokonta,Opisthokonta
Sox2,Lef1,Repression,24487391,Opisthokonta,Vertebrata
Sox2,Lefty1,Activation,16954384,Opisthokonta,Vertebrata
Sox2,Ly6a,Unknown,25210856,Opisthokonta,Vertebrata
Sox2,Mir302a,Unknown,24040406,Opisthokonta,Eukaryota
Sox2,Mycn,Unknown,21532573,Opisthokonta,Muridae
Sox2,Nanog,Repression,22745796,Opisthokonta,Vertebrata
Sox2,Nanog,Unknown,15860457;16541131;20872845;22787153,Opisthokonta,Vertebrata
Sox2,Neurod1,Unknown,22513373,Opisthokonta,Eumetazoa
Sox2,Neurog1,Activation,23447599,Opisthokonta,Vertebrata
Sox2,Neurog1,Unknown,22513373,Opisthokonta,Eumetazoa
Sox2,Nkx2-1,Activation,23444355,Opisthokonta,> Eukaryota
Sox2,Nr2e1,Activation,22194602,Opisthokonta,Vertebrata
Sox2,Pou1f1,Activation,22945632,Opisthokonta,Eumetazoa
Sox2,Pou5f1,Activation,15988017,Opisthokonta,Eumetazoa
Sox2,Pou5f1,Unknown,15557334;18213644,Opisthokonta,Eumetazoa
Sox2,Sema6a,Unknown,17671748,Opisthokonta,Eumetazoa
Sox2,Shh,Unknown,19734891,Opisthokonta,Opisthokonta
Sox2,Six3,Activation,23792023,Opisthokonta,Vertebrata
Sox2,Sox2,Activation,15988017,Opisthokonta,Vertebrata
Sox2,Utf1,Activation,15923625,Opisthokonta,Eumetazoa
Sox2,Utf1,Unknown,10409735,Opisthokonta,Rodentia
Sox2,Xist,Repression,21085182,Opisthokonta,
Sox2,Zscan10,Activation,17344211,Opisthokonta,Vertebrata
Sox2,Zfp819,Unknown,23954693,Opisthokonta,Vertebrata
Sox21,Hes5,Repression,22956844,Opisthokonta,Vertebrata
Sox4,Cald1,Unknown,24046453,Opisthokonta,Eumetazoa
Sox4,Ctnnb1,Activation,22231735,Opisthokonta,Eumetazoa
Sox4,Ezh2,Repression,23764001,Eukaryota,Eumetazoa
Sox4,Mecom,Activation,16204320,Eukaryota,Eumetazoa
Sox4,Spi1,Repression,21878674,Eukaryota,Vertebrata
Sox4,Tcf4,Activation,22231735,Eukaryota,Opisthokonta
Sox5,Catsper1,Unknown,25101494,Eukaryota,Opisthokonta
Sox5,Ifi204,Unknown,18636074,Eukaryota,Opisthokonta
Sox5,Nfkbib,Unknown,12475944,Eukaryota,Eukaryota
Sox5,Pthlh,Activation,19759178,Eukaryota,Vertebrata
Sox5,Sox10,Unknown,18703590,Eukaryota,Opisthokonta
Sox5,Spag6,Unknown,20668334,Eukaryota,Opisthokonta
Sox6,Ccnd1,Repression,17412698,Eukaryota,Mammalia
Sox6,Fgf3,Repression,11504872,Eukaryota,Mammalia
Sox6,Pthlh,Activation,19759178,Eukaryota,
Sox6,Trp53,Activation,21084391,Eukaryota,Vertebrata
Sox7,Fgf3,Activation,15082719,Eukaryota,Muridae
Sox7,Lama1,Activation,15220343,Eukaryota,Opisthokonta
Sox7,Sox4,Activation,22231735,> Eukaryota,Vertebrata
Sox8,Amh,Unknown,12732652,> Eukaryota,Eumetazoa
Sox8,Col1a1,Unknown,15753123,> Eukaryota,Vertebrata
Sox8,Sox10,Activation,22837482,Opisthokonta,Eumetazoa
Sox8,Sox9,Activation,15056615,Opisthokonta,Vertebrata
Sox9,Best1,Activation,20530484,Opisthokonta,Opisthokonta
Sox9,Bmi1,Activation,22246670,Opisthokonta,Vertebrata
Sox9,Catsper1,Unknown,25101494,Eukaryota,Mammalia
Sox9,Cdh1,Repression,25004243,Eukaryota,Opisthokonta
Sox9,Cdkn1a,Activation,19273910;20651055,Eukaryota,Eumetazoa
Sox9,Cdkn1a,Repression,20651055,Eukaryota,Vertebrata
Sox9,Col2a1,Activation,18677406;19828133;9264261,Eukaryota,Opisthokonta
Sox9,Col2a1,Unknown,18390577,Eukaryota,> Eukaryota
Sox9,Ctgf,Repression,20571031,Eukaryota,Eumetazoa
Sox9,Ctnnb1,Repression,15132997,Eukaryota,Eumetazoa
Sox9,Cyp26b1,Activation,21757499,Eukaryota,Opisthokonta
Sox9,Etv2,Activation,22613723,Eukaryota,Eumetazoa
Sox9,Fgf9,Activation,19429785,Eukaryota,Opisthokonta
Sox9,Furin,Activation,17360815,Eukaryota,Eukaryota
Sox9,Lxn,Activation,19059214,Eukaryota,Opisthokonta
Sox9,Matn1,Unknown,23860260,Eukaryota,Vertebrata
Sox9,Mia,Activation,12133909,Eukaryota,Vertebrata
Sox9,Mia,Unknown,10320524,Eukaryota,Eukaryota
Sox9,Neurog3,Activation,21829703,Eukaryota,Eumetazoa
Sox9,Nkx3-2,Unknown,19306868,Eukaryota,Opisthokonta
Sox9,Pax3,Repression,22768305,Eukaryota,Vertebrata
Sox9,Pdx1,Activation,21829703,Eukaryota,Eumetazoa
Sox9,Pdx1,Unknown,20448145,Eukaryota,Vertebrata
Sox9,Phex,Activation,11517178,Eukaryota,Vertebrata
Sox9,Pik3ca,Activation,21367821,Eukaryota,Vertebrata
Sox9,Pthlh,Activation,19759178,Eukaryota,Vertebrata
Sox9,Ret,Activation,21212101,Eukaryota,
Sox9,Sgca,Repression,19729026,Eukaryota,Eumetazoa
Sox9,Slc6a19,Repression,24121511,Eukaryota,Eumetazoa
Sox9,Sox10,Activation,22837482;24924191,Eukaryota,Mammalia
Sox9,Vegfa,Repression,25564625,Eukaryota,Eumetazoa
Sox9,Vnn1,Activation,15590666,Eukaryota,Vertebrata
Sox9,Wwp2,Activation,21170031,Eukaryota,Vertebrata
Sp1,Abca1,Unknown,22711909,Eukaryota,Vertebrata
Sp1,Abcb1a,Unknown,8103518,Eukaryota,Eukaryota
Sp1,Abcc1,Activation,9865734,Vertebrata,Eukaryota
Sp1,Abcc6,Unknown,17214963,Vertebrata,Eumetazoa
Sp1,Acaca,Activation,8576128,Vertebrata,Vertebrata
Sp1,Acsbg1,Activation,16125341,Vertebrata,Vertebrata
Sp1,Acsl4,Unknown,23376217,Vertebrata,Vertebrata
Sp1,Acss1,Activation,14960588,Vertebrata,Vertebrata
Sp1,Acta2,Activation,12110667,Vertebrata,Eumetazoa
Sp1,Adcy4,Unknown,18388192,Vertebrata,Eumetazoa
Sp1,Adcyap1r1,Activation,24045949,Vertebrata,Eumetazoa
Sp1,Agt,Unknown,12032593,Vertebrata,Rodentia
Sp1,Ahr,Activation,20478378;9778040,Vertebrata,Vertebrata
Sp1,Ahr,Unknown,8806768,Vertebrata,Vertebrata
Sp1,Aldh3a1,Unknown,10591537,Vertebrata,Vertebrata
Sp1,Alox5,Unknown,23720274,Vertebrata,Vertebrata
Sp1,Alox8,Unknown,14711820,Vertebrata,Vertebrata
Sp1,Aplp1,Unknown,8786110,Vertebrata,Vertebrata
Sp1,Apoe,Unknown,18467438,Vertebrata,Amniota
Sp1,App,Activation,14715929,Vertebrata,Vertebrata
Sp1,Ar,Unknown,22347450,Vertebrata,> Eukaryota
Sp1,Arntl,Activation,24030830,Vertebrata,Vertebrata
Sp1,Asah1,Unknown,16500425,Vertebrata,Vertebrata
Sp1,Ascl2,Activation,23071113,Vertebrata,Vertebrata
Sp1,Atp12a,Unknown,19420113,Vertebrata,Vertebrata
Sp1,Atxn3,Unknown,15233999,Vertebrata,Eukaryota
Sp1,Bace1,Activation,14701757,Vertebrata,Rodentia
Sp1,Bach1,Unknown,11530014,Vertebrata,Eumetazoa
Sp1,Bfsp1,Activation,9651486,Vertebrata,Vertebrata
Sp1,Bglap,Unknown,21820092,Vertebrata,Vertebrata
Sp1,Bglap2,Activation,21820092,Vertebrata,Opisthokonta
Sp1,Bhlhe40,Unknown,12657651,Vertebrata,Opisthokonta
Sp1,Bmp2,Unknown,17317039,Vertebrata,Vertebrata
Sp1,Bmp4,Unknown,21411747,Vertebrata,Vertebrata
Sp1,Bmp7,Unknown,20375015,Vertebrata,Opisthokonta
Sp1,Bsg,Activation,11814679;22678117,Vertebrata,Eumetazoa
Sp1,Bsx,Unknown,17944879,Vertebrata,Vertebrata
Sp1,Btk,Activation,8934542,Vertebrata,Vertebrata
Sp1,Cadm1,Activation,21672091,Vertebrata,Opisthokonta
Sp1,Ccl2,Activation,10636866;12682245,Vertebrata,Eumetazoa
Sp1,Ccl2,Unknown,9042660,Vertebrata,Opisthokonta
Sp1,Ccna1,Activation,23112860,Vertebrata,Vertebrata
Sp1,Ccnd1,Activation,10611246,Vertebrata,> Eukaryota
Sp1,Ccnd1,Unknown,19850937,Vertebrata,Eukaryota
Sp1,Ccnd2,Activation,9339900,Vertebrata,Vertebrata
Sp1,Ccnd3,Activation,10361118,Vertebrata,Vertebrata
Sp1,Ccnd3,Unknown,8661116,Vertebrata,Eumetazoa
Sp1,Cd14,Unknown,9125541,Vertebrata,Vertebrata
Sp1,Cd1d2,Activation,22419072,Vertebrata,Vertebrata
Sp1,Cd55,Unknown,16951346,Vertebrata,Opisthokonta
Sp1,Cd79a,Unknown,11000405,Vertebrata,Opisthokonta
Sp1,Cdh5,Activation,21464949,Vertebrata,Vertebrata
Sp1,Cdk5r1,Unknown,11724806,Vertebrata,Vertebrata
Sp1,Cdk5r2,Unknown,19437621,Vertebrata,Opisthokonta
Sp1,Cdk6,Unknown,20570586,Vertebrata,Vertebrata
Sp1,Cdkn1a,Activation,8995437,Vertebrata,Vertebrata
Sp1,Cdkn1a,Unknown,17090534;18381445;23066038;23329847,Vertebrata,Eumetazoa
Sp1,Cdkn1c,Activation,18513743,Vertebrata,Mammalia
Sp1,Cdkn2c,Activation,22504641,Vertebrata,Mammalia
Sp1,Cdkn2d,Unknown,15107822,Vertebrata,> Eukaryota
Sp1,Cebpa,Repression,10373535,Vertebrata,> Eukaryota
Sp1,Cebpd,Unknown,17273900;20506344,Vertebrata,> Eukaryota
Sp1,Cend1,Activation,16181419,Vertebrata,Eukaryota
Sp1,Ces1d,Activation,11337511,Vertebrata,Eukaryota
Sp1,Ces2c,Unknown,15283701,Vertebrata,Eukaryota
Sp1,Cirbp,Activation,23046908,Vertebrata,Vertebrata
Sp1,Cldn19,Activation,15589828,Vertebrata,Vertebrata
Sp1,Col1a1,Unknown,9870870,Vertebrata,Vertebrata
Sp1,Col1a2,Activation,9143363,Vertebrata,Vertebrata
Sp1,Col2a1,Activation,11447232,Vertebrata,Vertebrata
Sp1,Col5a1,Activation,20888414,Vertebrata,Eumetazoa
Sp1,Cops5,Activation,18593980,Vertebrata,Opisthokonta
Sp1,Cox17,Activation,11997103,Vertebrata,Vertebrata
Sp1,Cox4i1,Repression,1331086,Vertebrata,Vertebrata
Sp1,Csf1,Activation,8407965,Vertebrata,Vertebrata
Sp1,Csf1r,Activation,9506963,Vertebrata,Rodentia
Sp1,Csf2,Activation,11418664,Vertebrata,> Eukaryota
Sp1,Csrp2,Activation,9553112,Vertebrata,Eukaryota
Sp1,Ctse,Activation,22134960,Vertebrata,Vertebrata
Sp1,Cxadr,Unknown,24478392,Vertebrata,Muridae
Sp1,Cyp11a1,Activation,10459866;9013760,Vertebrata,Mammalia
Sp1,Cyp11a1,Unknown,20371701,Vertebrata,Eukaryota
Sp1,Dck,Unknown,15548386,Vertebrata,Mammalia
Sp1,Dmd,Activation,15550398;19943855,Vertebrata,Vertebrata
Sp1,Dnm1,Unknown,11809758,Vertebrata,Eumetazoa
Sp1,Dnmt1,Activation,12071960,Vertebrata,Vertebrata
Sp1,Dnmt1,Unknown,23457487,Vertebrata,Opisthokonta
Sp1,Ecm1,Activation,9931498,Vertebrata,Vertebrata
Sp1,Egfr,Unknown,18007664,Vertebrata,Vertebrata
Sp1,Egr1,Activation,8349585,Vertebrata,Eukaryota
Sp1,Epas1,Unknown,16394508,Vertebrata,Mammalia
Sp1,Epor,Activation,21029371,Vertebrata,Vertebrata
Sp1,Epor,Repression,8521844,Vertebrata,Eukaryota
Sp1,Esrra,Unknown,12960079,Vertebrata,Vertebrata
Sp1,Ets1,Unknown,16300938,Vertebrata,Vertebrata
Sp1,Fabp6,Unknown,11684682,Vertebrata,Vertebrata
Sp1,Fasl,Unknown,11745351,Vertebrata,Vertebrata
Sp1,Fbln1,Unknown,11829738,Vertebrata,Vertebrata
Sp1,Fmr1,Activation,25015265,Vertebrata,Vertebrata
Sp1,Fos,Unknown,7702750,Vertebrata,Vertebrata
Sp1,Gabra6,Unknown,17652716,Vertebrata,Vertebrata
Sp1,Gfap,Unknown,23832770,Vertebrata,Vertebrata
Sp1,Gfpt2,Unknown,11167021,Vertebrata,Vertebrata
Sp1,Ghr,Unknown,11390427,Vertebrata,Opisthokonta
Sp1,Slc2a1,Unknown,18154738,Vertebrata,Opisthokonta
Sp1,Gpc4,Activation,15297147,Vertebrata,Vertebrata
Sp1,Gstk1,Repression,25024375,Vertebrata,Eumetazoa
Sp1,Hba-x,Unknown,22696638,Vertebrata,Vertebrata
Sp1,Hdac7,Unknown,20889501,Vertebrata,Opisthokonta
Sp1,Heca,Unknown,16949047,Vertebrata,Vertebrata
Sp1,Hgf,Activation,9223667,Vertebrata,Vertebrata
Sp1,Hinfp,Activation,17826007,Vertebrata,Mammalia
Sp1,Hmga1,Unknown,22389255,Vertebrata,Vertebrata
Sp1,Hmga2,Activation,12799440,Vertebrata,Opisthokonta
Sp1,Hmga2,Unknown,11802722,Vertebrata,Eumetazoa
Sp1,Hmgcl,Unknown,8617516,Vertebrata,Vertebrata
Sp1,Hmgcr,Unknown,23315940,Vertebrata,Opisthokonta
Sp1,Hrasls5,Activation,12054540,Vertebrata,Eumetazoa
Sp1,Hspa1b,Activation,14766729,Vertebrata,Eumetazoa
Sp1,Hspa1b,Repression,14766729,Vertebrata,Vertebrata
Sp1,Htr1a,Unknown,8626793,Vertebrata,Eumetazoa
Sp1,Icam1,Activation,11788788,Vertebrata,Vertebrata
Sp1,Ifitm5,Activation,23530031,Vertebrata,Eukaryota
Sp1,Igfbp3,Unknown,11108271,Vertebrata,Vertebrata
Sp1,Il10,Activation,10861063,Vertebrata,Vertebrata
Sp1,Il10,Unknown,10861064,Vertebrata,Vertebrata
Sp1,Il2,Activation,10656874,Vertebrata,Vertebrata
Sp1,Il5ra,Unknown,19231596,Vertebrata,Eumetazoa
Sp1,Il6,Unknown,15688401,Vertebrata,Opisthokonta
Sp1,Insr,Unknown,12665574,Vertebrata,Vertebrata
Sp1,Irs1,Unknown,8544845,Vertebrata,Vertebrata
Sp1,Itga5,Activation,21592318,Vertebrata,Vertebrata
Sp1,Itga6,Activation,17652716,Vertebrata,Vertebrata
Sp1,Ivl,Unknown,15025563,Vertebrata,> Eukaryota
Sp1,Jak3,Activation,16518416,Vertebrata,Opisthokonta
Sp1,Jun,Unknown,8007947,Vertebrata,
Sp1,Jund,Activation,1714380,Vertebrata,Amniota
Sp1,Kcna5,Unknown,17660393,Vertebrata,Amniota
Sp1,Kcnn3,Activation,20682843,Vertebrata,Opisthokonta
Sp1,Kcnn3,Repression,20682843,Vertebrata,Mammalia
Sp1,Kctd13,Unknown,15757666,Vertebrata,Vertebrata
Sp1,Kdm5a,Activation,25015565,Vertebrata,Vertebrata
Sp1,Kit,Unknown,12239153,Vertebrata,Vertebrata
Sp1,Klf16,Activation,18472212,Vertebrata,Vertebrata
Sp1,Krt5,Activation,12024040,Vertebrata,Mammalia
Sp1,Lama1,Activation,12519763;15220343,Vertebrata,Vertebrata
Sp1,Lgals1,Activation,10760565;9931450,Vertebrata,Eumetazoa
Sp1,Lhcgr,Unknown,11174851,Vertebrata,Vertebrata
Sp1,Lhx4,Unknown,18053794,Vertebrata,Eumetazoa
Sp1,Lipe,Activation,11812735,Vertebrata,Opisthokonta
Sp1,Lmna,Unknown,15219855,Vertebrata,Opisthokonta
Sp1,Lor,Repression,23341029,Vertebrata,Muridae
Sp1,Lpl,Unknown,15755745,Vertebrata,Vertebrata
Sp1,Ltf,Repression,15265983,Vertebrata,Eumetazoa
Sp1,Mapk1,Unknown,10727414;12220517,Vertebrata,Rodentia
Sp1,Mbp,Unknown,10457364;1690988,Vertebrata,Eumetazoa
Sp1,Mertk,Unknown,12153576,Vertebrata,Eumetazoa
Sp1,Met,Activation,12569082;21831840,Vertebrata,Eumetazoa
Sp1,Met,Repression,10713700;21831840,Vertebrata,Vertebrata
Sp1,Met,Unknown,12473536,Vertebrata,Eumetazoa
Sp1,Mfn2,Activation,22253285,Vertebrata,> Eukaryota
Sp1,Mgarp,Activation,23209644,Vertebrata,Eumetazoa
Sp1,Mgp,Activation,19306294,Vertebrata,Rodentia
Sp1,Mgst1,Unknown,21216258,Vertebrata,Opisthokonta
Sp1,Mif,Activation,19747950,Vertebrata,Muridae
Sp1,Riox2,Unknown,24324617,Vertebrata,Opisthokonta
Sp1,Mmp2,Unknown,19770485,Vertebrata,Vertebrata
Sp1,Mmp28,Unknown,11574168,Vertebrata,Vertebrata
Sp1,Mmp9,Activation,8226872,Vertebrata,Vertebrata
Sp1,Me1,Unknown,9872397,Vertebrata,Rodentia
Sp1,Mrc1,Repression,9354684,Vertebrata,Vertebrata
Sp1,Mta2,Unknown,11368903,Vertebrata,Vertebrata
Sp1,Muc5ac,Unknown,14570593,Vertebrata,Eumetazoa
Sp1,Myb,Activation,10567569,Vertebrata,Vertebrata
Sp1,Myb,Unknown,2481264,Vertebrata,Vertebrata
Sp1,Myc,Repression,12153142,Vertebrata,Vertebrata
Sp1,Myh11,Activation,8635248,Vertebrata,Vertebrata
Sp1,Nkx2-1,Unknown,15264213,Vertebrata,Vertebrata
Sp1,Nanog,Activation,16541131,Vertebrata,Opisthokonta
Sp1,Nanog,Repression,16541131,Vertebrata,Muridae
Sp1,Napepld,Unknown,21233218,Vertebrata,Eumetazoa
Sp1,Nat2,Unknown,12904181,Vertebrata,Opisthokonta
Sp1,Ndrg1,Unknown,17909017,Vertebrata,Opisthokonta
Sp1,Nes,Unknown,15135078,Vertebrata,Vertebrata
Sp1,Nf1,Unknown,10435592,Vertebrata,Opisthokonta
Sp1,Nfatc1,Unknown,18156209,Vertebrata,Vertebrata
Sp1,Ngb,Unknown,22239089,Vertebrata,Vertebrata
Sp1,Ngfr,Repression,21105874,Vertebrata,Vertebrata
Sp1,Nos3,Activation,12089157;18252813,Vertebrata,Eumetazoa
Sp1,Nos3,Unknown,15180995,Vertebrata,Vertebrata
Sp1,Notch1,Unknown,24301524,Vertebrata,Opisthokonta
Sp1,Npr1,Activation,20864529;24451378,Vertebrata,Vertebrata
Sp1,Nr1h2,Unknown,10675617,Vertebrata,Vertebrata
Sp1,Nr1h3,Unknown,10675617,Vertebrata,Vertebrata
Sp1,Nr5a1,Unknown,9013759,Vertebrata,Vertebrata
Sp1,Nrgn,Activation,21068393,Vertebrata,Eumetazoa
Sp1,Nrp1,Activation,19590177,Vertebrata,Vertebrata
Sp1,Oprd1,Activation,11455020,Vertebrata,Vertebrata
Sp1,Oprk1,Unknown,12171913,Vertebrata,Eumetazoa
Sp1,Oprm1,Activation,12670713,Vertebrata,Eumetazoa
Sp1,Oprm1,Unknown,9765304,Vertebrata,Eumetazoa
Sp1,Parg,Unknown,22915039,Vertebrata,Vertebrata
Sp1,Parp1,Activation,17961220,Vertebrata,Eukaryota
Sp1,Pcyt1a,Activation,10744779;12794070;15247247,Vertebrata,Vertebrata
Sp1,Pcyt1a,Repression,16484221,Vertebrata,Vertebrata
Sp1,Pcyt1a,Unknown,10216289;16157598,Vertebrata,Vertebrata
Sp1,Pde6a,Unknown,9770645,Vertebrata,Vertebrata
Sp1,Pde6b,Repression,15781457,Vertebrata,Vertebrata
Sp1,Pemt,Repression,20150657,Vertebrata,Vertebrata
Sp1,Pgr,Unknown,20087433,Vertebrata,Opisthokonta
Sp1,Phgdh,Unknown,15139021,Vertebrata,Eumetazoa
Sp1,Pkd1,Unknown,17890878,Vertebrata,Vertebrata
Sp1,Pla2g16,Unknown,12054540,Vertebrata,Eumetazoa
Sp1,Plaur,Unknown,7929309,Vertebrata,Eumetazoa
Sp1,Pld2,Repression,23898047,Vertebrata,Vertebrata
Sp1,Pou5f1,Unknown,10512200;8152920,Vertebrata,Vertebrata
Sp1,Ppm1a,Unknown,10964515,Vertebrata,Vertebrata
Sp1,Prdx6,Unknown,10395907,Vertebrata,Vertebrata
Sp1,Prkar2b,Unknown,1332964,Vertebrata,Vertebrata
Sp1,Prkra,Activation,16339759,Vertebrata,Eukaryota
Sp1,Proc,Activation,21745612,Vertebrata,Eukaryota
Sp1,Ptdss1,Activation,21068393,Vertebrata,Vertebrata
Sp1,Ptges2,Unknown,17064959,Vertebrata,Vertebrata
Sp1,Ptgs1,Activation,12089157,Vertebrata,Vertebrata
Sp1,Ptgs2,Activation,17012241,Vertebrata,Vertebrata
Sp1,Nectin2,Unknown,16250013,Vertebrata,Eukaryota
Sp1,Rac2,Activation,10098607,Vertebrata,Vertebrata
Sp1,Rac2,Repression,10098607,Vertebrata,Vertebrata
Sp1,Ren1,Activation,14761860,Vertebrata,> Eukaryota
Sp1,Rest,Activation,21179468,Vertebrata,Opisthokonta
Sp1,Rho,Activation,15781457,Vertebrata,
Sp1,Rhox5,Activation,19285002,Vertebrata,Vertebrata
Sp1,Rnf141,Unknown,18584306,Vertebrata,Eukaryota
Sp1,Rnls,Unknown,25295465,Vertebrata,Opisthokonta
Sp1,Runx2,Activation,19017640,Vertebrata,> Eukaryota
Sp1,Scarb1,Unknown,23192982,Vertebrata,Opisthokonta
Sp1,Sct,Activation,17875929,Vertebrata,Vertebrata
Sp1,Sell,Activation,19041738,Vertebrata,Opisthokonta
Sp1,Serpine1,Unknown,17890327,Vertebrata,Rodentia
Sp1,Setdb1,Activation,17142323,Vertebrata,Eukaryota
Sp1,Sftpb,Unknown,19096034,Vertebrata,Vertebrata
Sp1,Sh3gl1,Unknown,16990610,Vertebrata,Eumetazoa
Sp1,Sirt1,Activation,23843607,Vertebrata,Eumetazoa
Sp1,Sirt1,Unknown,21216258,Vertebrata,Eumetazoa
Sp1,Skil,Unknown,17625116,Vertebrata,Opisthokonta
Sp1,Slc11a1,Unknown,12840021,Vertebrata,Opisthokonta
Sp1,Slc25a4,Unknown,14720305,Vertebrata,Vertebrata
Sp1,Slc2a1,Activation,18249093,Vertebrata,Vertebrata
Sp1,Slc2a3,Repression,15054091,Vertebrata,Vertebrata
Sp1,Slc2a4,Unknown,22016564,Vertebrata,Muridae
Sp1,Slc3a2,Unknown,17023546,Vertebrata,Eukaryota
Sp1,Slc5a1,Repression,15664265,Vertebrata,Mammalia
Sp1,Slc5a1,Unknown,20060848,Vertebrata,Vertebrata
Sp1,Slc5a2,Unknown,20060848,Vertebrata,Muridae
Sp1,Slc7a5,Unknown,17023546,Vertebrata,Muridae
Sp1,Slc9a2,Activation,11287330,Vertebrata,Vertebrata
Sp1,Smad7,Unknown,10843994,Vertebrata,Vertebrata
Sp1,Smarcc1,Unknown,15187086,Vertebrata,Vertebrata
Sp1,Socs3,Unknown,18571793;22311708,Vertebrata,Opisthokonta
Sp1,Sod2,Unknown,22009531,Vertebrata,Eumetazoa
Sp1,Sod3,Activation,15451065,Vertebrata,Eumetazoa
Sp1,Sp1,Unknown,9164849,Vertebrata,Eumetazoa
Sp1,Sp4,Repression,11245974,Vertebrata,Vertebrata
Sp1,Sparc,Unknown,20687958,Vertebrata,Vertebrata
Sp1,Src,Activation,10625617,Vertebrata,Vertebrata
Sp1,Srebf1,Activation,20179320;24458133,Vertebrata,Eukaryota
Sp1,Srebf1,Unknown,10918064;15462672;23315940,Vertebrata,Eukaryota
Sp1,St8sia1,Unknown,11098147,Vertebrata,Vertebrata
Sp1,Star,Unknown,10919277,Vertebrata,Vertebrata
Sp1,Sult1a1,Unknown,9516473,Vertebrata,Vertebrata
Sp1,Syn2,Unknown,8034599,Vertebrata,Vertebrata
Sp1,Tal1,Unknown,9786909,Vertebrata,Opisthokonta
Sp1,Tec,Activation,9177279,Vertebrata,Vertebrata
