,TF,Target,Mode,PMID,TF_age,Tg_age
868,Egr2,Nab2,Activation,10654606;18096076,Opisthokonta,Eumetazoa
869,Egr2,Ncmap,Unknown,18650334,Opisthokonta,Eumetazoa
870,Egr2,Zbtb16,Activation,22306690,Opisthokonta,Mammalia
871,Egr2,Zbtb16,Repression,23355739,Opisthokonta,Eumetazoa
872,Egr3,Fasl,Activation,10755616;9632757,Opisthokonta,Eumetazoa
873,Egr3,Fasl,Unknown,9915863,Opisthokonta,
874,Egr3,Ifngr1,Unknown,23935197,Opisthokonta,
875,Egr3,Ngfr,Unknown,17916431,Opisthokonta,Vertebrata
876,Egr4,Nfkb1,Unknown,16014385,Vertebrata,Eumetazoa
877,Egr4,Slc12a5,Activation,17192429;21837281,Vertebrata,Eumetazoa
878,Ehf,Tlr11,Unknown,19801549,Eumetazoa,Euk_Archaea
879,Ehmt1,Ccnd1,Unknown,19010785,Eukaryota,Eukaryota
880,Ehmt2,Ccnd1,Unknown,19010785,Eukaryota,Vertebrata
881,Ehmt2,Cdkn1a,Unknown,19056828,Eukaryota,Vertebrata
882,Ehmt2,Fgf21,Repression,23283977,Eukaryota,Eumetazoa
883,Ehmt2,Pou5f1,Activation,18535151,Eukaryota,Vertebrata
884,Ehmt2,Pparg,Repression,23178591,Eukaryota,Mammalia
885,Ehmt2,Wnt10a,Activation,23178591,Eukaryota,Vertebrata
886,Eif2ak2,Stat1,Repression,10231376,Eukaryota,Eumetazoa
887,Elf1,Cd1d1,Unknown,16002702,Eumetazoa,Vertebrata
888,Elf1,Csf1r,Activation,9506963,Eumetazoa,Vertebrata
889,Elf1,Dntt,Activation,8887642,Eumetazoa,Vertebrata
890,Elf1,Epha7,Activation,9010230,Eumetazoa,Cellular_organisms
891,Elf1,Fcer1a,Unknown,18629488,Eumetazoa,Vertebrata
892,Elf1,Fcer1g,Repression,18629488,Eumetazoa,Mammalia
893,Elf1,Fli1,Activation,19829305,Eumetazoa,Vertebrata
894,Elf1,Il3,Unknown,8662845,Eumetazoa,Eumetazoa
895,Elf1,Lyl1,Activation,17053063,Eumetazoa,Mammalia
896,Elf1,Rhox5,Activation,19285002,Eumetazoa,Eumetazoa
897,Elf1,Tal1,Unknown,9786909,Eumetazoa,
898,Elf1,Tollip,Repression,21867680,Eumetazoa,Eumetazoa
899,Elf2,Cd3d,Activation,12324448,Eumetazoa,Opisthokonta
900,Elf3,Angpt1,Activation,14715662,Eumetazoa,Vertebrata
901,Elf3,Tgfb1,Unknown,10644990,Eumetazoa,Vertebrata
902,Elf3,Tgfbr2,Activation,14976186,Eumetazoa,Eumetazoa
903,Elf3,Tgfbr2,Unknown,20054123;20079749,Eumetazoa,Eumetazoa
904,Elf3,Tlr11,Unknown,19801549,Eumetazoa,Eumetazoa
905,Elf4,Bglap,Unknown,17167770,Eumetazoa,Eukaryota
906,Elf4,Dlx5,Repression,17167770,Eumetazoa,Vertebrata
907,Elf4,Mab21l1,Activation,17167770,Eumetazoa,Eumetazoa
908,Elf4,Msx2,Activation,17167770,Eumetazoa,Eumetazoa
909,Elf4,Trp53,Repression,20805247,Eumetazoa,Eumetazoa
910,Elf5,Ccnd2,Repression,20831799,Eumetazoa,Opisthokonta
911,Elf5,Stat5a,Unknown,19269284,Eumetazoa,Eumetazoa
912,Elk1,Egr1,Unknown,12496415;18814180,Eumetazoa,Opisthokonta
913,Elk1,Fos,Activation,9813041,Eumetazoa,Opisthokonta
914,Elk1,Fos,Unknown,16537394;18557893;8007980,Eumetazoa,Eumetazoa
915,Elk1,Hmox1,Activation,20348279,Eumetazoa,Eumetazoa
916,Elk1,Il6,Activation,15649404,Eumetazoa,Euk+Bac
917,Elk1,Mylk,Repression,16260603,Eumetazoa,Vertebrata
918,Elk1,Mylk3,Activation,24121020,Eumetazoa,Eukaryota
919,Elk1,Tbp,Unknown,17074809,Eumetazoa,Eukaryota
920,Elk3,Nos2,Repression,12896968,Eumetazoa,Euk_Archaea
921,Elk3,Pcyt1a,Repression,16157598;19168148,Eumetazoa,Euk+Bac
922,Elk3,Serpine1,Repression,16314510,Eumetazoa,Eukaryota
923,Ell3,Trp53,Repression,22768269,Mammalia,Cellular_organisms
924,Ell3,Zeb1,Activation,22768269,Mammalia,Opisthokonta
925,Ell3,Zeb2,Activation,22768269,Mammalia,Eumetazoa
926,Elp2,Pou5f1,Activation,10692469,Eukaryota,Eumetazoa
927,Elp3,Pou5f1,Activation,10692469,Cellular_organisms,Mammalia
928,Emx2,Alx1,Activation,20627960,Eumetazoa,Mammalia
929,Emx2,Pax6,Repression,15294144,Eumetazoa,Eukaryota
930,En1,Elf1,Activation,9056772,Eumetazoa,
931,En1,Gbx2,Repression,17166916,Eumetazoa,Eumetazoa
932,En1,Pax5,Activation,11124114,Eumetazoa,Vertebrata
933,En1,Wnt7a,Repression,9199358;9362463,Eumetazoa,
934,En2,Pax5,Activation,11124114,Eumetazoa,Eumetazoa
935,Eomes,Ebf1,Unknown,22735158,Eumetazoa,
936,Eomes,Il17a,Repression,21600798,Eumetazoa,Eumetazoa
937,Eomes,Mesp1,Activation,21822279,Eumetazoa,Mammalia
938,Eomes,Prf1,Unknown,20096607,Eumetazoa,Vertebrata
939,Eomes,Rorc,Repression,21600798,Eumetazoa,Vertebrata
940,Eomes,Sox2,Repression,22553033,Eumetazoa,Eumetazoa
941,Ep300,Aldh3a1,Unknown,18436815,Eukaryota,Eumetazoa
942,Ep300,Axin2,Unknown,23208497,Eukaryota,Euk+Bac
943,Ep300,Bglap,Unknown,18410224,Eukaryota,Eumetazoa
944,Ep300,Birc5,Unknown,15782138,Eukaryota,Vertebrata
945,Ep300,COX2,Unknown,21436263,Eukaryota,Opisthokonta
946,Ep300,Cav3,Activation,15199055,Eukaryota,
947,Ep300,Ccnb2,Unknown,12482752,Eukaryota,Eumetazoa
948,Ep300,Ccnd1,Repression,18472397,Eukaryota,Eukaryota
949,Ep300,Ccnd1,Unknown,23208497,Eukaryota,Vertebrata
950,Ep300,Cdkn1a,Activation,21245169,Eukaryota,Vertebrata
951,Ep300,Chrne,Unknown,17304221,Eukaryota,Eumetazoa
952,Ep300,Clock,Unknown,14645221,Eukaryota,Vertebrata
953,Ep300,Col1a2,Repression,14520013,Eukaryota,Eumetazoa
954,Ep300,Col2a1,Activation,19828133,Eukaryota,Opisthokonta
955,Ep300,Cpt1b,Activation,15199055,Eukaryota,Eumetazoa
956,Ep300,Creb1,Unknown,22815486,Eukaryota,Opisthokonta
957,Ep300,Cryab,Activation,11943779,Eukaryota,Eumetazoa
958,Ep300,Dnmt1,Activation,12071960,Eukaryota,Eumetazoa
959,Ep300,Edn1,Unknown,23208497,Eukaryota,Cellular_organisms
960,Ep300,F7,Unknown,19996301,Eukaryota,Vertebrata
961,Ep300,Fasn,Unknown,22279139,Eukaryota,Vertebrata
962,Ep300,Flt4,Repression,23284731,Eukaryota,Euk+Bac
963,Ep300,Fn1,Unknown,17065349,Eukaryota,Vertebrata
964,Ep300,Fos,Activation,15860545,Eukaryota,Vertebrata
965,Ep300,Gata4,Unknown,25101666,Eukaryota,Eumetazoa
966,Ep300,Hmox1,Activation,15833736,Eukaryota,
967,Ep300,Hrh4,Unknown,12738767,Eukaryota,Euk+Bac
968,Ep300,Il6,Unknown,10542243;20351184,Eukaryota,Eumetazoa
969,Ep300,Irf2,Unknown,12738767,Eukaryota,Vertebrata
970,Ep300,Irs1,Unknown,21774670,Eukaryota,Eumetazoa
971,Ep300,Klf5,Unknown,16102021,Eukaryota,Eumetazoa
972,Ep300,Ldha,Unknown,9632793,Eukaryota,Eumetazoa
973,Ep300,Mef2c,Unknown,24750843,Eukaryota,Cellular_organisms
974,Ep300,Hinfp,Activation,17826007,Eukaryota,Opisthokonta
975,Ep300,Mmp2,Unknown,23208497,Eukaryota,Eumetazoa
976,Ep300,Mmp9,Activation,20534877,Eukaryota,Eumetazoa
977,Ep300,Mt1,Activation,21467744,Eukaryota,Vertebrata
978,Ep300,Myb,Activation,11585920,Eukaryota,Mammalia
979,Ep300,Myod1,Activation,23928680;9029156,Eukaryota,Eukaryota
980,Ep300,Neurod1,Activation,14752053,Eukaryota,Eumetazoa
981,Ep300,Nos2,Unknown,14662860,Eukaryota,Eumetazoa
982,Ep300,Npas2,Unknown,14645221,Eukaryota,Euk+Bac
983,Ep300,Npr1,Activation,19487584,Eukaryota,Eumetazoa
984,Ep300,Npr1,Unknown,24451378,Eukaryota,Euk+Bac
985,Ep300,Nr0b2,Activation,18842595,Eukaryota,Euk+Bac
986,Ep300,Nr1h4,Repression,18842595,Eukaryota,Eumetazoa
987,Ep300,Pou5f1,Unknown,23272250,Eukaryota,Eumetazoa
988,Ep300,Pparg,Activation,18710950,Eukaryota,Mammalia
989,Ep300,Ptgs2,Activation,14976201,Eukaryota,Vertebrata
990,Ep300,Ptgs2,Unknown,24287977,Eukaryota,Eukaryota
991,Ep300,Rarb,Unknown,20164929,Eukaryota,Eukaryota
992,Ep300,Rs1,Unknown,18927113,Eukaryota,Eumetazoa
993,Ep300,Scd1,Unknown,22279139,Eukaryota,Vertebrata
994,Ep300,Smad3,Unknown,16619037,Eukaryota,Euk+Bac
995,Ep300,Socs3,Unknown,17947670;18571793,Eukaryota,Eumetazoa
996,Ep300,Spp1,Activation,18410224,Eukaryota,Eumetazoa
997,Ep300,Stat5a,Activation,21356387,Eukaryota,Mammalia
998,Ep300,Tapbp,Unknown,20663889,Eukaryota,Opisthokonta
999,Ep300,Tff2,Repression,19541923,Eukaryota,Vertebrata
1000,Ep300,Tnfsf10,Activation,22415975,Eukaryota,Eumetazoa
1001,Ep300,Tnfsf13b,Activation,17869641,Eukaryota,Eumetazoa
1002,Ep300,Txnip,Unknown,19411249,Eukaryota,Vertebrata
1003,Ep300,Wnt4,Unknown,15964998,Eukaryota,Vertebrata
1004,Epas1,Abcg2,Unknown,18356544,Eumetazoa,Eumetazoa
1005,Epas1,Cdh5,Activation,17563748,Eumetazoa,Euk+Bac
1006,Epas1,Cited2,Activation,17804822,Eumetazoa,Vertebrata
1007,Epas1,Col10a1,Activation,20495570,Eumetazoa,Eumetazoa
1008,Epas1,Efna1,Unknown,18434321,Eumetazoa,Vertebrata
1009,Epas1,Epo,Activation,17712557;17804822;18056838,Eumetazoa,Eumetazoa
1010,Epas1,Epo,Unknown,18451309,Eumetazoa,Vertebrata
1011,Epas1,Flt1,Activation,15192019,Eumetazoa,Vertebrata
1012,Epas1,Fxn,Repression,17322295,Eumetazoa,Eumetazoa
1013,Epas1,Kdr,Activation,12464608,Eumetazoa,Eukaryota
1014,Epas1,Pou5f1,Activation,16510872,Eumetazoa,Vertebrata
1015,Epas1,Runx2,Activation,18442887,Eumetazoa,Mammalia
1016,Epas1,Serpine1,Activation,17804822,Eumetazoa,Eumetazoa
1017,Epas1,Vcam1,Unknown,18451309,Eumetazoa,Cellular_organisms
1018,Epc1,Tagln,Activation,22398275,Eukaryota,Eumetazoa
1019,Epo,Osm,Activation,8605875,Vertebrata,Eukaryota
1020,Epor,Cish,Activation,9129017,Vertebrata,Mammalia
1021,Erf,Utrn,Repression,17507653,Eumetazoa,Vertebrata
1022,Erg,Cdh5,Unknown,19359602,Eumetazoa,Opisthokonta
1023,Erg,Erg,Activation,21536859,Eumetazoa,Vertebrata
1024,Erg,Icam2,Unknown,19359602,Eumetazoa,Eumetazoa
1025,Erg,Lyl1,Activation,17053063,Eumetazoa,Mammalia
1026,Erg,Snai1,Unknown,22932696,Eumetazoa,Eumetazoa
1027,Erg,Snai2,Unknown,22932696,Eumetazoa,Eumetazoa
1028,Erg,Vim,Activation,8895512,Eumetazoa,Eumetazoa
1029,Erg,Vwf,Unknown,19359602,Eumetazoa,Eumetazoa
1030,Esr1,Bmp2,Activation,12511606,Eumetazoa,Eumetazoa
1031,Esr1,Casp12,Unknown,19447924,Eumetazoa,Eumetazoa
1032,Esr1,Ccnd1,Unknown,17095596;22521644,Eumetazoa,Mammalia
1033,Esr1,Cdkn1a,Repression,20696891,Eumetazoa,Vertebrata
1034,Esr1,Cyp19a1,Unknown,19605792,Eumetazoa,Eumetazoa
1035,Esr1,Esrra,Unknown,12960079,Eumetazoa,Eumetazoa
1036,Esr1,F12,Activation,9794469,Eumetazoa,Eumetazoa
1037,Esr1,Fasl,Activation,18418063,Eumetazoa,Vertebrata
1038,Esr1,Fos,Unknown,11726205,Eumetazoa,
1039,Esr1,H19,Activation,10442637,Eumetazoa,Eumetazoa
1040,Esr1,Igf1,Activation,19920132,Eumetazoa,
1041,Esr1,Ltf,Activation,15525592,Eumetazoa,Vertebrata
1042,Esr1,Myc,Unknown,17095596,Eumetazoa,Mammalia
1043,Esr1,Nell2,Activation,20538601,Eumetazoa,Eumetazoa
1044,Esr1,Nr0b2,Unknown,25943116,Eumetazoa,Eumetazoa
1045,Esr1,Nrf1,Activation,23892277,Eumetazoa,Eumetazoa
1046,Esr1,Pik3r1,Unknown,11029009,Eumetazoa,Eumetazoa
1047,Esr1,Pou3f1,Unknown,8948648,Eumetazoa,Eumetazoa
1048,Esr1,Pparg,Repression,12421816;15068509,Eumetazoa,Eumetazoa
1049,Esr1,Ptgs1,Activation,15705965,Eumetazoa,Vertebrata
1050,Esr1,Slc2a4,Activation,16423895,Eumetazoa,Eukaryota
1051,Esr1,Slc2a4,Unknown,19366879,Eumetazoa,Euk+Bac
1052,Esr1,Slc7a1,Unknown,12960079,Eumetazoa,Euk+Bac
1053,Esr1,Srebf1,Unknown,24277692,Eumetazoa,Cellular_organisms
1054,Esr1,Stat3,Unknown,16627594,Eumetazoa,Eumetazoa
1055,Esr1,Stat5a,Repression,11682624,Eumetazoa,Vertebrata
1056,Esr1,Tac2,Activation,14592957,Eumetazoa,Opisthokonta
1057,Esr1,Th,Activation,19818101,Eumetazoa,
1058,Esr1,Tnfsf11,Activation,11356664,Eumetazoa,Eumetazoa
1059,Esr1,Vegfa,Unknown,18497067,Eumetazoa,Vertebrata
1060,Esr2,Akt1,Activation,19211725,,Vertebrata
1061,Esr2,Ar,Repression,11751267,,Eukaryota
1062,Esr2,Bcl2,Activation,19211725,,Vertebrata
1063,Esr2,Bmp2,Activation,12511606,,Opisthokonta
1064,Esr2,Casp3,Repression,19211725,,Eumetazoa
1065,Esr2,Casp8,Repression,19211725,,Eumetazoa
1066,Esr2,Igf1r,Repression,11751267,,Eumetazoa
1067,Esr2,Mapk1,Repression,19211725,,Opisthokonta
1068,Esr2,Mapk3,Repression,19211725,,Eukaryota
1069,Esr2,Mapk8,Repression,19211725,,Eukaryota
1070,Esr2,Nell2,Activation,20538601,,Eumetazoa
1071,Esr2,Pparg,Repression,12421816;15068509,,Eumetazoa
1072,Esr2,Ptgds,Activation,12829806,,Vertebrata
1073,Esr2,Ptgs1,Activation,15705965,,Vertebrata
1074,Esr2,Slc2a4,Repression,16423895,,Eukaryota
1075,Esr2,Slc2a4,Unknown,19366879,,Euk+Bac
1076,Esr2,Stat5a,Repression,11682624,,Euk+Bac
1077,Esr2,Vegfa,Unknown,18497067,,Opisthokonta
1078,Esrra,Acadm,Unknown,16061943;16912093,Eumetazoa,Vertebrata
1079,Esrra,Apoa4,Activation,15466464,Eumetazoa,Cellular_organisms
1080,Esrra,Nrip1,Activation,16923809,Eumetazoa,Vertebrata
1081,Esrra,Ppara,Unknown,15456881,Eumetazoa,Vertebrata
1082,Esrra,Ppargc1a,Activation,16267049,Eumetazoa,Vertebrata
1083,Esrra,Rb1cc1,Unknown,18039682,Eumetazoa,Eumetazoa
1084,Esrra,Spp1,Activation,20417614;9869301,Eumetazoa,Eumetazoa
1085,Esrra,Spp1,Unknown,18234909,Eumetazoa,Mammalia
1086,Esrra,Trp53,Unknown,17157980,Eumetazoa,Mammalia
1087,Esrrb,Nanog,Unknown,18662995,Eumetazoa,Opisthokonta
1088,Esrrb,Nr0b1,Activation,23508100,Eumetazoa,Mammalia
1089,Esrrb,Usp17le,Unknown,24207026,Eumetazoa,Eumetazoa
1090,Esrrg,Mir127,Activation,18776219,Eumetazoa,Eukaryota
1091,Esrrg,Mir433,Activation,18776219,Eumetazoa,
1092,Esrrg,Nr0b1,Activation,16314306,Eumetazoa,
1093,Esrrg,Yy1,Unknown,19721712,Eumetazoa,Eumetazoa
1094,Ets1,Emsy,Unknown,24582497,Eumetazoa,Eukaryota
1095,Ets1,Angpt2,Activation,17287278;18720385,Eumetazoa,Eumetazoa
1096,Ets1,Anpep,Activation,9786929,Eumetazoa,Vertebrata
1097,Ets1,Bmp4,Activation,15695386,Eumetazoa,Cellular_organisms
1098,Ets1,Ccl2,Activation,21372295,Eumetazoa,Eumetazoa
1099,Ets1,Ccl2,Unknown,16888027,Eumetazoa,Mammalia
1100,Ets1,Cd3d,Activation,12324448,Eumetazoa,Mammalia
1101,Ets1,Cd4,Activation,8356078,Eumetazoa,Vertebrata
1102,Ets1,Cdh5,Unknown,10828886,Eumetazoa,Vertebrata
1103,Ets1,Cdkn2a,Activation,11234019;15520862,Eumetazoa,Vertebrata
1104,Ets1,Csf1r,Activation,7964503,Eumetazoa,Mammalia
1105,Ets1,Csf3r,Activation,7964503,Eumetazoa,Vertebrata
1106,Ets1,Ctgf,Activation,16469114,Eumetazoa,Vertebrata
1107,Ets1,Pf4,Activation,12609849,Eumetazoa,
1108,Ets1,Ebf1,Unknown,17101802,Eumetazoa,Mammalia
1109,Ets1,Egr1,Unknown,9207063,Eumetazoa,Eumetazoa
1110,Ets1,Erg,Activation,7731694,Eumetazoa,Opisthokonta
1111,Ets1,Fli1,Activation,19829305,Eumetazoa,Eumetazoa
1112,Ets1,Fos,Unknown,8016110,Eumetazoa,Eumetazoa
1113,Ets1,Foxp3,Unknown,20574810,Eumetazoa,Eumetazoa
1114,Ets1,Hmox1,Activation,15590657,Eumetazoa,Eumetazoa
1115,Ets1,Ighm,Activation,8754855,Eumetazoa,Euk+Bac
1116,Ets1,Ikzf1,Activation,25301737,Eumetazoa,
1117,Ets1,Il10,Repression,22266280,Eumetazoa,Opisthokonta
1118,Ets1,Il5,Activation,16373364,Eumetazoa,Vertebrata
1119,Ets1,Il7r,Activation,21148801,Eumetazoa,Mammalia
1120,Ets1,Itga2b,Activation,10210321,Eumetazoa,Vertebrata
1121,Ets1,Kdr,Activation,11049987;12464608,Eumetazoa,Eumetazoa
1122,Ets1,Krt8,Unknown,7683460,Eumetazoa,Vertebrata
1123,Ets1,Ltbr,Unknown,22742857,Eumetazoa,Eukaryota
1124,Ets1,Met,Unknown,14760865,Eumetazoa,Mammalia
1125,Ets1,Mir126a,Activation,20671229,Eumetazoa,Eumetazoa
1126,Ets1,Mmp13,Activation,9178763,Eumetazoa,
1127,Ets1,Mmp1a,Activation,17283078,Eumetazoa,Vertebrata
1128,Ets1,Mmp1a,Unknown,10949659;11556732,Eumetazoa,Mammalia
1129,Ets1,Mmp3,Unknown,10949659,Eumetazoa,Mammalia
1130,Ets1,Mmp9,Unknown,10949659,Eumetazoa,Mammalia
1131,Ets1,Nos3,Unknown,15180995,Eumetazoa,Vertebrata
1132,Ets1,Npr1,Activation,16517010;19487584;20864529,Eumetazoa,Euk+Bac
1133,Ets1,Npr1,Unknown,18651838,Eumetazoa,Euk+Bac
1134,Ets1,Nr2f1,Activation,11784326,Eumetazoa,Euk+Bac
1135,Ets1,Nr2f2,Unknown,15541767,Eumetazoa,Eumetazoa
1136,Ets1,Oprd1,Activation,11583993,Eumetazoa,Eumetazoa
1137,Ets1,Pcyt1a,Activation,19168148,Eumetazoa,Eumetazoa
1138,Ets1,Pcyt1a,Unknown,16157598,Eumetazoa,Eukaryota
1139,Ets1,Prdm1,Repression,24019486,Eumetazoa,Eukaryota
1140,Ets1,Ptgs2,Activation,12695520,Eumetazoa,Opisthokonta
1141,Ets1,Retnla,Activation,17127463,Eumetazoa,Eukaryota
1142,Ets1,Rnf11,Activation,15707580,Eumetazoa,Mammalia
1143,Ets1,Runx2,Activation,12560895,Eumetazoa,Eukaryota
1144,Ets1,Runx3,Unknown,19917777,Eumetazoa,Eumetazoa
1145,Ets1,Sell,Activation,19041738,Eumetazoa,Eumetazoa
1146,Ets1,Serpinb5,Activation,21187389,Eumetazoa,Eumetazoa
1147,Ets1,Sh2d1a,Unknown,15459902,Eumetazoa,Cellular_organisms
1148,Ets1,Spp1,Activation,16670084,Eumetazoa,Opisthokonta
1149,Ets1,Tbx21,Unknown,22438254,Eumetazoa,Mammalia
1150,Ets1,Tgfbr2,Activation,14976186,Eumetazoa,Eumetazoa
1151,Ets1,Thbd,Unknown,19091791,Eumetazoa,Eumetazoa
1152,Ets1,Timp1,Unknown,8557686,Eumetazoa,Vertebrata
1153,Ets1,Tlr4,Activation,15537384,Eumetazoa,Eumetazoa
1154,Ets1,Vegfa,Unknown,12119294,Eumetazoa,Eumetazoa
1155,Ets1,Vwf,Activation,10210321,Eumetazoa,Vertebrata
1156,Ets1,Zeb1,Activation,17615296,Eumetazoa,Eumetazoa
1157,Ets1,Zeb1,Unknown,21317430,Eumetazoa,Eumetazoa
1158,Ets2,Bcl2l1,Activation,19179380,Eumetazoa,Eumetazoa
1159,Ets2,Bcl2l1,Unknown,11278399,Eumetazoa,Eumetazoa
1160,Ets2,Cd4,Activation,8356078,Eumetazoa,Eumetazoa
1161,Ets2,Cdkn2a,Activation,11234019,Eumetazoa,Vertebrata
1162,Ets2,Csf1r,Activation,7964503;9506963,Eumetazoa,Mammalia
1163,Ets2,Csf3r,Activation,7964503,Eumetazoa,Vertebrata
1164,Ets2,Dusp6,Unknown,18321244,Eumetazoa,Vertebrata
1165,Ets2,Egr1,Unknown,9207063,Eumetazoa,Eukaryota
1166,Ets2,Erg,Activation,7731694,Eumetazoa,Opisthokonta
1167,Ets2,Etv4,Unknown,7760840,Eumetazoa,Eumetazoa
1168,Ets2,Fli1,Activation,19829305,Eumetazoa,Eumetazoa
1169,Ets2,Flt4,Unknown,21807940,Eumetazoa,Eumetazoa
1170,Ets2,Hmox1,Activation,15590657,Eumetazoa,Vertebrata
1171,Ets2,Hmox2,Activation,15590657,Eumetazoa,Euk+Bac
1172,Ets2,Ifne,Activation,15217985,Eumetazoa,Euk+Bac
1173,Ets2,Jun,Unknown,7760840,Eumetazoa,Vertebrata
1174,Ets2,Kit,Unknown,9490676,Eumetazoa,Eumetazoa
1175,Ets2,Krt8,Activation,7510396,Eumetazoa,
1176,Ets2,Mdm2,Activation,12750288,Eumetazoa,Eukaryota
1177,Ets2,Mir126a,Activation,20671229,Eumetazoa,Eumetazoa
1178,Ets2,Nab2,Activation,18096076,Eumetazoa,
1179,Ets2,Nos2,Activation,12896968,Eumetazoa,Eumetazoa
1180,Ets2,Pcyt1a,Activation,19168148,Eumetazoa,Euk+Bac
1181,Ets2,Setdb1,Unknown,18319327,Eumetazoa,Eukaryota
1182,Ets2,Sh2d1a,Unknown,15459902,Eumetazoa,Eukaryota
1183,Ets2,Stab1,Activation,22334667,Eumetazoa,Opisthokonta
1184,Ets2,Tlr13,Activation,19487701,Eumetazoa,Vertebrata
1185,Etv1,Ebf1,Repression,16766714,Eumetazoa,Eumetazoa
1186,Etv1,Fgf10,Activation,25109552,Eumetazoa,Eumetazoa
1187,Etv1,Nab2,Activation,18096076,Eumetazoa,Eumetazoa
1188,Etv1,Pomc,Activation,21622576,Eumetazoa,Eumetazoa
1189,Etv1,Th,Unknown,20357122,Eumetazoa,Vertebrata
1190,Etv2,Fli1,Unknown,24727028,Mammalia,Eumetazoa
1191,Etv2,Lmo2,Activation,22628281,Mammalia,Eumetazoa
1192,Etv2,Plau,Unknown,9710599,Mammalia,Eumetazoa
1193,Etv2,Sox9,Activation,22613723,Mammalia,Vertebrata
1194,Etv2,Spi1,Unknown,24583263,Mammalia,Eumetazoa
1195,Etv2,Tek,Unknown,19129488,Mammalia,Vertebrata
1196,Etv4,Ccnd2,Activation,9339900,Eumetazoa,Vertebrata
1197,Etv4,Ccnd2,Repression,23989931,Eumetazoa,Eumetazoa
1198,Etv4,Dusp6,Unknown,20346941,Eumetazoa,Eumetazoa
1199,Etv4,Erbb2,Repression,10655108,Eumetazoa,Eukaryota
1200,Etv4,Gpx5,Activation,9444656,Eumetazoa,Opisthokonta
1201,Etv4,Mmp3,Activation,9573048,Eumetazoa,Euk+Bac
1202,Etv4,Mmp7,Activation,11158322,Eumetazoa,Mammalia
1203,Etv4,Mmp9,Unknown,23161884,Eumetazoa,Eukaryota
1204,Etv4,Mta2,Unknown,11368903,Eumetazoa,Vertebrata
1205,Etv4,Plau,Activation,8570190,Eumetazoa,Eumetazoa
1206,Etv4,Ptgs2,Activation,14976201,Eumetazoa,Vertebrata
1207,Etv4,Tert,Activation,14678994,Eumetazoa,Eukaryota
1208,Etv4,Tgfbr2,Unknown,14976186,Eumetazoa,Eukaryota
1209,Etv4,Twist1,Activation,19383905,Eumetazoa,Eumetazoa
1210,Etv4,Vim,Activation,8895512,Eumetazoa,Eumetazoa
1211,Etv4,Zhx1,Activation,12527199,Eumetazoa,Eumetazoa
1212,Etv5,Cav1,Activation,17390339,Eumetazoa,Eumetazoa
1213,Etv5,Elmo1,Unknown,16377631,Eumetazoa,Eumetazoa
1214,Etv5,Il17a,Activation,24486067,Eumetazoa,Eukaryota
1215,Etv5,Il17f,Activation,24486067,Eumetazoa,Mammalia
1216,Etv5,Parg,Unknown,22915039,Eumetazoa,Eumetazoa
1217,Etv5,Ptgs2,Activation,18492810,Eumetazoa,Eukaryota
1218,Etv6,Fli1,Repression,19829305,Eumetazoa,Eukaryota
1219,Etv6,Mmp3,Repression,10913166,Eumetazoa,Eumetazoa
1220,Ewsr1,Fgf10,Activation,25109552,Vertebrata,Mammalia
1221,Ewsr1,Tert,Activation,14678994,Vertebrata,Eumetazoa
1222,Ewsr1,Upp1,Activation,16537893,Vertebrata,Eukaryota
1223,Eya1,Atoh1,Activation,22340499,Eumetazoa,Cellular_organisms
1224,Eya2,Mtor,Activation,22197309,Eumetazoa,Eumetazoa
1225,Ezh1,Tollip,Repression,25687760,Eukaryota,Eukaryota
1226,Ezh2,Bad,Repression,23065098,Eukaryota,Opisthokonta
1227,Ezh2,Bcl2l11,Unknown,23852375,Eukaryota,Vertebrata
1228,Ezh2,Ccna2,Unknown,15077161,Eukaryota,Mammalia
1229,Ezh2,Creb3l1,Unknown,25359725,Eukaryota,Eukaryota
1230,Ezh2,Dkk1,Unknown,19351856,Eukaryota,Eumetazoa
1231,Ezh2,Hey2,Unknown,22312437,Eukaryota,Eumetazoa
1232,Ezh2,Il17a,Activation,21674483,Eukaryota,Eumetazoa
1233,Ezh2,Il17f,Activation,21674483,Eukaryota,Mammalia
1234,Ezh2,Il9,Repression,24108699,Eukaryota,Eumetazoa
1235,Ezh2,Il17f,Activation,21674483,Eukaryota,Mammalia
1236,Ezh2,Nanog,Repression,21490431,Eukaryota,Eumetazoa
1237,Ezh2,Neurog1,Unknown,20078939,Eukaryota,Mammalia
1238,Ezh2,Tbx21,Activation,24760151,Eukaryota,Eumetazoa
1239,Ezh2,Trp53,Unknown,24006445,Eukaryota,Eumetazoa
1240,Ezh2,Unc5b,Unknown,23307742,Eukaryota,Opisthokonta
1241,Fhl2,Fos,Activation,12694872,Eukaryota,Eumetazoa
1242,Fli1,Ccl2,Activation,25108845,Eumetazoa,Eumetazoa
1243,Fli1,Cyr61,Activation,25421497,Eumetazoa,Mammalia
1244,Fli1,Erg,Activation,21536859,Eumetazoa,
1245,Fli1,Ezh2,Activation,19289832,Eumetazoa,Eumetazoa
1246,Fli1,Fli1,Activation,19829305,Eumetazoa,Eukaryota
1247,Fli1,Inpp5d,Repression,20445019,Eumetazoa,Eumetazoa
1248,Fli1,Itga2b,Activation,10210321,Eumetazoa,Eukaryota
1249,Fli1,Itga2b,Unknown,12356738,Eumetazoa,Eumetazoa
