From	To
P70335	Rock1
P70336	Rock2
P70338	Gfi1
P70339	Frat1
P70340	Smad1
P70343	Casp4
P70345	Bcl2l2
P70347	Tank
P70348	Gcm1
P70349	Hint1
P70351	Ezh1
P70352	Art5
P70353	Nfyc
P70354	Msx3
P70365	Ncoa1
P70368	Sebox
P70371	Terf1
P70372	Elavl1
P70375	F7
P70377	Fgf13
P70378	Fgf11
P70380	Il18
P70385	Hsd17b3
P70387	Hfe
P70388	Rad50
P70389	Igfals
P70390	Shox2
P70392	Rasgrf2
P70396	Dlx5
P70397	Dlx6
P70398	Usp9x
P70402	Mybph
P70404	Idh3g
P70406	Ucp2
P70407	Cdh9
P70408	Cdh10
P70414	Slc8a1
P70419	Galnt3
P70423	Slc7a3
P70424	Erbb2
P70425	Rit2
P70426	Rit1
P70429	Evl
P70434	Irf7
P70436	Dlx4
P70441	Slc9a3r1
P70444	Bid
P70445	Eif4ebp2
P70451	Fer
P70452	Stx4
P70458	Serpina5
P70459	Erf
P70460	Vasp
P70658	Cxcr4
P70660	Neurog1
P70661	Neurog3
P70662	Ldb1
P70663	Sparcl1
P70665	Siae
P70669	Phex
P70670	Naca
P70671	Irf3
P70675	Tsx
P70677	Casp3
P70689	Gjb6
P70691	Ugt1a2
P70694	Akr1c6
P70695	Fbp2
P70696	H2bc1
P70697	Urod
P70698	Ctps1
P70699	Gaa
P70700	Polr1b
P70701	Wnt10a
P79457	Uty
P79621	Ciita
P80205	Otx1
P80206	Otx2
P80313	Cct7
P80314	Cct2
P80315	Cct4
P80316	Cct5
P80317	Cct6a
P80318	Cct3
P80560	Ptprn2
P81066	Irx2
P81067	Irx3
P81068	Irx1
P81069	Gabpb2
P81117	Nucb2
P81122	Irs2
P81183	Ikzf2
P81269	Atf1
P81270	Erg
P81615	Ucn
P82019	Defb4
P82020	Defb2
P82198	Tgfbi
P82343	Renbp
P82347	Sgcd
P82348	Sgcg
P82349	Sgcb
P82350	Sgca
P82976	Gbx1
P83093	Stim2
P83503	Nyx
P83555	Kir3dl1
P83626	Tnfrsf26
P83714	Ctf2
P83741	Wnk1
P83861	Qrfpr
P83870	Phf5a
P83877	Txnl4a
P83882	Rpl36a
P83887	Tubg1
P83917	Cbx1
P83940	Eloc
P84075	Hpca
P84078	Arf1
P84084	Arf5
P84086	Cplx2
P84089	Erh
P84091	Ap2m1
P84096	Rhog
P84099	Rpl19
P84228	H3c13
P84228	H3c14
P84228	H3c15
P84228	H3c2
P84228	H3c3
P84228	H3c4
P84228	H3c6
P84228	H3c7
P84244	H3-3a
P84244	H3-3b
P84309	Adcy5
P84444	Ccl21a
P85094	Isoc2a
P85442	Vgll3
P86044	Ano9
P86045	Tmem207
P86046	Kcnj13
P86048	Rpl10l
P86049	Rbm46
P86050	Tmem170b
P86174	Bend4
P86176	Tigit
P86448	Trim43b
P86449	Trim43c
P86546	Bglap
P86547	Bglap2
P86792	Ccl21b
P97287	Mcl1
P97288	Htr4
P97290	Serping1
P97295	Npy2r
P97297	Adm
P97298	Serpinf1
P97299	Sfrp2
P97300	Nptn
P97302	Bach1
P97304	Polr1d
P97305	Nfatc3
P97306	Stac
P97309	Mesp1
P97310	Mcm2
P97311	Mcm6
P97313	Prkdc
P97314	Csrp2
P97315	Csrp1
P97318	Dab1
P97321	Fap
P97325	St3gal3
P97326	Cdh6
P97328	Khk
P97329	Kif20a
P97333	Nrp1
P97343	Uhmk1
P97346	Nxn
P97347	Rptn
P97348	Rhod
P97350	Pkp1
P97351	Rps3a
P97352	S100a13
P97355	Sms
P97357	Taf1a
P97358	Taf1b
P97360	Etv6
P97361	Bpifa1
P97363	Sptlc2
P97364	Sephs2
P97366	Evi5
P97367	Meis2
P97368	Meis3
P97369	Ncf4
P97370	Atp1b3
P97371	Psme1
P97376	Frg1
P97377	Cdk2
P97378	Il12rb2
P97379	G3bp2
P97384	Anxa11
P97386	Lig3
P97390	Vps45
P97391	Pla2g5
P97399	Dspp
P97401	Frzb
P97411	Ica1
P97412	Lyst
P97414	Kcnq1
P97425	Ear2
P97426	Ear1
P97427	Crmp1
P97428	Rgs16
P97429	Anxa4
P97430	Slpi
P97431	Irf6
P97432	Nbr1
P97433	Arhgef28
P97435	Tmprss15
P97436	Nkx3-1
P97440	Slbp
P97441	Slc30a3
P97445	Cacna1a
P97449	Anpep
P97450	Atp5pf
P97452	Bop1
P97454	Smad5
P97457	Mylpf
P97458	Prop1
P97459	Npas1
P97460	Npas2
P97461	Rps5
P97463	Nrtn
P97464	Ext1
P97465	Dok1
P97466	Nog
P97467	Pam
P97468	Cmklr1
P97469	Snai2
P97470	Ppp4c
P97471	Smad4
P97473	Tarbp2
P97474	Pitx2
P97477	Aurka
P97478	Coq7
P97479	Myo7a
P97481	Epas1
P97484	Lilrb3
P97489	Gata5
P97490	Adcy8
P97492	Rgs14
P97493	Txn2
P97494	Gclc
P97496	Smarcc1
P97497	Shbg
P97499	Tep1
P97500	Myt1l
P97501	Fmo3
P97503	Nkx3-2
P97504	Bmx
P97737	Gdf10
P97742	Cpt1a
P97751	Vipr1
P97760	Polr2c
P97762	rp9
P97764	Wbp1
P97765	Wbp2
P97766	Cfc1
P97767	Eya1
P97769	Cited1
P97770	Thumpd3
P97772	Grm1
P97783	Mllt11
P97784	Cry1
P97789	Xrn1
P97792	Cxadr
P97793	Alk
P97794	Kcnj8
P97798	Neo1
P97799	Nrsn1
P97801	Smn1
P97802	Ang3
P97805	Fam3d
P97807	Fh
P97812	Ihh
P97814	Pstpip1
P97817	Cdr2
P97819	Pla2g6
P97820	Map4k4
P97821	Ctsc
P97822	Anp32e
P97823	Lypla1
P97825	Jpt1
P97857	Adamts1
P97858	Slc35b1
P97861	Krt86
P97863	Nfib
P97864	Casp7
P97865	Pex7
P97868	Rbbp6
P97872	Fmo5
P97873	Loxl1
P97875	Jdp2
P97926	Oxtr
P97927	Lama4
P97929	Brca2
P97931	Ung
P97946	Vegfd
P97950	Rab33a
P97952	Scn1b
P97953	Vegfc
P98063	Bmp1
P98064	Masp1
P98078	Dab2
P98083	Shc1
P98084	Apba2
P98086	C1qa
P98154	Dgcr2
P98156	Vldlr
P98191	Cds1
P98192	Gnpat
P98195	Atp9b
P98200	Atp8a2
P98203	Arvcf
P99024	Tubb5
P99025	Gchfr
P99026	Psmb4
P99027	Rplp2
P99028	Uqcrh
P99029	Prdx5
Q000W5	Gbp10
Q00196	Pou2f2
Q00262	Stx2
Q00286	Pou1f1
Q00288	Pax8
Q00322	Cebpd
Q00417	Tcf7
Q00420	Gabpb1
Q00422	Gabpa
Q00493	Cpe
Q00519	Xdh
Q00547	Hmmr
Q00560	Il6st
Q00609	Cd80
Q00612	G6pdx
Q00623	Apoa1
Q00651	Itga4
Q00690	Sele
Q00724	Rbp4
Q00731	Vegfa
Q00780	Col8a1
Q00896	Serpina1c
Q00897	Serpina1d
Q00898	Serpina1e
Q00899	Yy1
Q00915	Rbp1
Q00941	Csf2ra
Q00977	Gjb2
Q00993	Axl
Q00PI9	Hnrnpul2
Q01063	Pde4d
Q01065	Pde1b
Q01097	Grin2b
Q01098	Grin2c
Q01102	Selp
Q01147	Creb1
Q01149	Col1a2
Q01237	Hmgcr
Q01279	Egfr
Q01320	Top2a
Q01337	Adra2c
Q01338	Adra2a
Q01339	Apoh
Q01341	Adcy6
Q01405	Sec23a
Q01514	Gbp1
Q01705	Notch1
Q01721	Gas1
Q01727	Mc1r
Q01730	Rsu1
Q01768	Nme2
Q01776	Gnrhr
Q01815	Cacna1c
Q01853	Vcp
Q01887	Ryk
Q01965	Ly9
Q02013	Aqp1
Q02053	Uba1
Q02067	Ascl1
Q02085	Snai1
Q02105	C1qc
Q02111	Prkcq
Q02152	Htr2b
Q02242	Pdcd1
Q02248	Ctnnb1
Q02257	Jup
Q02284	Htr1f
Q02384	Sos2
Q02395	Mtf2
Q02496	Muc1
Q02525	Zfp39
Q02526	Zfp41
Q02566	Myh6
Q02576	Nhlh1
Q02591	Gsc
Q02596	Glycam1
Q02614	Sap30bp
Q02738	Gjb4
Q02739	Gjb5
Q02780	Nfia
Q02788	Col6a2
Q02789	Cacna1s
Q02819	Nucb1
Q02844	Tpsab1
Q02853	Mmp11
Q02862	Csn1s2a
Q02956	Prkcz
Q03059	Chat
Q03137	Epha4
Q03141	Mark3
Q03142	Fgfr4
Q03145	Epha2
Q03146	Ddr1
Q03147	Cdk7
Q03157	Aplp1
Q03160	Grb7
Q03172	Hivep1
Q03173	Enah
Q03249	Galt
Q03265	Atp5f1a
Q03288	Asip
Q03311	Bche
Q03347	Runx1
Q03350	Thbs2
Q03358	Msx2
Q03366	Ccl7
Q03391	Grin2d
Q03401	Crisp1
Q03402	Crisp3
Q03404	Tff2
Q03517	Scg2
Q03526	Itk
Q03717	Kcnb1
Q03719	Kcnd1
Q03734	Serpina3m
Q03740	Cryge
Q03958	Pfdn6
Q03963	Eif2ak2
Q04207	Rela
Q04211	Btg2
Q04447	Ckb
Q04519	Smpd1
Q04573	Npy1r
Q04592	Pcsk5
Q04646	Fxyd2
Q04683	Cxcr5
Q04690	Nf1
Q04692	Smarcad1
Q04735	Cdk16
Q04736	Yes1
Q04742	Emx1
Q04744	Emx2
Q04750	Top1
Q04758	Pkib
Q04841	Mpg
Q04857	Col6a1
Q04859	Mak
Q04863	Relb
Q04886	Sox8
Q04890	Sox12
Q04891	Sox13
Q04892	Sox14
Q04899	Cdk18
Q04997	Inha
Q04998	Inhba
Q04999	Inhbb
Q05117	Acp5
Q05144	Rac2
Q05186	Rcn1
Q05306	Col10a1
Q05421	Cyp2e1
Q05512	Mark2
Q05685	Folr2
Q05722	Col9a1
Q05738	Sry
Q05769	Ptgs2
Q05816	Fabp5
Q05860	Fmn1
Q05895	Thbs3
Q05909	Ptprg
Q05915	Gch1
Q05920	Pc
Q05921	Rnasel
Q05922	Dusp2
Q05928	Btc
Q059U7	Intu
Q059V1	Hnf4g
Q059Z2	Cpeb1
Q05A06	Vmn1r236
Q05A13	Sdr16c6
Q05A36	Mex3c
Q05A45	Olfr725
Q05A56	Hyal4
Q05A62	Dnal1
Q05AC5	A26c3
Q05AE5	Tdpoz1
Q05AH6	Spindoc
Q05BA5	Ncoa3
Q05BC3	Eml1
Q05BQ1	Igsf9
Q05C60	Zfp760
Q05CB6	Gm3086
Q05CJ1	Zfp850
Q05CL8	Larp7
Q05D44	Eif5b
Q05DE6	Xbp1
Q05DL4	Gbp6
Q06138	Cab39
Q06180	Ptpn2
Q06185	Atp5me
Q06186	Hbegf
Q06194	F8
Q06219	Nr4a2
Q06318	Scgb1a1
Q06335	Aplp2
Q06348	Prrx2
Q06507	Atf4
Q06649	Sh3bp2
Q06770	Serpina6
Q06806	Tie1
Q06831	Sox4
Q06890	Clu
Q06985	Siah1b
Q06RJ2	Abca17
Q06VW2	Nr3c1
Q07076	Anxa7
Q07079	Igfbp5
Q07104	Gdf3
Q07105	Gdf9
Q07113	Igf2r
Q07133	H1-6
Q07139	Ect2
Q07174	Map3k8
Q07230	Zscan2
Q07231	Zscan21
Q07235	Serpine2
Q07243	Mtf1
Q07279	Nfe2
Q07409	Cntn3
Q07417	Acads
Q07424	Cdx4
Q07440	Bcl2a1
Q07456	Ambp
Q07475	Nrep
Q07563	Col17a1
Q07643	Col9a2
Q07646	Mest
Q07763	Cd244
Q07797	Lgals3bp
Q07813	Bax
Q07832	Plk1
Q07916	Pou6f1
Q08024	Cbfb
Q08048	Hgf
Q08091	Cnn1
Q08093	Cnn2
Q08274	Dmwd
Q08288	Lyar
Q08297	Rad51
Q08331	Calb2
Q08376	Zbtb14
Q08423	Tff1
Q08460	Kcnma1
Q08501	Prlr
Q08535	Sct
Q08619	Ifi204
Q08619	Mnda
Q08624	Hoxc4
Q08639	Tfdp1
Q08642	Padi2
Q08652	Rbp2
Q08731	Reg2
Q08761	Pros1
Q08775	Runx2
Q08857	Cd36
Q08874	Mitf
Q08879	Fbln1
Q08890	Ids
Q08943	Ssrp1
Q08AT1	Rasl12
Q08EA8	Tmem213
Q08EC4	Cass4
Q08EC7	Pla2g4c
Q08ED5	Ces2f
Q08ED6	Gm2837
Q08ED8	Fam170b
Q08EE8	Acsbg3
Q08EE9	Nlrp12
Q08EJ0	Plac8l1
Q08EN7	Zcwpw2
Q09014	Ncf1
Q09098	Pate4
Q09143	Slc7a1
Q09163	Dlk1
Q09199	B4galnt2
Q09200	B4galnt1
Q09324	Gcnt1
Q09LZ8	Agbl4
Q09PK2	Asprv1
Q09TK5	Wfdc10
Q09TK7	Spink11
Q09TK9	Spink8
Q0D2G2	Marchf10
Q0EEE2	Ptchd3
Q0GA42	Cnnm1
Q0GE24	Glis3
Q0GGX2	Znf541
Q0GJK1	Arrdc4
Q0GNC1	Inf2
Q0HA38	Ttc21b
Q0KK55	Kndc1
Q0KK56	Fam184b
Q0KK59	Unc79
Q0KL01	Ubxn2b
Q0KL02	Trio
Q0MW30	Neurl1b
Q0P521	1700013D24Rik
Q0P523	Cib3
Q0P538	Bcl2a1c
Q0P543	Gipr
Q0P547	Vmn1r181
Q0P5U5	Gm3055
Q0P5V2	Sobp
Q0P5V9	Slc45a4
Q0P5W9	Rfx5
Q0P5X1	Lrriq1
Q0P5X5	Zbbx
Q0P5Y3	Tppp2
Q0P678	Zc3h18
Q0P6A6	Caprin2
Q0PD08	Rab42
Q0PD11	Rab40c
Q0PD45	Rab11a
Q0PD48	Rab9
Q0PDJ1	AU018091
Q0PHV7	Dact3
Q0Q236	Bsph2
Q0Q237	Gm1110
Q0QWG9	Grid2ip
Q0V8T7	Cntnap5c
Q0V8T8	Cntnap5b
Q0V8T9	Cntnap5a
Q0VAV2	Exph5
Q0VAW6	8030462N17Rik
Q0VAW7	Znf112
Q0VAX3	Fads2b
Q0VAX9	Olfr18
Q0VAY3	Fam187b
Q0VB26	Tex26
Q0VB29	Olfr1180
Q0VB31	Spag11
Q0VBB0	Prelid2
Q0VBD0	Itgb8
Q0VBD2	Mcm10
Q0VBF2	Tmem52b
Q0VBF8	Stum
Q0VBH3	Olfr629
Q0VBH4	Srms
Q0VBI4	Olfr1136
Q0VBK2	Krt80
Q0VBL1	Tigd2
Q0VBL3	Rbm15
Q0VBL6	Hif3a
Q0VBM2	Fam83b
Q0VBN2	Dsel
Q0VBP7	Shisal1
Q0VBU9	Plpp4
Q0VBV7	Cep126
Q0VDL4	Zfp109
Q0VDM9	Krt78
Q0VDN7	Rundc1
Q0VDQ9	Fezf1
Q0VDT2	Znf367
Q0VDU3	Gpr15
Q0VDY1	Olfr1428
Q0VE29	Samd12
Q0VE82	Cpne7
Q0VEF4	Olfr930
Q0VEJ0	Cep76
Q0VEL5	Olfr90
Q0VEM9	Muc15
Q0VEP0	Olfr1507
Q0VEV7	Olfr1442
Q0VF22	Ccdc138
Q0VF55	Atp2b3
Q0VF58	Col19a1
Q0VF76	Ttc39d
Q0VF94	Nkpd1
Q0VFX2	Cfap157
Q0VFY0	Zfp72
Q0VG34	4930480E11Rik
Q0VG51	Cytl1
Q0VG62	Rbis
Q0VG85	Ccdc162
Q0VGB7	Ppp4r2
Q0VGI4	Neu2
Q0VGR4	Megf9
Q0VGU4	Vgf
Q0VGU8	Bpifa6
Q0VGY8	Tanc1
Q0VGY9	Ank1
Q0WXH6	Gm7030
Q0Z9Z6	A230006K03Rik
Q0ZCJ7	Mamstr
Q0ZLH2	Pjvk
Q0ZUP1	Klrb1
Q10470	Mgat3
Q11011	Npepps
Q11127	Fut4
Q11131	Fut7
Q11136	Pepd
Q11204	St3gal2
Q147V3	Dnali1
Q148A0	St18
Q148A4	Ppp1r32
Q148B1	Cyp2c65
Q148B6	Spatc1
Q148R9	Rgs9bp
Q148S0	Tsc22d2
Q148V7	Relch
Q148V8	Fam83h
Q148W0	Atp8b1
Q148W8	Styxl2
Q149B8	Perm1
Q149C2	Traf3ip1
Q149C3	Lingo4
Q149F1	Rpusd2
Q149F5	Tmem71
Q149I8	Iqcm
Q149L0	Dhrs2
Q149L6	Dnajb14
Q149L7	Crtam
Q149M0	Clec12b
Q149R9	Lpar5
Q149S1	Tekt4
Q149T7	Ppm1j
Q149W4	Ssty2
Q149X8	Zscan30
Q14A28	Prok1
Q14AA6	1700009N14Rik
Q14AD7	Cfap46
Q14AF1	Tmem217
Q14AI0	DSCC1
Q14AI6	Rpusd3
Q14AJ3	Lcn3
Q14AJ8	Dmrtc1c2
Q14AJ9	Olfr125
Q14AK4	Zdhhc11
Q14AK5	Olfr733
Q14AL5	Oprk1
Q14AN0	Mageb5
Q14AP0	Txndc8
Q14AR0	Slirp
Q14AT2	Tex11
Q14AT5	Ano7
Q14AW5	Nsun7
Q14AX6	Cdk12
Q14AZ4	Oas1f
Q14B02	Rnf133
Q14B24	Prss57
Q14B25	Prss48
Q14B46	Rtkn2
Q14B48	Itprid1
Q14B62	ptchd1
Q14B71	Cdca2
Q14B74	Adamtsl1
Q14B80	Kcnc2
Q14BA6	Medag
Q14BB9	Map6d1
Q14BH9	V1rd21
Q14BI1	Slc24a2
Q14BI2	Grm2
Q14BI5	Myom2
Q14BI7	Tdrd9
Q14BJ1	Fam89a
Q14BK3	Tex35
Q14BP6	Lrrc74b
Q14BQ3	Ct55
Q14BT6	A4gnt
Q14BU0	Ucma
Q14BV6	Ydjc
Q14BW2	Cldn16
Q14BX2	Prss55
Q14BX6	Ppp1r14bl
Q14BY6	D330022A01Rik
Q14C10	Vmn1r15
Q14C37	Lemd1
Q14C51	Ptcd3
Q14C59	Tmprss11b
Q14CH0	Fam171b
Q14CH1	Mocos
Q14CH7	Aars2
Q14DH7	Acss3
Q14DI0	Gm49359
Q14DK4	Gpat2
Q14DK5	Hhipl1
Q14DL0	Ubqlnl
Q14DL3	Lrriq3
Q14DN9	Ankdd1b
Q14DQ1	Fam219b
Q17ST2	Kcna7
Q18PE0	Dok7
Q197W7	Man2a2
Q19AB2	Robo2
Q19LI2	A1bg
Q1A3B0	Cers3
Q1AN90	Sirpb1c
Q1AN91	Gm9733
Q1AN92	Gm5150
Q1EG27	Myo3b
Q1EHW4	Sap25
Q1ERP8	Cd300lg
Q1H9T6	Zbtb48
Q1HCM0	Fgfbp3
Q1HDU4	Arhgap9
Q1HFZ0	Nsun2
Q1HKZ5	Map3k13
Q1JRP2	Tmprss11c
Q1LZI2	Slc35f3
Q1LZI5	Btbd35f14
Q1PSW8	Trim71
Q1RLL3	Cpne9
Q1RLL7	Fam90a1b
Q1RME4	Gm1123
Q1W617	Shroom4
Q1WG82	Zglp1
Q1WWJ5	Zfp386
Q1XH17	Trim72
Q208S0	Teddm2
Q20BD0	Hnrnpab
Q24JP3	Fam178b
Q283N4	Urad
Q2EG98	Pkd1l3
Q2EMV9	Parp14
Q2EY15	Prtg
Q2HJ10	Slc30a2
Q2HXL6	Edem3
Q2KHI9	Mcm9
Q2KHK3	Lvrn
Q2KHK6	Gsdmc2
Q2KN98	Specc1l
Q2LA85	Treml2
Q2M3X8	Phactr1
Q2M4I6	Scand1
Q2MDF7	Rhox4g
Q2MDF8	Rhox4f
Q2MDG1	Rhox4c
Q2MH31	Smrp1
Q2MHE5	Dok6
Q2MHN3	Zfhx2
Q2MKA5	Chrna5
Q2MV57	Tctn2
Q2NKH9	Glt6d1
Q2NKI2	Vax1
Q2NL51	Gsk3a
Q2NLB9	Med12
Q2PFD7	Psd3
Q2PZL6	Fat4
Q2Q5T5	Mymx
Q2QI47	Ush2A
Q2TA50	Mlana
Q2TA51	Krtap5-5
Q2TB02	Nfkbid
Q2TB45	Gm6460
Q2TB54	Fcamr
Q2TBA3	Malt1
Q2TBE6	Pi4k2a
Q2TJ95	Rspo3
Q2TJJ8	Klra9
Q2TL60	Znf667
Q2TPA8	Hsdl2
Q2TUM3	Kcnrg
Q2TV84	Trpm1
Q2UY11	Col28a1
Q2V6D6	Gbp8
Q2VEB3	Akap6
Q2VIS4	Flg2
Q2VLH6	Cd163
Q2VPA6	Helq
Q2VPD4	Arntl2
Q2VPQ3	Zfp597
Q2VPR5	Hdgfl1
Q2VPU4	Mlxip
Q2VWQ2	Nell1
Q2VWQ4	Gapdh
Q2WF71	Lrfn1
Q2WG76	Ripply2
Q2WG77	Ripply1
Q2XU92	Acsbg2
Q2YFS1	Pilrb2
Q2YFS2	Pilrb
Q2YFS3	Pilra
Q30D77	Col24a1
Q30KM5	Gm15056
Q30KM9	Defb43
Q30KN1	Defb47
Q30KN3	Defb33
Q30KN4	Defb30
Q30KN7	Defb26
Q30KN8	Defb25
Q30KP0	Defb23
Q30KP3	Defb20
Q30KP4	Gm17416
Q30KP5	Defb18
Q30KP6	Defb41
Q31093	H2-M3
Q31099	H2-DMb2
Q31125	Slc39a7
Q31200	H2-M1
Q31615	H2-T22
Q32KI9	Arsi
Q32LZ8	Pnpla5
Q32M00	Crebl2
Q32M02	Fscn2
Q32M07	Ak8
Q32M08	Dus4l
Q32M21	Gsdma2
Q32M27	Klk9
Q32MD9	Cdon
Q32ME0	Kcnh6
Q32MG2	Cby2
Q32MW3	Acot10
Q32NY4	Cnnm3
Q32NY8	Tcfl5
Q32NZ6	Tmc5
Q32P12	Hrob
Q32Q92	Acot6
Q32SD3	Musk
Q33DR2	Pdss1
Q33DR3	Pdss2
Q3B7Z2	Osbp
Q3B807	Tcerg1l
Q3B810	ENSMUSG00000074330
Q3B889	Olfr430
Q3HNM7	Insc
Q3I5G5	Foxi2
Q3KNA1	Mrgprb2
Q3KNI6	Dnaaf6
Q3KNJ2	Nhej1
Q3KNK3	Cyb5r2
Q3KNM2	Marchf5
Q3KNN2	Tex33
Q3KNP5	V1rd18
Q3KNY0	Igfn1
Q3KNY5	Riiad1
Q3KPB0	Olfr616
Q3KPC7	Olfr1340
Q3KQJ0	Tmem69
Q3KQP7	Spo16
Q3KR45	Dnmt3b
Q3L180	Defa26
Q3LAC4	Prex2
Q3LHH5	Vmn2r65
Q3LHH8	Esp1
Q3LR78	Zbtb38
Q3LRV9	Treml4
Q3LS20	Kcnk10
Q3LS21	Kcnk9
Q3MI11	Tnip3
Q3MI48	Jsrp1
Q3MI99	Ccbe1
Q3SXA2	Vmn1r11
Q3SXB8	Colec11
Q3SXC5	Arl14
Q3SXD3	Hddc2
Q3SXF0	Ifitm6
Q3SXG2	Fpr-rs6
Q3SXG4	Znrf2
Q3SXH3	Sva
Q3SXH8	Olfr681
Q3SXJ3	Olfr1209
Q3SYJ2	Prr27
Q3SYK4	Vrtn
Q3SYK5	Abl1
Q3SYP2	Ctrc
Q3T9M1	Mfsd2b
Q3T9N4	St8sia6
Q3T9Z9	Zup1
Q3TA38	Tmem120b
Q3TA59	Jmjd8
Q3TAA7	Stk11ip
Q3TAA8	Pigu
Q3TAE8	Alg6
Q3TAP4	Ap5b1
Q3TAQ9	Wdr36
Q3TAS6	Emc10
Q3TB05	Galnt9
Q3TB24	Dnajb2
Q3TB48	Tmem104
Q3TB82	Plekhf1
Q3TBD2	Arhgap45
Q3TBL6	Tnfaip8l3
Q3TBN1	Tmem248
Q3TBR1	Gskip
Q3TBT3	Sting1
Q3TBV4	Kcnk6
Q3TBW2	Mrpl10
Q3TC33	Ccdc127
Q3TC46	Patl1
Q3TC72	Fahd2
Q3TC93	Hs1bp3
Q3TCH7	Cul4a
Q3TCJ1	Abraxas2
Q3TCJ8	Ccdc69
Q3TCN2	Plbd2
Q3TCT4	Entpd7
Q3TCV3	Gsap
Q3TCX3	Khdc4
Q3TD09	Laptm5
Q3TD16	Rubcnl
Q3TD49	Sppl2b
Q3TDB0	Erich1
Q3TDC6	Ddhd1
Q3TDD9	Ppp1r21
Q3TDE8	Znf691
Q3TDK6	Rogdi
Q3TDN0	Disp1
Q3TDN2	Faf2
Q3TDQ1	Stt3b
Q3TDV8	Zfp444
Q3TDW1	Fxyd5
Q3TDX8	Cyb5r4
Q3TE80	2410002F23Rik
Q3TE95	Rcn2
Q3TEA8	Hp1bp3
Q3TEE9	Osgin2
Q3TEF0	Cdc23
Q3TEG0	Btbd8
Q3TEL6	Rnf157
Q3TES0	Iqsec3
Q3TEW6	Mpzl1
Q3TEX6	Fancb
Q3TF33	LTO1
Q3TF40	Nono
Q3TFD2	Lpcat1
Q3TFI6	Gimap1
Q3TFK5	Gpatch4
Q3TFQ1	Spryd7
Q3TFZ4	Zfp7
Q3TG23	Zcchc17
Q3TG86	Cyp11b1
Q3TGF2	Fam107b
Q3TGS7	Snx12
Q3TGW2	Eepd1
Q3TGW8	St13
Q3TH73	Ttyh2
Q3THE2	Myl12b
Q3THF1	Zfp709
Q3THF9	Coq10b
Q3THG9	Aarsd1
Q3THJ3	Eif1ad
Q3THK3	Gtf2f1
Q3THK7	Gmps
Q3THS6	Mat2a
Q3THW5	H2az2
Q3TI53	Iqcj-Schip1
Q3TI53	Schip1
Q3TIR1	Trappc13
Q3TIR3	Ric8a
Q3TIT8	Slc37a3
Q3TIU4	Pde12
Q3TIV5	Zc3h15
Q3TIX6	Fubp3
Q3TIX9	Usp39
Q3TJ22	Aamp
Q3TJ91	Llgl2
Q3TJB1	Zmym1
Q3TJM4	Cenpt
Q3TJW2	Fbxo15
Q3TJZ6	Fam98a
Q3TKG4	Psmc3
Q3TKQ7	Zc3h7a
Q3TKR3	Nlrp4c
Q3TKT4	Smarca4
Q3TKY6	Cwc27
Q3TKZ9	Nolc1
Q3TL26	Tfb2m
Q3TL44	Nlrx1
Q3TLD5	Uri1
Q3TLH4	Prrc2c
Q3TLH8	Creb5
Q3TLI0	Trappc10
Q3TLJ4	Myo1e
Q3TLM3	Fxyd3
Q3TLM8	4930547M16Rik
Q3TLP5	Echdc2
Q3TLR7	Dtl
Q3TLS3	Gdpgp1
Q3TMH2	Scrn3
Q3TML0	Pdia6
Q3TMP1	Gtf3c3
Q3TMP8	Tmem38a
Q3TMQ6	Ang4
Q3TMV7	Pyroxd1
Q3TMW1	Ccdc102a
Q3TMX5	Manf
Q3TMX7	Qsox2
Q3TN34	Micall2
Q3TNA1	Xylb
Q3TNH5	Fam172a
Q3TNL8	Itprip
Q3TNN8	Gucy1a2
Q3TNW3	Trim30d
Q3TNW5	Mucl3
Q3TNX8	Adamts4
Q3TP92	Ctdnep1
Q3TPE9	Ankmy2
Q3TPJ7	Midn
Q3TPK5	Lrrc70
Q3TPQ4	Samd10
Q3TPQ7	AW146154
Q3TPR7	Tmem184c
Q3TQ46	Dipk2b
Q3TQ64	Arhgef18
Q3TQ93	Rab33b
Q3TQ94	Ift140
Q3TQB2	Foxred1
Q3TQC7	Entpd5
Q3TQF0	Fbxo31
Q3TQG9	Zfp607a
Q3TQN1	Tpst2
Q3TQR0	Pgap2
Q3TQS0	Calr4
Q3TQZ4	Eif1ad3
Q3TR54	Gsdmc4
Q3TRG0	Gm1604b
Q3TRJ4	Krt26
Q3TRL8	Zfp976
Q3TRM4	Pnpla6
Q3TRM8	Hk3
Q3TRR0	Map9
Q3TRZ7	Cnbd2
Q3TS39	SMIM33
Q3TSA9	Fbxw18
Q3TSF2	Zfp939
Q3TSG4	Alkbh5
Q3TST9	Slf2
Q3TSW4	Ccnd3
Q3TT38	Ilrun
Q3TT48	Pcsk2
Q3TT99	Gdpd4
Q3TTA7	Cblb
Q3TTC2	Yy2
Q3TTD8	Gm20737
Q3TTE0	Adam5
Q3TTN6	1700010I14Rik
Q3TTP0	Shcbp1l
Q3TTY0	Plb1
Q3TTY5	Krt2
Q3TU36	Rap1gds1
Q3TUA9	Pomk
Q3TUD9	Tmem18
Q3TUF7	Yeats2
Q3TUH1	Tamm41
Q3TUL7	Dcaf17
Q3TUU5	Tex30
Q3TUY3	Sbpl
Q3TUZ9	Gm10481
Q3TV65	Mpnd
Q3TV70	Nr2c2ap
Q3TVA9	Ccdc136
Q3TVC7	Ccndbp1
Q3TVI4	Hexim2
