Symbol,GeneID
Retn,57264
Tfdp2,211586
Itgae,16407
Tfcp2l1,81879
Thbs1,21825
Il23a,83430
Setdb1,84505
Scgb1a1,22287
Mnx1,15285
Ncor1,20185
Prdm13,230025
Msx2,17702
Cxcl9,17329
Ptpro,19277
Foxc2,14234
Akr1b3,11677
Il2rb,16185
Slc6a6,21366
Ywhae,22627
Gadd45a,13197
Il13,16163
Noct,12457
Dcst1,77772
Zfp423,94187
Crabp2,12904
Npas2,18143
Oxt,18429
Angpt2,11601
Srrt,83701
Apod,11815
Icam2,15896
Pde3b,18576
Id1,15901
Arntl,11865
Pcsk9,100102
Alx4,11695
Osm,18413
Cdc25a,12530
Pdgfrb,18596
Nqo1,18104
Afp,11576
Robo2,268902
Mchr1,207911
Pelp1,75273
Bsx,244813
Ces2c,234671
Srd5a2,94224
Vhl,22346
Scarb1,20778
Kdr,16542
Tff2,21785
Chd8,67772
Itgam,16409
Myh11,17880
Grm2,108068
S1pr1,13609
Crem,12916
Six1,20471
Fshb,14308
Pla2g6,53357
Mrc1,17533
Sell,20343
Fgf3,14174
Plin5,66968
Mnt,17428
Mdc1,240087
Eif2ak2,19106
Kdm5c,20591
Nfatc4,73181
Sim1,20464
Cyp21a1,13079
Kcnv2,240595
Ikbkb,16150
Bglap3,12095
Muc2,17831
Cfb,14962
Cyp27a1,104086
Heph,15203
Slc25a4,11739
Cpt1a,12894
Bhlhe23,140489
Mgat5b,268510
Sirt5,68346
Mkl1,223701
Tac4,93670
Snd1,56463
Hif1a,15251
Bfsp1,12075
Sec23a,20334
H2-Eb1,14969
Mef2c,17260
Sp5,64406
Wnt1,22408
Hoxa2,15399
Tef,21685
Mmp3,17392
Fgfbp1,14181
Ifih1,71586
Alx1,216285
Fgf23,64654
Mgarp,67749
Bnip3,12176
Kpna2,16647
Ctgf,14219
Acaca,107476
Pax2,18504
Il12b,16160
Crebzf,233490
Map3k8,26410
Serpinh1,12406
Bmpr1b,12167
Mecp2,17257
Slc3a2,17254
Lss,16987
Mzf1,109889
Cad,69719
Hdac11,232232
Hrc,15464
Dab2,13132
Ddx58,230073
Apoc3,11814
Kif2a,16563
B3gat1,76898
Erbb2,13866
Dnmt3l,54427
Srr,27364
Scd1,20249
Gcfc2,330361
Odf2,18286
Hrasls5,66727
Bcl11b,58208
Itga5,16402
Csn1s1,12990
Fgf16,80903
Tfcp2,21422
Cdkn1c,12577
Cd3e,12501
Itpr1,16438
Trps1,83925
Plk3,12795
Unc5b,107449
Nf1,18015
Krt14,16664
Xrcc1,22594
Ccnb2,12442
Egfr,13649
Ostm1,14628
Sla2,77799
Ebna1bp2,69072
Serpine1,18787
Emsy,233545
Gcm1,14531
Ccl21a,18829
E4f1,13560
Me1,17436
Paqr7,71904
Tcp1,21454
Jak2,16452
Rxrb,20182
Tns1,21961
Fn1,14268
Cyp2b9,13094
Elp2,58523
Hoxd11,15431
Klf15,66277
Smtnl1,68678
Flt1,14254
Shbg,20415
Igfbp2,16008
Zbtb2,381990
Sag,20215
Elmo1,140580
Gclc,14629
Bmpr2,12168
Prkar2b,19088
Hmgcs2,15360
Klrb1c,17059
Hnrnpa2b1,53379
Akr1c18,105349
Kcnb1,16500
Sftpa1,20387
Smurf1,75788
Gbp2,14469
Rc3h1,381305
Ncoa2,17978
Krt5,110308
Tfap2b,21419
Tesc,57816
Fosl2,14284
Jarid2,16468
Wnt11,22411
Klf4,16600
Hdac3,15183
Sftpc,20389
Rictor,78757
Lhb,16866
Col3a1,12825
Neurog2,11924
C1qbp,12261
Ddit3,13198
Trh,22044
Cry1,12952
Pmp2,18857
Klf10,21847
Cirbp,12696
Tapbp,21356
Adipoq,11450
Stk39,53416
Avp,11998
Adipor1,72674
Cftr,12638
Prf1,18646
Fbxw7,50754
Ptpn4,19258
Nfe2l2,18024
Ubtfl1,546118
Sox14,20669
Maf,17132
Rbl1,19650
Hivep2,15273
Pias3,229615
Mef2d,17261
Slc9a3,105243
Mkx,210719
Drd1,13488
Tpsab1,100503895
Igfbp3,16009
Ccng2,12452
Prdm1,12142
Cxcl13,55985
Shox2,20429
Raf1,110157
Fgf21,56636
Bach1,12013
Foxa1,15375
Hand2,15111
Tead4,21679
Mgam,232714
Ccl2,20296
Aqp5,11830
Bcl9l,80288
Zfp513,101023
Ifne,230405
Fes,14159
Bmp2,12156
Tbp,21374
Cd55,13136
Fgf4,14175
Tmbim6,110213
Akr1b7,11997
Klf9,16601
Hdac2,15182
Tbx18,76365
Pttg1,30939
Cyp2b10,13088
Acmsd,266645
Wee1,22390
Cldn5,12741
Stat5a,20850
Src,20779
Fxyd1,56188
Irak1,16179
Emx2,13797
Cd3d,12500
Gria1,14799
Myom2,17930
Perp,64058
Pbx4,80720
Mvk,17855
Amelx,11704
Men1,17283
Gpx5,14780
Nnat,18111
Sox18,20672
Ret,19713
Atp12a,192113
Chst11,58250
Cxcl15,20309
Rif1,51869
Lfng,16848
Pex11a,18631
Gfpt2,14584
Acsl4,50790
Mepe,94111
Elp3,74195
Olig2,50913
Phf12,268448
Scgb3a2,117158
Nfe2l3,18025
Abcc1,17250
Hlx,15284
Aire,11634
Crh,12918
Prnd,26434
Cyp3a11,13112
Kcnj3,16519
Dot1l,208266
Cdh5,12562
Ptpn6,15170
Hdac1,433759
Fxyd2,11936
Hoxc6,15425
Nupr1,56312
Neurod1,18012
Pou4f1,18996
Slc15a1,56643
Vip,22353
Eed,13626
Bhlha15,17341
Plcg2,234779
Fkbp8,14232
Mmp14,17387
Abcb1a,18671
Tgfbr2,21813
Nox1,237038
Smad2,17126
Prdx6,11758
Tfb2m,15278
Clu,12759
Pirb,18733
Myl2,17906
Pde6a,225600
Sfrp1,20377
Spag6,381350
Nlrp1a,195046
Six3,20473
Tlr13,279572
Reln,19699
S1pr5,94226
H2-DMb1,14999
Lgals3,16854
Bcl6,12053
Sufu,24069
Notch4,18132
Mmp10,17384
Gstp2,14869
H2-Aa,14960
Per2,18627
Myh4,17884
Zfp143,20841
Whsc1l1,234135
Aqp2,11827
Srrm4,68955
Igf1r,16001
Ciita,12265
Sox2,20674
Barhl1,54422
Cdk4,12567
Csrp3,13009
Ctla4,12477
Tlx2,21909
Ttf1,22130
Csrp2,13008
Ccr9,12769
Blk,12143
Cend1,57754
Rela,19697
Brip1,237911
Scnn1a,20276
Snrpn,20646
Myo6,17920
Mbd3,17192
Acacb,100705
Med23,70208
Tpr,108989
Spen,56381
Ntrk1,18211
Ran,19384
Foxd3,15221
Atp1a1,11928
Rnd3,74194
Nat2,17961
Gas2,14453
Cyp7a1,13122
Nkd2,72293
H2-DMa,14998
Cxcl10,15945
Dmbx1,140477
Robo1,19876
Cnot3,232791
Tcf3,21423
Casp8ap2,26885
Mapk14,26416
Ldhb,16832
Cdkn2c,12580
Sp1,20683
Penk,18619
Sf1,22668
Epha5,13839
Il15,16168
Tyms,22171
Foxg1,15228
Smarcc1,20588
Zeb1,21417
Tle3,21887
Gata6,14465
Tnp1,21958
Pcx,18563
Sp3,20687
Npc1,18145
Ece1,230857
Mpv17l,93734
Gata4,14463
Pdgfa,18590
Slc10a1,20493
Tgfb2,21808
Vax2,24113
Gli1,14632
Bdnf,12064
Cd4,12504
Mcm6,17219
Ache,11423
Bmp7,12162
Map1b,17755
Pdcd1lg2,58205
Tfec,21426
Slc6a19,74338
Becn1,56208
Sp2,78912
Tph2,216343
Uhrf1,18140
Nfkbib,18036
F12,58992
Wisp2,22403
Arnt,11863
Meis1,17268
Fgf18,14172
Glb1,12091
Krt16,16666
Ccr7,12775
Col4a2,12827
Bcl11a,14025
G6pc,14377
Dr1,13486
Axin2,12006
Runx1,12394
Smarcd3,66993
Cebpe,110794
Gli2,14633
Tsc22d3,14605
Lrp1,16971
Ch25h,12642
Slc8a3,110893
Capn2,12334
Nr5a1,26423
Vegfd,14205
Col11a1,12814
Sgcg,24053
Onecut3,246086
Cox4i1,12857
Dapk1,69635
Tpt1,22070
Nfe2,18022
Fam162a,70186
Sox9,20682
Riox2,67014
Rbp3,19661
Pou3f4,18994
Cyp11b2,13072
Nfatc2,18019
Klf1,16596
Adgrb1,107831
Gata1,14460
H2afz,51788
Gstp1,14870
Nfyc,18046
Dspp,666279
Angptl4,57875
Hnrnpd,11991
Mafa,378435
Sp8,320145
Cyp4a12a,277753
Hadh,15107
Relb,19698
Jmjd1c,108829
Atoh7,53404
Fgf10,14165
Ptdss1,19210
En1,13798
Adora1,11539
Sry,21674
Entpd1,12495
Fgf7,14178
Crygd,12967
Abca3,27410
Hdac4,208727
Rest,19712
Cdk5r1,12569
Epha2,13836
Ubc,22190
Ltb,16994
Nfatc2ip,18020
Six6,20476
Cdx1,12590
Mif,17319
Tdo2,56720
Pdgfra,18595
Abcb4,18670
Slc2a4,20528
Otx1,18423
Smad3,17127
Ebi3,50498
Pparg,19016
Snai1,20613
Barx2,12023
Pkhd1,241035
Il17f,257630
Tg,21819
Bcl2l1,12048
Fam161a,73873
Epb42,13828
Ikzf3,22780
Ctse,13034
Rac1,19353
Rchy1,68098
Il2ra,16184
Il1a,16175
Pgf,18654
Ndor1,78797
Creb1,12912
Tnf,21926
Nr2f2,11819
Ripk2,192656
Eya1,14048
Sp4,20688
Nr1h4,20186
Plaur,18793
Med1,19014
Prg2,19074
Adam8,11501
Shc1,20416
Socs1,12703
Cyp1a1,13076
Stab1,192187
Wap,22373
Pax5,18507
Actc1,11464
Thrsp,21835
Mybbp1a,18432
Il7r,16197
Hamp,84506
Il1b,16176
Fabp7,12140
Fli1,14247
Trim32,69807
Rarres2,71660
Egr3,13655
Etv1,14009
Atf2,11909
Ihh,16147
Dhfr,13361
Lor,16939
Cidec,14311
Igf2bp2,319765
Nanos3,244551
Cd5,12507
Pnp,18950
Foxa3,15377
Twist2,13345
Sprr2a1,20755
Bmp5,12160
Trp53bp1,27223
Aif1,11629
Mef2a,17258
Ivl,16447
Bcl2a1a,12044
Wnt3a,22416
Rap2b,74012
Cd79a,12518
Gata3,14462
Tpo,22018
Krt13,16663
Igf1,16000
Cd86,12524
Mov10l1,83456
Oprm1,18390
Hoxc8,15426
Pdyn,18610
Bcl3,12051
Ddx5,13207
Star,20845
Rnf144a,108089
Ifna4,15967
Erg,13876
Eras,353283
Reep5,13476
Kat2b,18519
Cck,12424
Mdk,17242
Cdk9,107951
Dnmt3b,13436
Lmna,16905
Mpo,17523
Tspo,12257
Npas1,18142
Mdm2,17246
Atm,11920
Chek1,12649
Acadm,11364
Hipk2,15258
Rb1cc1,12421
Irf2,16363
Itga2b,16399
Ldhd,52815
Zfpm2,22762
Smurf2,66313
Myog,17928
Kras,16653
Abcb1b,18669
Ugt1a6a,94284
Foxp2,114142
Maoa,17161
Sftpb,20388
Sh3bp2,24055
Vsx1,114889
Hdgf,15191
Suz12,52615
Dmrt2,226049
Alx3,11694
Esrrg,26381
Klkb1,16621
Smad5,17129
Tial1,21843
Nfkbiz,80859
Zfp385a,29813
Creb3l4,78284
Mbp,17196
Thrb,21834
Tnk1,83813
Has2,15117
Ofd1,237222
Dach1,13134
Sst,20604
Zfpm1,22761
Foxj3,230700
Ldb2,16826
Hoxb1,15407
Cyp7b1,13123
Hes1,15205
Nectin2,19294
Acot1,26897
Atf1,11908
Slc51b,330962
Auts2,319974
Igll1,16136
Klf16,118445
Myf6,17878
Lpin1,14245
Ehmt2,110147
Adam12,11489
Cldn3,12739
Ncam1,17967
Phox2b,18935
Sp7,170574
Ibsp,15891
Lep,16846
Lhcgr,16867
Spry1,24063
Brca1,12189
Bmp6,12161
Hoxd4,15436
Cebpd,12609
F7,14068
Cldn19,242653
Hras,15461
Lefty1,13590
Inpp5k,19062
Kdm2a,225876
Nppb,18158
Rgs16,19734
Gjc1,14615
Gclm,14630
Calcrl,54598
Hoxa1,15394
Smad9,55994
Scnn1g,20278
Abcd4,19300
Il5ra,16192
Prdm5,70779
Nr4a3,18124
Hoxa9,15405
Dmp1,13406
Pbx1,18514
Tsg101,22088
Inpp5d,16331
Hoxd13,15433
Mybl2,17865
Pla2g7,27226
Xrcc6,14375
Tbx21,57765
Wnt5a,22418
Alpl,11647
Dpagt1,13478
Il27,246779
Phex,18675
Rax,19434
Pet1,260298
Nrip1,268903
C1qb,12260
Apom,55938
Slc45a2,22293
Cdx4,12592
Ezh1,14055
Cyp3a41a,53973
Egr4,13656
Mapk8,26419
Egf,13645
Agrp,11604
Tinagl1,94242
Mdm4,17248
Lbx2,16815
Tal1,21349
Ern1,78943
Zscan10,332221
Tap2,21355
Keap1,50868
Neurod6,11922
Socs2,216233
Alox5,11689
Ripply3,170765
Tll1,21892
Actg2,11468
Atf6,226641
Ash1l,192195
Sod3,20657
Rrm2b,382985
Hlf,217082
Mpz,17528
Plod1,18822
COX2,17709
Havcr2,171285
Mllt3,70122
Rag2,19374
Neurog1,18014
Ptges2,96979
Cldn11,18417
Cox17,12856
Parg,26430
Gtf2b,229906
Nr4a1,15370
Sod2,20656
Smoc2,64074
Pias2,17344
Slc40a1,53945
Mcm7,17220
Ankrd1,107765
Jazf1,231986
Ppp1r1b,19049
Pnmt,18948
Txlng,353170
Polr2f,69833
Mmp1a,83995
Gja3,14611
Irf7,54123
Akap12,83397
Car1,12346
Ewsr1,14030
Sox7,20680
Mxd3,17121
Wnt8b,22423
Ndp,17986
Lgals4,16855
Klf2,16598
Tbx4,21387
Opn1sw,12057
Mylk,107589
Myef2,17876
Acss2,60525
Reg3g,19695
Hr,15460
Depdc1b,218581
Map3k7,26409
Best1,24115
Gtf2a2,235459
Ocln,18260
Mycn,18109
Csrp1,13007
Ccl25,20300
Angpt1,11600
Mab21l2,23937
Srebf1,20787
Prl,19109
Notch3,18131
Defb2,13215
Nkx2-1,21869
Srf,20807
Chd7,320790
Mcm8,66634
Upf3b,68134
Cdk5r2,12570
Ptprz1,19283
Tnfrsf10b,21933
Pglyrp1,21946
Tnfrsf11b,18383
Nrf1,18181
Tfap2d,226896
Trib3,228775
Daxx,13163
Edem1,192193
Stat6,20852
Fshr,14309
Htr1a,15550
Nr1i2,18171
Cxcr5,12145
Olfr17,18314
Ehmt1,77683
Nos2,18126
Id3,15903
Cadm1,54725
Bik,12124
Scn8a,20273
Serpine2,20720
Slc39a10,227059
Sall4,99377
Morf4l1,21761
Cdx2,12591
Scgb3a1,68662
Ppp1r16a,73062
Cdo1,12583
Gfi1b,14582
Birc2,11797
Rfx5,53970
