TF,Target,Mode,PMID,Tf_age,Tg_age,Tg_age_int,TF_age_int,age_length,TF_ID,Target_ID
Nfib,Col2a1,Activation,17904922,Eumetazoa,Vertebrata,5,4,1,18028,12824
Nfib,Fam89b,Unknown,9056636,Eumetazoa,Amniota,6,4,2,18028,17826
Nfic,Ccl2,Unknown,11164890,Eumetazoa,Amniota,6,4,2,18029,20296
Nfic,Col1a1,Activation,7768510,Eumetazoa,Vertebrata,5,4,1,18029,12842
Nfic,Dspp,Activation,22228435,Eumetazoa,Amniota,6,4,2,18029,666279
Nfic,Dspp,Unknown,22447851,Eumetazoa,Amniota,6,4,2,18029,666279
Nfic,Fam89b,Unknown,9056636,Eumetazoa,Amniota,6,4,2,18029,17826
Nfic,Gfap,Unknown,23832770,Eumetazoa,Eumetazoa,4,4,0,18029,14580
Nfic,Hgf,Unknown,10860846,Eumetazoa,Eumetazoa,4,4,0,18029,15234
Nfic,Klf4,Activation,25138274,Eumetazoa,Opisthokonta,3,4,1,18029,16600
Nfic,Mbp,Unknown,1690988,Eumetazoa,Amniota,6,4,2,18029,17196
Nfic,Pdgfa,Repression,19752192,Eumetazoa,Vertebrata,5,4,1,18029,18590
Nfic,Pdgfra,Repression,19752192,Eumetazoa,Eukaryota,2,4,2,18029,18595
Nfil3,Abcb1a,Unknown,18773899,Eumetazoa,cellular organisms,1,4,3,18030,18671
Nfil3,Abcb4,Repression,18242748,Eumetazoa,cellular organisms,1,4,3,18030,18670
Nfil3,Arnt,Unknown,23567972,Eumetazoa,Opisthokonta,3,4,1,18030,11863
Nfil3,Bmp4,Unknown,24794868,Eumetazoa,Eumetazoa,4,4,0,18030,12159
Nfil3,Cyp7a1,Repression,24421394,Eumetazoa,cellular organisms,1,4,3,18030,13122
Nfil3,Eomes,Activation,24663216,Eumetazoa,Eumetazoa,4,4,0,18030,13813
Nfil3,Fgf21,Repression,20851878;23283977,Eumetazoa,Eumetazoa,4,4,0,18030,56636
Nfil3,Id2,Activation,24663216,Eumetazoa,Eumetazoa,4,4,0,18030,15902
Nfil3,Per2,Unknown,17182630,Eumetazoa,Eumetazoa,4,4,0,18030,18627
Nfil3,Ptgs2,Activation,24994935,Eumetazoa,Eukaryota,2,4,2,18030,19225
Nfil3,Ptgs2,Repression,12743120;24994935,Eumetazoa,Eukaryota,2,4,2,18030,19225
Nfix,Ckm,Activation,20178747,Eumetazoa,cellular organisms,1,4,3,18032,12715
Nfix,Fam89b,Unknown,9056636,Eumetazoa,Amniota,6,4,2,18032,17826
Nfkb1,Adipoq,Activation,19013780,Eukaryota,Eumetazoa,4,2,2,18033,11450
Nfkb1,Adora1,Activation,17350174;17869311,Eukaryota,Eumetazoa,4,2,2,18033,11539
Nfkb1,Adora2a,Repression,17869311,Eukaryota,Eumetazoa,4,2,2,18033,11540
Nfkb1,Adora2b,Unknown,22767505,Eukaryota,Eumetazoa,4,2,2,18033,11541
Nfkb1,Ager,Unknown,19129693,Eukaryota,Eumetazoa,4,2,2,18033,11596
Nfkb1,Agt,Unknown,19193728,Eukaryota,cellular organisms,1,2,1,18033,11606
Nfkb1,Akt1,Unknown,12052823,Eukaryota,Eukaryota,2,2,0,18033,11651
Nfkb1,Aldh3a1,Unknown,10591537,Eukaryota,cellular organisms,1,2,1,18033,11670
Nfkb1,Alox5,Unknown,23720274,Eukaryota,cellular organisms,1,2,1,18033,11689
Nfkb1,Amh,Unknown,12917325,Eukaryota,Eumetazoa,4,2,2,18033,11705
Nfkb1,Ankrd2,Activation,20442316,Eukaryota,cellular organisms,1,2,1,18033,56642
Nfkb1,Apoe,Unknown,15181251;17553793;18467438,Eukaryota,Vertebrata,5,2,3,18033,11816
Nfkb1,Aqp5,Unknown,20522648,Eukaryota,cellular organisms,1,2,1,18033,11830
Nfkb1,Atp12a,Repression,12372765,Eukaryota,cellular organisms,1,2,1,18033,192113
Nfkb1,Banp,Activation,18981184,Eukaryota,Vertebrata,5,2,3,18033,53325
Nfkb1,Bcl2,Activation,11567031;15934930;21813505,Eukaryota,Vertebrata,5,2,3,18033,12043
Nfkb1,Bcl2a1d,Activation,11880364;12665576;19343319,Eukaryota,Amniota,6,2,4,18033,12047
Nfkb1,Bcl2l1,Activation,10987817,Eukaryota,Vertebrata,5,2,3,18033,12048
Nfkb1,Bcl2l1,Unknown,10585435;18056349;24675460,Eukaryota,Vertebrata,5,2,3,18033,12048
Nfkb1,Bin1,Activation,10036185,Eukaryota,Opisthokonta,3,2,1,18033,30948
Nfkb1,Birc2,Unknown,18056349,Eukaryota,Eukaryota,2,2,0,18033,11797
Nfkb1,Birc3,Activation,11517251;11880364;19343319,Eukaryota,Eukaryota,2,2,0,18033,11796
Nfkb1,Birc3,Unknown,18056349,Eukaryota,Eukaryota,2,2,0,18033,11796
Nfkb1,Xiap,Activation,16157589,Eukaryota,Eukaryota,2,2,0,18033,11798
Nfkb1,Xiap,Repression,18761050,Eukaryota,Eukaryota,2,2,0,18033,11798
Nfkb1,Bmp2,Activation,16835229,Eukaryota,Eumetazoa,4,2,2,18033,12156
Nfkb1,Bmpr2,Unknown,12759356,Eukaryota,cellular organisms,1,2,1,18033,12168
Nfkb1,Btk,Activation,18292289,Eukaryota,Eukaryota,2,2,0,18033,12229
Nfkb1,COX2,Unknown,16055227,Eukaryota,Eukaryota,2,2,0,18033,17709
Nfkb1,Ccl12,Activation,17452470,Eukaryota,Amniota,6,2,4,18033,20293
Nfkb1,Ccl12,Unknown,12218154;16730843,Eukaryota,Amniota,6,2,4,18033,20293
Nfkb1,Ccl2,Activation,10636866;18291098,Eukaryota,Amniota,6,2,4,18033,20296
Nfkb1,Ccl2,Unknown,17409491;17954363;18795166;22189654;23583295;9042660;9439980,Eukaryota,Amniota,6,2,4,18033,20296
Nfkb1,Ccl20,Activation,11581170,Eukaryota,Amniota,6,2,4,18033,20297
Nfkb1,Ccl20,Unknown,19303953;22240809,Eukaryota,Amniota,6,2,4,18033,20297
Nfkb1,Ccl22,Repression,11352815,Eukaryota,Amniota,6,2,4,18033,20299
Nfkb1,Ccl5,Activation,16707500,Eukaryota,Amniota,6,2,4,18033,20304
Nfkb1,Ccl5,Unknown,10926836;12243350;18502824,Eukaryota,Amniota,6,2,4,18033,20304
Nfkb1,Ccl9,Unknown,18772140,Eukaryota,Amniota,6,2,4,18033,20308
Nfkb1,Ccnd1,Activation,10464245,Eukaryota,Eukaryota,2,2,0,18033,12443
Nfkb1,Ccnd1,Unknown,10409765;11027278;16357145;23037503;23172667,Eukaryota,Eukaryota,2,2,0,18033,12443
Nfkb1,Ccnd3,Unknown,8661116,Eukaryota,Eukaryota,2,2,0,18033,12445
Nfkb1,Cd38,Unknown,18384744,Eukaryota,Amniota,6,2,4,18033,12494
Nfkb1,Cd40,Activation,11544320,Eukaryota,Amniota,6,2,4,18033,21939
Nfkb1,Cd40,Unknown,20006573,Eukaryota,Amniota,6,2,4,18033,21939
Nfkb1,Cd7,Unknown,18355446,Eukaryota,Amniota,6,2,4,18033,12516
Nfkb1,Cd80,Activation,11359799;11544320,Eukaryota,Amniota,6,2,4,18033,12519
Nfkb1,Cd86,Activation,11544320,Eukaryota,Amniota,6,2,4,18033,12524
Nfkb1,Cdk4,Activation,15699216,Eukaryota,Eukaryota,2,2,0,18033,12567
Nfkb1,Cdkn1a,Unknown,23037503,Eukaryota,Amniota,6,2,4,18033,12575
Nfkb1,Cebpa,Unknown,19380823,Eukaryota,Eumetazoa,4,2,2,18033,12606
Nfkb1,Cebpb,Activation,9212164,Eukaryota,Eumetazoa,4,2,2,18033,12608
Nfkb1,Cenpj,Unknown,21255844,Eukaryota,Amniota,6,2,4,18033,219103
Nfkb1,Cfb,Activation,12193734,Eukaryota,Eumetazoa,4,2,2,18033,14962
Nfkb1,Cflar,Activation,19343319,Eukaryota,Eumetazoa,4,2,2,18033,12633
Nfkb1,Col1a1,Repression,10541434,Eukaryota,Vertebrata,5,2,3,18033,12842
Nfkb1,Csf1,Activation,10919279;18566389,Eukaryota,Amniota,6,2,4,18033,12977
Nfkb1,Csf2,Activation,11418664,Eukaryota,Amniota,6,2,4,18033,12981
Nfkb1,Ctnnb1,Unknown,11850814,Eukaryota,Eukaryota,2,2,0,18033,12387
Nfkb1,Cxadr,Unknown,24478392,Eukaryota,Vertebrata,5,2,3,18033,13052
Nfkb1,Cxcl1,Activation,11745457;16000401,Eukaryota,Vertebrata,5,2,3,18033,14825
Nfkb1,Cxcl1,Unknown,16825293,Eukaryota,Vertebrata,5,2,3,18033,14825
Nfkb1,Cxcl10,Unknown,10756005,Eukaryota,Vertebrata,5,2,3,18033,15945
Nfkb1,Cxcl13,Unknown,19807029,Eukaryota,Amniota,6,2,4,18033,55985
Nfkb1,Cxcl15,Unknown,12218154;12600878,Eukaryota,Amniota,6,2,4,18033,20309
Nfkb1,Cxcl2,Activation,14597166;15132979;15666090,Eukaryota,Vertebrata,5,2,3,18033,20310
Nfkb1,Cxcl2,Unknown,15845480,Eukaryota,Vertebrata,5,2,3,18033,20310
Nfkb1,Cyp11a1,Unknown,24570488,Eukaryota,cellular organisms,1,2,1,18033,13070
Nfkb1,Dcst1,Activation,20515776,Eukaryota,Eumetazoa,4,2,2,18033,77772
Nfkb1,Dcst2,Activation,20515776,Eukaryota,Eumetazoa,4,2,2,18033,329702
Nfkb1,Dcstamp,Unknown,17402846,Eukaryota,Eumetazoa,4,2,2,18033,75766
Nfkb1,Defb2,Unknown,15494486,Eukaryota,Rodentia,7,2,5,18033,13215
Nfkb1,Dmp1,Repression,17546045,Eukaryota,Amniota,6,2,4,18033,13406
Nfkb1,Drd2,Activation,17869311,Eukaryota,Eumetazoa,4,2,2,18033,13489
Nfkb1,Dusp1,Activation,18508759,Eukaryota,Eukaryota,2,2,0,18033,19252
Nfkb1,Ebi3,Unknown,15728491,Eukaryota,Amniota,6,2,4,18033,50498
Nfkb1,Ebna1bp2,Unknown,9464836,Eukaryota,Eukaryota,2,2,0,18033,69072
Nfkb1,Edn1,Unknown,23018104,Eukaryota,Amniota,6,2,4,18033,13614
Nfkb1,Egfr,Unknown,12469217,Eukaryota,Eukaryota,2,2,0,18033,13649
Nfkb1,Egr2,Activation,25553923,Eukaryota,Opisthokonta,3,2,1,18033,13654
Nfkb1,Elf3,Unknown,18475289,Eukaryota,Eukaryota,2,2,0,18033,13710
Nfkb1,Epas1,Activation,20495570,Eukaryota,Eumetazoa,4,2,2,18033,13819
Nfkb1,Fas,Activation,12707336;12813034;15601669;19628709,Eukaryota,cellular organisms,1,2,1,18033,14102
Nfkb1,Fas,Unknown,15619676;16631160;16940415,Eukaryota,cellular organisms,1,2,1,18033,14102
Nfkb1,Fasl,Unknown,11745351,Eukaryota,Amniota,6,2,4,18033,14103
Nfkb1,Fbp1,Repression,19881551,Eukaryota,cellular organisms,1,2,1,18033,14121
Nfkb1,Kdm2a,Unknown,20080798,Eukaryota,Eukaryota,2,2,0,18033,225876
Nfkb1,Fn1,Unknown,22223884,Eukaryota,Eumetazoa,4,2,2,18033,14268
Nfkb1,Fos,Activation,19026727,Eukaryota,Eumetazoa,4,2,2,18033,14281
Nfkb1,Foxp3,Unknown,19701891,Eukaryota,Opisthokonta,3,2,1,18033,20371
Nfkb1,Fth1,Activation,19258503,Eukaryota,Eukaryota,2,2,0,18033,14319
Nfkb1,Gadd45b,Activation,18576389,Eukaryota,Amniota,6,2,4,18033,17873
Nfkb1,Gclm,Repression,20159942,Eukaryota,Eukaryota,2,2,0,18033,14630
Nfkb1,Glrx,Unknown,21762778,Eukaryota,cellular organisms,1,2,1,18033,93692
Nfkb1,Hamp,Unknown,25232250,Eukaryota,Vertebrata,5,2,3,18033,84506
Nfkb1,Hes1,Repression,20515776,Eukaryota,Eumetazoa,4,2,2,18033,15205
Nfkb1,Hmgcr,Unknown,19095962,Eukaryota,cellular organisms,1,2,1,18033,15357
Nfkb1,Hmox1,Unknown,19752329,Eukaryota,Opisthokonta,3,2,1,18033,15368
Nfkb1,Hsd11b2,Activation,15659537,Eukaryota,cellular organisms,1,2,1,18033,15484
Nfkb1,Hsd11b2,Repression,15659537,Eukaryota,cellular organisms,1,2,1,18033,15484
Nfkb1,Ifnb1,Activation,11090154,Eukaryota,Amniota,6,2,4,18033,15977
Nfkb1,Ifnb1,Repression,22427889,Eukaryota,Amniota,6,2,4,18033,15977
Nfkb1,Ifng,Unknown,16481345;24415943;8982782,Eukaryota,Amniota,6,2,4,18033,15978
Nfkb1,Igf2bp2,Unknown,17426251,Eukaryota,cellular organisms,1,2,1,18033,319765
Nfkb1,Ikbkb,Activation,19433583,Eukaryota,cellular organisms,1,2,1,18033,16150
Nfkb1,Il10,Unknown,18077329,Eukaryota,Amniota,6,2,4,18033,16153
Nfkb1,Il12a,Activation,11602633,Eukaryota,Amniota,6,2,4,18033,16159
Nfkb1,Il12a,Unknown,15871905,Eukaryota,Amniota,6,2,4,18033,16159
Nfkb1,Il12b,Activation,10940886;15632058;16893987;7565674,Eukaryota,Amniota,6,2,4,18033,16160
Nfkb1,Il12b,Repression,17924060;22427889,Eukaryota,Amniota,6,2,4,18033,16160
Nfkb1,Il12b,Unknown,11058167;12077291;12517966;17579043;9464836,Eukaryota,Amniota,6,2,4,18033,16160
Nfkb1,Il15,Unknown,9601937,Eukaryota,Amniota,6,2,4,18033,16168
Nfkb1,Il1a,Activation,11454276,Eukaryota,Amniota,6,2,4,18033,16175
Nfkb1,Il1b,Activation,10437651;11454276;14670622;16399630;16867259;24132147,Eukaryota,Amniota,6,2,4,18033,16176
Nfkb1,Il1b,Unknown,19915568,Eukaryota,Amniota,6,2,4,18033,16176
Nfkb1,Il2,Activation,15632058;16611855,Eukaryota,Amniota,6,2,4,18033,16183
Nfkb1,Il2,Unknown,15585831;16168555;7744006;8577772;9547358,Eukaryota,Amniota,6,2,4,18033,16183
Nfkb1,Il23a,Repression,20228197,Eukaryota,Amniota,6,2,4,18033,83430
Nfkb1,Il23a,Unknown,17182554;17982049;18375954,Eukaryota,Amniota,6,2,4,18033,83430
Nfkb1,Il2ra,Activation,2497520;8029023;9115639,Eukaryota,Amniota,6,2,4,18033,16184
Nfkb1,Il4,Activation,15938622;19915002,Eukaryota,Amniota,6,2,4,18033,16189
Nfkb1,Il6,Activation,11454276;15241416;18166486;18996370;24132147,Eukaryota,Amniota,6,2,4,18033,16193
Nfkb1,Il6,Repression,19703987,Eukaryota,Amniota,6,2,4,18033,16193
Nfkb1,Il6,Unknown,12672795;18490655,Eukaryota,Amniota,6,2,4,18033,16193
Nfkb1,Irf4,Unknown,16272311,Eukaryota,Amniota,6,2,4,18033,16364
Nfkb1,Itgam,Activation,17722035,Eukaryota,Eumetazoa,4,2,2,18033,16409
Nfkb1,Junb,Unknown,17255940,Eukaryota,Opisthokonta,3,2,1,18033,16477
Nfkb1,Kcnd2,Unknown,23573265,Eukaryota,cellular organisms,1,2,1,18033,16508
Nfkb1,Kcnip2,Activation,23573265,Eukaryota,Eukaryota,2,2,0,18033,80906
Nfkb1,Kdr,Unknown,16872509,Eukaryota,Eukaryota,2,2,0,18033,16542
Nfkb1,Klf5,Unknown,16102021,Eukaryota,Opisthokonta,3,2,1,18033,12224
Nfkb1,Lcn2,Activation,16322095,Eukaryota,Amniota,6,2,4,18033,16819
Nfkb1,Lef1,Activation,17445771,Eukaryota,Opisthokonta,3,2,1,18033,16842
Nfkb1,Lif,Unknown,15358109,Eukaryota,Amniota,6,2,4,18033,16878
Nfkb1,Ltc4s,Repression,16980379,Eukaryota,Amniota,6,2,4,18033,17001
Nfkb1,Nudt1,Unknown,11314867,Eukaryota,Vertebrata,5,2,3,18033,17766
Nfkb1,Mapk14,Activation,19273233,Eukaryota,Eukaryota,2,2,0,18033,26416
Nfkb1,Mbp,Unknown,12175864,Eukaryota,Amniota,6,2,4,18033,17196
Nfkb1,Mmp14,Activation,21627988,Eukaryota,Eukaryota,2,2,0,18033,17387
Nfkb1,Mmp2,Unknown,19770485,Eukaryota,Eukaryota,2,2,0,18033,17390
Nfkb1,Mmp3,Unknown,20360864,Eukaryota,Eukaryota,2,2,0,18033,17392
Nfkb1,Mmp9,Activation,15757961;20332214;20515776;24825862;8226872,Eukaryota,Eukaryota,2,2,0,18033,17395
Nfkb1,Mmp9,Unknown,12387824;13679081;16780951;16816114;17244487;17828308;19631264;21316417;23161884,Eukaryota,Eukaryota,2,2,0,18033,17395
Nfkb1,Msx1,Activation,11518509,Eukaryota,Eumetazoa,4,2,2,18033,17701
Nfkb1,Myb,Activation,10602492;9362453,Eukaryota,Eukaryota,2,2,0,18033,17863
Nfkb1,Myc,Activation,12783888;1515224;15345217;8289784,Eukaryota,Opisthokonta,3,2,1,18033,17869
Nfkb1,Myc,Repression,10931834,Eukaryota,Opisthokonta,3,2,1,18033,17869
Nfkb1,Myc,Unknown,10727020;12471115,Eukaryota,Opisthokonta,3,2,1,18033,17869
Nfkb1,Myoz2,Activation,17341303,Eukaryota,Amniota,6,2,4,18033,59006
Nfkb1,Nfkb1,Activation,1740105,Eukaryota,Eukaryota,2,2,0,18033,18033
Nfkb1,Nfkbia,Activation,12545162,Eukaryota,Eukaryota,2,2,0,18033,18035
Nfkb1,Nfkbiz,Activation,12831461;15527973,Eukaryota,Eukaryota,2,2,0,18033,80859
Nfkb1,Nfkbiz,Unknown,15522867,Eukaryota,Eukaryota,2,2,0,18033,80859
Nfkb1,Ngb,Unknown,22239089,Eukaryota,cellular organisms,1,2,1,18033,64242
Nfkb1,Nos2,Activation,10437651;10586055;10896853;11110796;12006087;12162464;12417260;12672017;14978160;15009112;15327829;15548379;15901350;15905055;15938622;16027238;16146692;17056557;17261270;17651994;17683476;17720813;18591766;20108167;20939428;24132147;9245708;9307029;9862429,Eukaryota,cellular organisms,1,2,1,18033,18126
Nfkb1,Nos2,Repression,15172177;15467201;16902858;17720813;18205790;19712696,Eukaryota,cellular organisms,1,2,1,18033,18126
Nfkb1,Nos2,Unknown,10698708;10852612;11460313;12061770;12595462;12946432;15104118;15582593;15979571;16242732;16609073;16953124;17035338;17113796;17686182;18274639;18620044;18694995;19135178;19279235;22841895;22949549;23831355;24360823;7537042,Eukaryota,cellular organisms,1,2,1,18033,18126
Nfkb1,Nos3,Unknown,10393859,Eukaryota,cellular organisms,1,2,1,18033,18127
Nfkb1,Nqo1,Repression,18752316,Eukaryota,cellular organisms,1,2,1,18033,18104
Nfkb1,Nrf1,Unknown,20587593,Eukaryota,Eumetazoa,4,2,2,18033,18181
Nfkb1,Ntn1,Unknown,18692059,Eukaryota,Eumetazoa,4,2,2,18033,18208
Nfkb1,Pck1,Repression,21406501,Eukaryota,cellular organisms,1,2,1,18033,18534
Nfkb1,Pdk4,Repression,21625432,Eukaryota,cellular organisms,1,2,1,18033,27273
Nfkb1,Per1,Repression,22823397,Eukaryota,Eumetazoa,4,2,2,18033,18626
Nfkb1,Per2,Repression,22823397,Eukaryota,Eumetazoa,4,2,2,18033,18627
Nfkb1,Phex,Unknown,20817730,Eukaryota,Eumetazoa,4,2,2,18033,18675
Nfkb1,Pirb,Unknown,16407283,Eukaryota,Amniota,6,2,4,18033,18733
Nfkb1,Pla2g4a,Unknown,21702012,Eukaryota,Eukaryota,2,2,0,18033,18783
Nfkb1,Plaur,Unknown,15381392,Eukaryota,Amniota,6,2,4,18033,18793
Nfkb1,Plin2,Unknown,18854426,Eukaryota,Eumetazoa,4,2,2,18033,11520
Nfkb1,Pmaip1,Activation,20195489,Eukaryota,Amniota,6,2,4,18033,58801
Nfkb1,Ppara,Repression,10601241;20054868,Eukaryota,Eumetazoa,4,2,2,18033,19013
Nfkb1,Ppargc1a,Repression,17003343,Eukaryota,Amniota,6,2,4,18033,19017
Nfkb1,Ppm1d,Unknown,20007970,Eukaryota,Eukaryota,2,2,0,18033,53892
Nfkb1,Ppp1r13l,Unknown,20600029,Eukaryota,Eukaryota,2,2,0,18033,333654
Nfkb1,Ppp1r14a,Unknown,25031021,Eukaryota,Amniota,6,2,4,18033,68458
Nfkb1,Prodh,Unknown,17641041,Eukaryota,Eukaryota,2,2,0,18033,19125
Nfkb1,Psme2,Unknown,15944286,Eukaryota,Eukaryota,2,2,0,18033,19188
Nfkb1,Pten,Repression,14729949,Eukaryota,Eukaryota,2,2,0,18033,19211
Nfkb1,Ptges,Unknown,20546888,Eukaryota,Amniota,6,2,4,18033,64292
Nfkb1,Ptgs1,Unknown,9561442,Eukaryota,Eukaryota,2,2,0,18033,19224
Nfkb1,Ptgs2,Activation,12695520;14552705;15548379;15901350;15905055;15938622;16146692;17098744;20108167,Eukaryota,Eukaryota,2,2,0,18033,19225
Nfkb1,Ptgs2,Repression,15172177;15467201;16395278;18205790,Eukaryota,Eukaryota,2,2,0,18033,19225
Nfkb1,Ptgs2,Unknown,10698708;16609073;17996688;21149600;23172667;23813870;9561442,Eukaryota,Eukaryota,2,2,0,18033,19225
Nfkb1,Ptpn4,Activation,10338504,Eukaryota,Eukaryota,2,2,0,18033,19258
Nfkb1,Rel,Activation,8241021,Eukaryota,Eumetazoa,4,2,2,18033,19696
Nfkb1,Rel,Unknown,17892401;9079634,Eukaryota,Eumetazoa,4,2,2,18033,19696
Nfkb1,Relb,Activation,17369819,Eukaryota,Eumetazoa,4,2,2,18033,19698
Nfkb1,Relb,Unknown,16357145;17446175,Eukaryota,Eumetazoa,4,2,2,18033,19698
Nfkb1,Ripk2,Activation,19693652,Eukaryota,Eukaryota,2,2,0,18033,192656
Nfkb1,Sele,Unknown,17371946,Eukaryota,Eumetazoa,4,2,2,18033,20339
Nfkb1,Selp,Activation,11457873;9545354,Eukaryota,Vertebrata,5,2,3,18033,20344
Nfkb1,Shh,Activation,18772349,Eukaryota,Eumetazoa,4,2,2,18033,20423
Nfkb1,Slc1a2,Activation,21697367;24277080,Eukaryota,cellular organisms,1,2,1,18033,20511
Nfkb1,Slc1a2,Repression,24277080,Eukaryota,cellular organisms,1,2,1,18033,20511
Nfkb1,Slc2a1,Activation,18249093,Eukaryota,cellular organisms,1,2,1,18033,20525
Nfkb1,Slc2a4,Repression,23462193,Eukaryota,cellular organisms,1,2,1,18033,20528
Nfkb1,Sod2,Activation,11880364,Eukaryota,cellular organisms,1,2,1,18033,20656
Nfkb1,Sox9,Repression,10652367,Eukaryota,Eukaryota,2,2,0,18033,20682
Nfkb1,Src,Activation,15541355,Eukaryota,Eukaryota,2,2,0,18033,20779
Nfkb1,Stat1,Unknown,21217011,Eukaryota,Eukaryota,2,2,0,18033,20846
Nfkb1,Stk39,Activation,18787102;19343169,Eukaryota,cellular organisms,1,2,1,18033,53416
Nfkb1,Tapbp,Activation,12942211,Eukaryota,Amniota,6,2,4,18033,21356
Nfkb1,Tec,Activation,19843184,Eukaryota,Eukaryota,2,2,0,18033,21682
Nfkb1,Tert,Unknown,10970902,Eukaryota,Eukaryota,2,2,0,18033,21752
Nfkb1,Tgfb1,Activation,19657147,Eukaryota,Eumetazoa,4,2,2,18033,21803
Nfkb1,Thrb,Unknown,20018842,Eukaryota,Eumetazoa,4,2,2,18033,21834
Nfkb1,Timp3,Unknown,7642607,Eukaryota,Eumetazoa,4,2,2,18033,21859
Nfkb1,Tlr2,Activation,11254708,Eukaryota,Eukaryota,2,2,0,18033,24088
Nfkb1,Tlr2,Unknown,11739511,Eukaryota,Eukaryota,2,2,0,18033,24088
Nfkb1,Tlr4,Activation,11544529,Eukaryota,Eukaryota,2,2,0,18033,21898
Nfkb1,Tlr4,Unknown,10102579,Eukaryota,Eukaryota,2,2,0,18033,21898
Nfkb1,Tnf,Activation,10437651;10754326;11179036;11243852;11259437;11454276;12168659;15548379;15901350;15938622;18166486;18557935;20351193;8622636;9270030,Eukaryota,Amniota,6,2,4,18033,21926
Nfkb1,Tnf,Repression,15465827,Eukaryota,Amniota,6,2,4,18033,21926
Nfkb1,Tnf,Unknown,10497896;11312646;11739517;11856733;12061770;15389596;16705808;17679555;18077329;18772140;22782967;8805669;9281604;9742085,Eukaryota,Amniota,6,2,4,18033,21926
Nfkb1,Tnfaip3,Activation,11880364;16936197;19343319,Eukaryota,Eumetazoa,4,2,2,18033,21929
Nfkb1,Tnfrsf25,Activation,15242537,Eukaryota,Amniota,6,2,4,18033,85030
Nfkb1,Tnfrsf4,Unknown,17641042,Eukaryota,Vertebrata,5,2,3,18033,22163
Nfkb1,Tnfsf13b,Unknown,17869641,Eukaryota,Amniota,6,2,4,18033,24099
Nfkb1,Tnfsf15,Unknown,15702971,Eukaryota,Amniota,6,2,4,18033,326623
Nfkb1,Trem1,Unknown,21683719,Eukaryota,Amniota,6,2,4,18033,58217
Nfkb1,Trim63,Unknown,23251550,Eukaryota,Eumetazoa,4,2,2,18033,433766
Nfkb1,Trp53,Unknown,10348347;17898080,Eukaryota,Vertebrata,5,2,3,18033,22059
Nfkb1,Twist1,Unknown,25368381,Eukaryota,Eumetazoa,4,2,2,18033,22160
Nfkb1,Ube2h,Unknown,12773487,Eukaryota,Eukaryota,2,2,0,18033,22214
Nfkb1,Upp1,Activation,20544543,Eukaryota,cellular organisms,1,2,1,18033,22271
Nfkb1,Upp1,Unknown,16397116,Eukaryota,cellular organisms,1,2,1,18033,22271
Nfkb1,Vcam1,Activation,12604365;17993261,Eukaryota,Eumetazoa,4,2,2,18033,22329
Nfkb1,Vcam1,Unknown,18025230;20966071,Eukaryota,Eumetazoa,4,2,2,18033,22329
Nfkb1,Vegfa,Unknown,16512910,Eukaryota,Vertebrata,5,2,3,18033,22339
Nfkb1,Vegfc,Unknown,17997858,Eukaryota,Vertebrata,5,2,3,18033,22341
Nfkb1,Wap,Activation,14976147,Eukaryota,Rodentia,7,2,5,18033,22373
Nfkb1,Wt1,Activation,9572484,Eukaryota,Opisthokonta,3,2,1,18033,22431
Nfkb1,Wt1,Unknown,11243407,Eukaryota,Opisthokonta,3,2,1,18033,22431
Nfkb1,Yy1,Unknown,17438126,Eukaryota,Eukaryota,2,2,0,18033,22632
Nfkb1,Ccnd1,Unknown,23813870,Eukaryota,Eukaryota,2,2,0,18033,12443
Nfkb1,Nos2,Unknown,15104118,Eukaryota,cellular organisms,1,2,1,18033,18126
Nfkb1,Trp53,Repression,15044535,Eukaryota,Vertebrata,5,2,3,18033,22059
Nfkb1,Cdh1,Repression,20683022,Eukaryota,Eukaryota,2,2,0,18033,12550
Nfkb1,Birc5,Unknown,15729715,Eukaryota,Opisthokonta,3,2,1,18033,11799
Nfkb2,Ccnd1,Activation,16260626,Eukaryota,Eukaryota,2,2,0,18034,12443
Nfkb2,Ccnd1,Repression,16260626,Eukaryota,Eukaryota,2,2,0,18034,12443
Nfkb2,Ccnd1,Unknown,11713278;17008396,Eukaryota,Eukaryota,2,2,0,18034,12443
Nfkb2,Csf2,Unknown,24899500,Eukaryota,Amniota,6,2,4,18034,12981
Nfkb2,Dmp1,Unknown,21062982,Eukaryota,Amniota,6,2,4,18034,13406
Nfkb2,Hes1,Unknown,24892805,Eukaryota,Eumetazoa,4,2,2,18034,15205
Nfkb2,Hif1a,Repression,19414801,Eukaryota,Eumetazoa,4,2,2,18034,15251
Nfkb2,Il23a,Repression,17982049,Eukaryota,Amniota,6,2,4,18034,83430
Nfkb2,Myc,Activation,16260626,Eukaryota,Opisthokonta,3,2,1,18034,17869
Nfkb2,Myc,Repression,16260626,Eukaryota,Opisthokonta,3,2,1,18034,17869
Nfkb2,Rel,Unknown,10597218,Eukaryota,Eumetazoa,4,2,2,18034,19696
Nfkb2,Relb,Repression,14707043,Eukaryota,Eumetazoa,4,2,2,18034,19698
Nfkb2,Snd1,Activation,20363924,Eukaryota,Eukaryota,2,2,0,18034,56463
Nfkbia,Nfkb1,Repression,11179036;18511071;19555200,Eukaryota,Eukaryota,2,2,0,18035,18033
