Symbol,GeneID
ITGAL,3683
SPHK1,8877
IFNG,3458
CDC25C,995
SP2,6668
HNF1A,6927
PRNP,5621
GLI2,2736
MAOA,4128
CCL17,6361
MAP3K5,4217
EGLN3,112399
FOXA3,3171
RORC,6097
CRHR1,1394
IER3,8870
SFPQ,6421
HIST1H4L,8368
GCGR,2642
GADD45G,10912
DDIT3,1649
PBX1,5087
ZAP70,7535
ILK,3611
ATAD2,29028
PROS1,5627
BUB1B,701
IGFBP5,3488
BRS3,680
MCAM,4162
CDC20,991
NT5E,4907
PROX1,5629
ALDH1A1,216
PAX8,7849
HSPH1,10808
TGFB2,7042
DLX5,1749
MAPKAPK3,7867
VEGFD,2277
FGFR4,2264
ZNF300,91975
MID1,4281
ONECUT1,3175
CYP27A1,1593
DEFB4A,1673
TBL1X,6907
CETP,1071
PTGIR,5739
UGT2B17,7367
MGP,4256
PAK1,5058
PPOX,5498
FDXR,2232
SLC22A3,6581
MAD2L1,4085
PRG3,10394
SLC6A6,6533
CD40LG,959
CYP7B1,9420
ETNK2,55224
HTATIP2,10553
SP3,6670
COX1,4512
ADM,133
STAT2,6773
CBS,875
LTC4S,4056
ITGAV,3685
APBB1,322
MMP13,4322
CREB3L1,90993
ISG20,3669
DMD,1756
PCSK1,5122
CCL21,6366
NR4A3,8013
MSL1,339287
NCL,4691
BAK1,578
RASGRP1,10125
IDE,3416
BRCA1,672
ALOX5,240
TUBA1B,10376
LPIN1,23175
FTO,79068
PSMD6,9861
MEFV,4210
SFN,2810
WFS1,7466
CTPS1,1503
KL,9365
OLFM4,10562
ARX,170302
CCNA1,8900
NLRP2,55655
HES6,55502
ADIPOQ,9370
CYP8B1,1582
MITF,4286
PLD1,5337
SRY,6736
CCL7,6354
LY96,23643
NCOA1,8648
GATA5,140628
SNF8,11267
NCOR1,9611
TEAD4,7004
SGK1,6446
DPYSL2,1808
GSPT1,2935
MAML1,9794
FHL5,9457
HLA-DQA1,3117
IRS2,8660
MTA1,9112
CENPW,387103
FOXO1,2308
BST2,684
BCL2L11,10018
CST5,1473
POU2F3,25833
GABRB3,2562
UCP1,7350
GINS3,64785
AURKB,9212
PLK3,1263
PF4,5196
GSTM1,2944
FANCA,2175
ASCL1,429
STAT3,6774
REL,5966
SNAP91,9892
MS4A1,931
ABCB8,11194
ELMO3,79767
HLA-DPA1,3113
NDC80,10403
FURIN,5045
WNT3A,89780
SESN1,27244
PDE6A,5145
POLD1,5424
MEF2A,4205
DRAM1,55332
TNFRSF1B,7133
BAALC,79870
PENK,5179
HDAC9,9734
FSHB,2488
PBK,55872
GAST,2520
SLC3A2,6520
SERPINF1,5176
TLR9,54106
GGPS1,9453
MAPK14,1432
ST3GAL1,6482
NRF1,4899
GBA,2629
NR5A2,2494
FMR1,2332
EFNB3,1949
GCLC,2729
CBX7,23492
NKX2-3,159296
DEFB1,1672
YBX1,4904
MSLN,10232
BMI1,648
KLF5,688
CDC42,998
LHX6,26468
CREB5,9586
SIRT1,23411
E2F4,1874
EAPP,55837
CYP11B2,1585
IL27,246778
PTPRO,5800
MYOG,4656
SOX3,6658
SOD1,6647
TLR6,10333
DEAF1,10522
LCT,3938
FCGR2B,2213
ST3GAL4,6484
TFE3,7030
MCM4,4173
FUT2,2524
ID1,3397
MLX,6945
PITX3,5309
PREB,10113
FGF19,9965
SND1,27044
CDX1,1044
HSD17B1,3292
HNF1B,6928
RGN,9104
NCOA4,8031
RASGRP3,25780
MUC5B,727897
MYL9,10398
IL1RL1,9173
CHAT,1103
KCNQ2,3785
PRDM14,63978
HLA-DQB2,3120
PODXL,5420
SLC5A5,6528
TNFRSF13C,115650
CGB3,1082
AHR,196
CIC,23152
AREG,374
SPRR1A,6698
CA2,760
HOXA7,3204
TOP2B,7155
STAT5B,6777
NR3C1,2908
NRCAM,4897
SAP30,8819
NFIB,4781
TBX4,9496
WNT4,54361
VAMP2,6844
RSF1,51773
TOP1,7150
MGAT5,4249
BACH2,60468
CCNE1,898
WNT5A,7474
SPIB,6689
PDGFA,5154
SSB,6741
JARID2,3720
LDHA,3939
CLOCK,9575
PLAT,5327
CFB,629
S1PR1,1901
ACE,1636
INSR,3643
IL1B,3553
KAT2B,8850
NPY,4852
SESN3,143686
CD34,947
SSTR1,6751
TDO2,6999
CKM,1158
MYH11,4629
CD2AP,23607
ITGA2,3673
CYFIP2,26999
PHLDA1,22822
ARF6,382
SPRR3,6707
CTBP1,1487
CLEC4G,339390
GATA2,2624
CASP7,840
HCK,3055
FGF1,2246
CTSV,1515
KCNMA1,3778
PDCD4,27250
SEMA6A,57556
KLK1,3816
TSHR,7253
EXO1,9156
KIN,22944
SMAD6,4091
SLC2A3,6515
DR1,1810
MT1F,4494
BCL2L13,23786
TBP,6908
ADORA3,140
TP53,7157
ZBTB17,7709
IL2,3558
DNASE2,1777
ACR,49
MYCBP,26292
CSF3R,1441
IGF2R,3482
ALOX5AP,241
NPAS3,64067
TBX18,9096
TPH2,121278
MCTS1,28985
EGLN1,54583
FBXO32,114907
USF2,7392
EN1,2019
FLI1,2313
CLCNKA,1187
CYC1,1537
CES1,1066
ANKRD1,27063
AKR1B1,231
CACNA1H,8912
PRDX5,25824
PMEL,6490
KRT7,3855
UTRN,7402
PIK3R3,8503
HDAC3,8841
LRRFIP1,9208
POU3F2,5454
ADA,100
GHR,2690
KDM5C,8242
MFSD2A,84879
AKAP12,9590
DDR2,4921
CYP11B1,1584
ILF3,3609
HNRNPA2B1,3181
HSPA5,3309
ADAMTS1,9510
UGT2B15,7366
KLF1,10661
MAD1L1,8379
ELL,8178
LTB,4050
WT1,7490
EYA3,2140
DEFA3,1668
BGN,633
RXFP2,122042
GABPB2,126626
EIF2AK1,27102
TNPO1,3842
SNAP25,6616
CCR7,1236
PHGDH,26227
HOXA2,3199
CRYGC,1420
SLC9A2,6549
CDK1,983
MLYCD,23417
REEP5,7905
DKK1,22943
SOX4,6659
PTPA,5524
SCT,6343
CHRNA5,1138
NAB2,4665
EPAS1,2034
LYL1,4066
NOD2,64127
DOK1,1796
IGF1,3479
POU3F4,5456
RAD9A,5883
MECOM,2122
HLA-DRB3,3125
NODAL,4838
MAPK7,5598
OSM,5008
PTGER4,5734
HRK,8739
HOPX,84525
TSC2,7249
RUNX3,864
IFNGR1,3459
CDC73,79577
KHSRP,8570
PTGES,9536
AES,166
USP26,83844
IRF8,3394
MYOCD,93649
STARD4,134429
PRM1,5619
APCS,325
CDK5R1,8851
PLIN1,5346
KCNH2,3757
MYBL1,4603
PPP2R2B,5521
HIRA,7290
CYR61,3491
PLAA,9373
GNMT,27232
DAB2,1601
SERTAD1,29950
MYOD1,4654
RFX1,5989
NEDD4,4734
ITGB8,3696
CCL20,6364
GCK,2645
ZIC3,7547
TRAF2,7186
GJB1,2705
ATP1B1,481
GADD45A,1647
SLC2A4RG,56731
CRABP2,1382
IL6,3569
PLG,5340
NR0B2,8431
TERF2,7014
DUSP6,1848
PVR,5817
TUBB3,10381
DDB1,1642
GLRA1,2741
EZR,7430
AFP,174
MICA,100507436
MDM2,4193
LAPTM4B,55353
KRT19,3880
FOXL2,668
PDE5A,8654
HIP1R,9026
BAX,581
SCN9A,6335
MTF2,22823
RS1,6247
MAT2B,27430
FABP7,2173
POLK,51426
RPA2,6118
SCARF1,8578
HBA1,3039
MVP,9961
DAPK2,23604
PTHLH,5744
STARD7,56910
RBL2,5934
GATA3,2625
SOCS3,9021
DAXX,1616
EBF1,1879
DHRS2,10202
COL10A1,1300
SLC6A3,6531
TNFAIP3,7128
PHF8,23133
E2F3,1871
SPIC,121599
PITX1,5307
ANGPT2,285
ADRB2,154
C1QTNF5,114902
CDH13,1012
RB1,5925
PLTP,5360
AICDA,57379
HLA-C,3107
KAT5,10524
MLLT3,4300
ARG1,383
GC,2638
HIF3A,64344
HSD17B11,51170
GNAS,2778
MECP2,4204
HAS2,3037
PCK1,5105
CRHBP,1393
GRK2,156
PA2G4,5036
HLA-DQB1,3119
CTCF,10664
ST6GAL1,6480
FUS,2521
CCR5,1234
AURKA,6790
IFITM3,10410
MDM4,4194
TOE1,114034
PCYT1A,5130
ENO1,2023
LRP1,4035
GLCE,26035
STAT6,6778
GP1BB,2812
CSH2,1443
GABPB1,2553
MADCAM1,8174
KRT4,3851
ARNT2,9915
MUC17,140453
KIR3DL1,3811
ERBB4,2066
GDF5,8200
BIRC2,329
GALT,2592
HPGD,3248
MNAT1,4331
TRAF1,7185
GML,2765
PPARA,5465
TFF2,7032
PDGFRB,5159
TRIP6,7205
TRPC1,7220
ATP2A2,488
ILF2,3608
GJA1,2697
APEX1,328
PSCA,8000
TAF1A,9015
CDKN3,1033
SMARCD3,6604
COL7A1,1294
CELSR3,1951
ELF2,1998
ANPEP,290
CABLES1,91768
E2F6,1876
DEFA1,1667
TNFRSF11A,8792
KLF7,8609
NKX2-1,7080
DENND4A,10260
CDKN2A,1029
APOD,347
CDH11,1009
MMRN1,22915
ACHE,43
SOX14,8403
CDH17,1015
NPPA,4878
COL11A1,1301
LIF,3976
APLNR,187
GTF2I,2969
CREB3L4,148327
ELF1,1997
RBBP7,5931
FOXG1,2290
CDH3,1001
MPL,4352
POU2F2,5452
SHBG,6462
AKT2,208
HTT,3064
ACTC1,70
UGT2B4,7363
DOCK1,1793
SRPX,8406
PSEN2,5664
CLCN5,1184
BPTF,2186
RFX2,5990
NFIA,4774
BACH1,571
TAT,6898
ULBP1,80329
F2R,2149
TYK2,7297
WHSC1,7468
SQSTM1,8878
IKZF1,10320
SAT1,6303
WDR5,11091
ERVW-1,30816
CYP27B1,1594
HOXD3,3232
SDHB,6390
SMG6,23293
CTSB,1508
SYTL4,94121
EZH2,2146
TFEB,7942
ELK4,2005
ZBTB7A,51341
APOB,338
MMP28,79148
POLB,5423
MSH6,2956
MUC6,4588
MCM5,4174
HLA-DQA2,3118
RACGAP1,29127
MXD1,4084
LGALS4,3960
GZMB,3002
CHGA,1113
RAD51,5888
KDM4C,23081
INO80,54617
SKIL,6498
SRR,63826
HIC1,3090
SLC19A3,80704
CNOT8,9337
COPS5,10987
TBC1D22A,25771
TNFSF11,8600
RRAS2,22800
ITGB7,3695
NFKBIB,4793
VDR,7421
CXCL12,6387
XPA,7507
LMO3,55885
KRT14,3861
MUC4,4585
NR3C2,4306
RUNX1T1,862
FOXP3,50943
HRAS,3265
PROM1,8842
MAZ,4150
NGF,4803
CDK11B,984
PAWR,5074
IRF7,3665
PTPN1,5770
MTTP,4547
MCAT,27349
CYP1B1,1545
SRCAP,10847
LILRB1,10859
IGF2,3481
GSC,145258
MSC,9242
PCSK2,5126
LRP5,4041
CCL2,6347
NBN,4683
RB1CC1,9821
IL23A,51561
RAG1,5896
HBEGF,1839
CEBPD,1052
NR4A2,4929
HMMR,3161
MPG,4350
FAF1,11124
VCAM1,7412
C4BPB,725
POU3F1,5453
CYP3A4,1576
HBD,3045
MSH2,100187828
BRPF1,4436
ALPI,7862
TCERG1,248
MLH1,10915
BEX2,4292
MAFB,84707
SLC22A4,9935
CCR6,6583
HSD17B2,1235
HSPB1,3294
MUC3A,3315
HOXC11,4584
IFNA1,3227
GFI1,3439
IFITM5,2672
EPB41L4B,387733
RFC3,54566
CCL13,5983
ADRB3,6357
KMT5A,155
F12,387893
HLF,2161
BHLHE40,3131
RTN3,8553
FXN,10313
CD36,2395
COL4A2,948
GCM2,1284
ICAM1,9247
GBP1,3383
MAOB,2633
HOXA4,4129
CRYAB,3201
BATF3,1410
RNF7,55509
IL12A,9616
CREB3,3592
FRMD5,10488
CSF2RA,84978
RGS4,1438
RDX,5999
SLC20A1,5962
HCN2,6574
ACTA2,610
GYPB,59
RLN1,2994
EGR2,6013
C3,1959
CRISP1,718
LCAT,167
GBX2,3931
SPRY2,2637
ELF4,10253
LIPE,2000
HNF4G,3991
DEC1,3174
RP1,8859
SERPINB1,6101
CRLF1,1992
ZNF267,9244
ASF1B,10308
PRKCB,55723
SOX1,5579
PECAM1,6656
TP53BP1,5175
HOXB1,7158
PELP1,3211
LXN,27043
ESRRG,56925
MMP11,2104
GTF2B,4320
PLAGL2,2959
CXCR5,5326
SLC31A1,643
FCER1A,1317
SIVA1,2205
BIRC7,10572
CXCL14,79444
CD70,9547
CD83,970
CTBP2,9308
MSMB,1488
SALL4,4477
HLTF,57167
HMGB1,6596
NTS,3146
IFIT3,4922
RNF144A,3437
CDH1,9781
UPP1,999
RAB3A,7378
CRY2,5864
GDF3,1408
CYP2J2,9573
PRC1,1573
USF1,9055
C4A,7391
TRIM25,720
VLDLR,7706
CCND1,7436
MAP2K4,595
ATF6,6416
PAX2,22926
DLG4,5076
XBP1,1742
NR2F2,7494
HESX1,7026
SPARC,8820
SOX6,6678
MEIS1,55553
SIX1,4211
LGR5,6495
TBX2,8549
POSTN,6909
POU4F2,10631
FGF8,5458
CFLAR,2253
SOD2,8837
PSMB10,6648
NOX5,5699
SCNN1A,79400
CSF1R,6337
ABL1,1436
ATRX,25
JAG1,546
MGMT,182
NRXN1,4255
UTF1,9378
IRF2,8433
ZNF750,3660
EOMES,79755
SIX6,8320
BDKRB1,4990
KRT10,623
PDE6B,3858
MAVS,5158
SP4,57506
AGER,6671
ACOX1,177
RAD21,51
CPT1A,5885
ATP2C1,1374
NAT1,27032
HOMER3,9
CCNB2,9454
CDKN1B,9133
TAC3,1027
SOX18,6866
IPO7,54345
SHH,10527
FASN,6469
ANXA8,2194
IGFBP4,653145
CHRNA1,3487
CIP2A,1134
VHL,57650
POLE2,7428
TRAF6,5427
SURF1,7189
TFDP3,6834
THRSP,51270
TBXAS1,7069
XRCC5,6916
HBP1,7520
TGFA,26959
SREBF2,7039
PTP4A1,6721
PHOX2B,7803
SMARCA4,8929
TRIM16,6597
SLIT2,10626
FLT4,9353
MC2R,2324
ERBB3,4158
NEDD4L,2065
PLB1,23327
KLF13,151056
NF1,51621
ARNTL,4763
TOPBP1,11073
NPC1L1,11073
HOXB7,29881
TJP1,3217
ITGB3BP,7082
FUT4,23421
ATP6V0E1,2526
LPL,8992
ZNF444,4023
ACE2,55311
TAP1,59272
FOLR1,6890
IRAK2,2348
ANTXR1,3656
CIITA,84168
SFTPC,4261
FAP,6440
PER2,2191
SLC39A3,8864
FGF7,29985
TWIST2,2252
MAFF,117581
CD8A,23764
STARD3,925
FOXM1,10948
MT2A,2305
ARG2,4502
FMO4,384
CALB1,2329
TFPI2,793
SLC39A8,7980
TNFRSF11B,64116
TDRD1,4982
FCGR1A,56165
PTTG1IP,2209
ZBTB5,754
CDC34,9925
RND3,997
CLU,390
NCF2,1191
GM2A,4688
MLL3,2760
MLANA,2315
MUC1,2315
FOSL2,4582
LCOR,2355
NR1I2,84458
HIF1A,8856
PCLAF,3091
CD3G,9768
LGALS1,917
ANGPT1,3956
HMGA1,284
NRP1,3159
C4B,8829
GCM1,721
NRAS,8521
MBD2,4893
GDF15,8932
CLDN7,9518
TNFSF10,1366
GDA,8743
ASPM,9615
MMP7,259266
HSPA1B,4316
CD14,3304
ADGRB1,929
WRN,575
TNIP3,7486
NEUROG3,79931
TPT1,50674
PPL,7178
DDX58,5493
HMGXB4,10042
MXD4,10042
ORMDL3,10608
TAF1B,94103
TRIM21,9014
BCL2A1,6737
TFF1,597
CYP19A1,7031
GSTA1,1588
HLA-G,2938
SLC19A2,3135
MYF6,10560
SART3,4618
PSMC5,9733
RAC1,5705
NR2E3,5879
CAT,10002
ACAN,847
TM4SF1,176
HECA,4071
ZMYND11,51696
CYP11A1,10771
IL2RB,1583
DBF4,3560
TBX21,10926
GSTP1,30009
SLC26A3,2950
ANG,1811
TBX5,283
ELK3,6910
PGLYRP2,2004
STAR,114770
NOLC1,6770
RARRES1,9221
AXL,5918
VEZF1,558
FOXJ1,7716
EAF1,2302
RARG,85403
YWHAQ,5916
APOA2,10971
S100B,336
ALDH1A3,6285
CRY1,220
HSD3B2,1407
RFXAP,3284
TP73,5994
RNASE2,7161
CHRNB4,6036
TNFRSF9,1143
TGM4,3604
RELN,7047
BACE2,5649
MXI1,25825
TNNI3,4601
ISYNA1,7137
ULK1,51477
IL5RA,8408
LTBP1,3568
TGIF1,4052
PIAS3,7050
CEBPA,10401
CCL22,1050
SF1,6367
PCSK6,7536
PROC,5046
F7,5624
BTAF1,2155
IL15,9044
FGF4,3600
TFDP1,2249
FOS,7027
TPMT,2353
HLA-DOB,7172
OCLN,3112
CHUK,100506658
B2M,1147
DEFB103A,567
LCK,414325
MEF2C,3932
PCK2,4208
MDC1,5106
ZNF383,9656
HDAC11,163087
FABP2,79885
SLC29A1,2169
CDKN2C,2030
NFE2L1,1031
ETV7,4779
EPO,51513
IBSP,2056
APOA5,3381
SERPINB9,116519
OGN,5272
KRT18,4969
RGS10,3875
ERCC1,6001
HBE1,2067
SERPINA3,3046
PRTN3,12
STIM1,5657
OXT,6786
YY1,5020
NFE2L2,7528
SOX9,4780
ERF,6662
CREM,2077
RBP3,1390
HTRA2,5949
ALDOA,27429
KISS1R,226
CYP2C8,84634
SNAI2,1558
EMX2,6591
SMN1,2018
SCAND1,6606
NPAT,51282
TLR10,4863
PTBP1,81793
CDKN2B,5725
TOMM34,1030
LILRB4,10953
CYP24A1,11006
HDAC10,1591
NOTCH3,83933
CEBPB,4854
SHOX2,1051
FGB,6474
BLMH,2244
ATG5,642
NPHS2,9474
IL7,7827
SIX3,3574
DNAJC12,6496
GCG,56521
NDRG2,2641
ZBTB14,57447
ACKR3,7541
CCK,57007
FGF16,885
MICB,8823
DISC1,4277
MYEF2,27185
RNF8,50804
HEY1,9025
MX1,23462
ISL1,4599
TF,3670
FCGR3B,7018
PTAFR,2215
ENG,5724
PRDX3,2022
DCBLD2,10935
MUC5AC,131566
PRODH,4586
CKS2,5625
PDIA2,1164
SAA2,64714
RFX3,6289
ZNF382,5991
NR5A1,84911
LBP,2516
FOXE1,3929
PTPRZ1,2304
NGFR,5803
L1TD1,4804
TAF7,54596
PRF1,6879
DLG1,5551
BTG1,1739
CCL3,694
NR4A1,6348
A2M,3164
GH2,2
FAT1,2689
RNF2,2195
ST3GAL5,6045
SYN2,8869
HAX1,6854
GRIP1,10456
SCG3,23426
LMO7,29106
CAV1,4008
MKI67,857
SLC1A4,4288
HERC2,6509
ABCC2,8924
PTEN,1244
TMPRSS2,5728
IDO1,7113
EGR1,3620
UBE2I,1958
GSK3B,7329
BBC3,2932
IRF4,27113
SHMT1,3662
HINFP,6470
PPBP,25988
SLC26A4,5473
FOXP1,5172
IFNL2,27086
SLCO4C1,282616
KLF10,353189
MCM8,7071
SUMO1,84515
S100A10,7341
PITX2,6281
IL10,5308
NOTCH4,3586
TFAP2B,4855
KISS1,7021
GIPR,3814
LAMC2,2696
ABCG2,3918
PRKCE,9429
STAT5A,5581
CYP1A1,6776
ENPP2,1543
NR1H4,5168
LIPC,9971
WWTR1,3990
LILRB2,25937
G6PD,10288
DKK4,2539
TRERF1,27121
THRB,55809
BHLHE41,7068
SIGMAR1,79365
LIMD1,10280
EPHA3,8994
CHEK1,2042
EWSR1,1111
TRPM1,2130
PON1,4308
NR2C2,5444
TFPT,7182
USP7,29844
RASGEF1B,7874
WASF3,153020
ITGA5,10810
CRYGA,3678
FGF10,1418
SLC1A3,2255
FST,6507
IPO13,10468
EPHA2,9670
PARG,1969
NOS1,8505
ZFP42,4842
CUX1,132625
PIP5K1C,1523
FOXI1,23396
CXCR3,2299
SELL,2833
FABP4,6402
FOXP2,2167
HMGCS1,93986
ADARB2,3157
SIM2,105
HOXB4,6493
INS,3214
TFCP2,3630
CLK3,7024
CRMP1,1198
TH,1400
TFAP2A,7054
RPL3,7020
ADAM10,6122
SEMG1,102
ADAMTS5,6406
EPHB2,11096
KCNJ11,2048
POLR3D,3767
CCR3,661
GLS,1232
SPRR2A,2744
CCR4,6700
